Value,AFRICA_2024_DynamicWorld_2024_37PFL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFL_M_R,AFRICA_2024_GSW_Yearly_2021_37PFL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFL_M_R,AFRICA_2024_WorldCover_2021_37PFL_M_R
1273,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1274,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1275,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1276,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1277,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1278,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
1279,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1280,Wetland,Bareland,Water,NULL,Water,Wetland
1281,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1282,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1283,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1284,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1285,Wetland,Built-up,Wetland,NULL,Wetland,NULL
1286,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1287,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1288,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1289,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1290,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1291,Wetland,Water,NULL,NULL,Non_Wetland,Bareland
1292,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1293,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1294,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1295,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1296,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1297,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1298,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1299,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1300,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1301,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1302,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1303,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1304,Wetland,Water,Cropland,Water,Non_Wetland,NULL
1305,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1306,Wetland,Water,Wetland,NULL,Wetland,NULL
1307,Wetland,Water,Wetland,NULL,Wetland,Grassland
1308,Wetland,Water,Wetland,NULL,Wetland,Wetland
1309,Wetland,Water,Wetland,NULL,Wetland,Bareland
1310,Wetland,Water,Wetland,NULL,Wetland,Water
1311,Wetland,Water,Wetland,NULL,Wetland,Forest
1312,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1313,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1314,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1315,Wetland,Water,Wetland,Water,Wetland,NULL
1316,Wetland,Water,Wetland,Water,Wetland,Cropland
1317,Wetland,Water,Wetland,Water,Wetland,Wetland
1318,Wetland,Water,Wetland,Water,Wetland,Water
1319,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1320,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1321,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1322,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1323,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1324,Wetland,Water,Bareland,Water,Non_Wetland,NULL
1325,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1326,Wetland,Water,Water,NULL,Water,NULL
1327,Wetland,Water,Water,NULL,Water,Wetland
1328,Wetland,Water,Water,Non_Water,Water,Wetland
1329,Wetland,Water,Water,Water,Water,NULL
1330,Wetland,Water,Water,Water,Water,Wetland
1331,Wetland,Water,Water,Water,Water,Water
1332,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1333,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1334,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1335,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1336,Wetland,Water,Forest,Water,Non_Wetland,NULL
1337,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1338,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1339,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1340,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1341,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1342,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1343,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1344,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1345,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1346,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1347,Wetland,Forest,Wetland,NULL,Wetland,NULL
1348,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1349,Wetland,Forest,Wetland,NULL,Wetland,Forest
1350,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1351,Wetland,Forest,Wetland,Water,Wetland,Wetland
1352,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1353,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1354,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1355,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
1356,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
1357,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1358,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1359,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1360,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1361,Wetland,Forest,Forest,Water,Non_Wetland,NULL
1362,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1363,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1364,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1365,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1366,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1367,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1368,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1370,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1371,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1372,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1373,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1374,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1375,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1376,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1377,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1378,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1379,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1380,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1381,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1382,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1383,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1384,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1385,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1386,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1387,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1388,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1389,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1390,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1391,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1392,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1393,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1394,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1395,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1396,Bareland,NULL,Wetland,NULL,Wetland,NULL
1397,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1398,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1399,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1400,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1401,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1402,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1403,Bareland,NULL,Wetland,Water,Wetland,Wetland
1404,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1405,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1406,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1407,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1408,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1409,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1410,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1411,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1412,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1413,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1414,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1415,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1416,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1417,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1418,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1419,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1420,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1421,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1422,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1423,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1424,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1425,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1426,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1427,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1428,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1429,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1430,Bareland,NULL,Water,NULL,Water,NULL
1431,Bareland,NULL,Water,NULL,Water,Bareland
1432,Bareland,NULL,Water,Water,Water,Wetland
1433,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1434,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1435,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1436,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1437,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1438,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1439,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1440,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1441,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1442,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1443,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1444,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1445,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1447,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1448,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1449,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1450,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1451,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1452,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1453,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1454,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1455,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1456,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1457,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1458,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1459,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1460,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1461,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1462,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1463,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1464,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1465,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1466,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1467,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1468,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1469,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1470,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1471,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1472,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1473,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1474,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1475,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1476,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1477,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1478,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1479,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1480,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1481,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1482,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1483,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1484,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1485,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1486,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1487,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1488,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1489,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
1490,Bareland,Wetland,Wetland,NULL,Wetland,NULL
1491,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1492,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1493,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
1494,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1495,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1496,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1497,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1498,Bareland,Wetland,Water,NULL,Water,NULL
1499,Bareland,Wetland,Water,NULL,Water,Bareland
1500,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1501,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1502,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
1503,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1505,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1506,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1507,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1508,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1509,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1510,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1511,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1512,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1513,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1514,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1515,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1516,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1517,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1518,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1519,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1520,Bareland,Bareland,Wetland,Water,Wetland,Water
1521,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1522,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1523,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1524,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1525,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1526,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1527,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1528,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1529,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1530,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1531,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1532,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1533,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1534,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1535,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1536,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1537,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1538,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1539,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1540,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1541,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1542,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1543,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1544,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1545,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1546,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1547,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1548,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1549,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1550,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1551,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1552,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1553,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1554,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1555,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1556,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1557,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1558,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1559,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1560,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1561,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1562,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1563,Bareland,Water,Wetland,NULL,Wetland,Bareland
1564,Bareland,Water,Wetland,NULL,Wetland,Forest
1565,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1566,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1567,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1568,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1569,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1570,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1571,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1572,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1573,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1574,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1575,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1576,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1577,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1578,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1579,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1580,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1581,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1582,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
1583,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1584,Bareland,Forest,Wetland,NULL,Wetland,NULL
1585,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1586,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1587,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1588,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1589,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1590,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1591,Water,NULL,NULL,NULL,Non_Wetland,NULL
1592,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1593,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1594,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1595,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1596,Water,NULL,NULL,NULL,Non_Wetland,Forest
1597,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1598,Water,NULL,NULL,Water,Non_Wetland,NULL
1599,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1600,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1601,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1602,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1603,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1604,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1605,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1606,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1607,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1608,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1609,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1610,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1611,Water,NULL,Grassland,NULL,Non_Wetland,Water
1612,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1613,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1614,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1615,Water,NULL,Grassland,Water,Non_Wetland,NULL
1616,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1617,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1618,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1619,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1620,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1621,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1622,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1623,Water,NULL,Cropland,NULL,Non_Wetland,Water
1624,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1625,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1626,Water,NULL,Cropland,Water,Non_Wetland,NULL
1627,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1628,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1629,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1630,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1631,Water,NULL,Wetland,NULL,Wetland,NULL
1632,Water,NULL,Wetland,NULL,Wetland,Grassland
1633,Water,NULL,Wetland,NULL,Wetland,Cropland
1634,Water,NULL,Wetland,NULL,Wetland,Wetland
1635,Water,NULL,Wetland,NULL,Wetland,Bareland
1636,Water,NULL,Wetland,NULL,Wetland,Water
1637,Water,NULL,Wetland,NULL,Wetland,Forest
1638,Water,NULL,Wetland,Non_Water,Wetland,NULL
1639,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1640,Water,NULL,Wetland,Non_Water,Wetland,Water
1641,Water,NULL,Wetland,Water,Wetland,NULL
1642,Water,NULL,Wetland,Water,Wetland,Cropland
1643,Water,NULL,Wetland,Water,Wetland,Wetland
1644,Water,NULL,Wetland,Water,Wetland,Bareland
1645,Water,NULL,Wetland,Water,Wetland,Water
1646,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1647,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1648,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1649,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1650,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1651,Water,NULL,Bareland,NULL,Non_Wetland,Water
1652,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1653,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1654,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1655,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1656,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1657,Water,NULL,Bareland,Water,Non_Wetland,NULL
1658,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1659,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1660,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1661,Water,NULL,Bareland,Water,Non_Wetland,Water
1662,Water,NULL,Bareland,Water,Non_Wetland,Forest
1663,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1664,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1665,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1666,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1667,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1668,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1669,Water,NULL,Water,NULL,Water,NULL
1670,Water,NULL,Water,NULL,Water,Wetland
1671,Water,NULL,Water,NULL,Water,Bareland
1672,Water,NULL,Water,NULL,Water,Water
1673,Water,NULL,Water,Non_Water,Water,Wetland
1674,Water,NULL,Water,Non_Water,Water,Bareland
1675,Water,NULL,Water,Water,Water,NULL
1676,Water,NULL,Water,Water,Water,Cropland
1677,Water,NULL,Water,Water,Water,Wetland
1678,Water,NULL,Water,Water,Water,Bareland
1679,Water,NULL,Water,Water,Water,Water
1680,Water,NULL,Forest,NULL,Non_Wetland,NULL
1681,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1682,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1683,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1684,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1685,Water,NULL,Forest,NULL,Non_Wetland,Water
1686,Water,NULL,Forest,NULL,Non_Wetland,Forest
1687,Water,NULL,Forest,Water,Non_Wetland,NULL
1688,Water,NULL,Forest,Water,Non_Wetland,Wetland
1689,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1690,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1691,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1692,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1693,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1694,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1695,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
