Value,AFRICA_2024_DynamicWorld_2024_37NEH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,AFRICA_2024_WorldCover_2021_37NEH_M_R
1261,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1262,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1263,Water,Water,Grassland,Water,Non_Wetland,Grassland
1264,Water,Water,Grassland,Water,Non_Wetland,Cropland
1265,Water,Water,Grassland,Water,Non_Wetland,Bareland
1266,Water,Water,Grassland,Water,Non_Wetland,Water
1267,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1268,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1269,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1270,Water,Water,Cropland,NULL,Non_Wetland,Water
1271,Water,Water,Cropland,NULL,Non_Wetland,Forest
1272,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1273,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1274,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1275,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1276,Water,Water,Cropland,Water,Non_Wetland,Grassland
1277,Water,Water,Cropland,Water,Non_Wetland,Cropland
1278,Water,Water,Cropland,Water,Non_Wetland,Wetland
1279,Water,Water,Cropland,Water,Non_Wetland,Bareland
1280,Water,Water,Cropland,Water,Non_Wetland,Water
1281,Water,Water,Wetland,NULL,Wetland,Grassland
1282,Water,Water,Wetland,NULL,Wetland,Cropland
1283,Water,Water,Wetland,NULL,Wetland,Wetland
1284,Water,Water,Wetland,NULL,Wetland,Bareland
1285,Water,Water,Wetland,NULL,Wetland,Water
1286,Water,Water,Wetland,NULL,Wetland,Forest
1287,Water,Water,Wetland,Non_Water,Wetland,Grassland
1288,Water,Water,Wetland,Non_Water,Wetland,Cropland
1289,Water,Water,Wetland,Non_Water,Wetland,Wetland
1290,Water,Water,Wetland,Non_Water,Wetland,Bareland
1291,Water,Water,Wetland,Non_Water,Wetland,Water
1292,Water,Water,Wetland,Water,Wetland,Grassland
1293,Water,Water,Wetland,Water,Wetland,Cropland
1294,Water,Water,Wetland,Water,Wetland,Wetland
1295,Water,Water,Wetland,Water,Wetland,Bareland
1296,Water,Water,Wetland,Water,Wetland,Water
1297,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1298,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1299,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1300,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1301,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1302,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1303,Water,Water,Bareland,NULL,Non_Wetland,Water
1304,Water,Water,Bareland,NULL,Non_Wetland,Forest
1305,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1306,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1307,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1308,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1309,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1310,Water,Water,Bareland,Water,Non_Wetland,Grassland
1311,Water,Water,Bareland,Water,Non_Wetland,Cropland
1312,Water,Water,Bareland,Water,Non_Wetland,Wetland
1313,Water,Water,Bareland,Water,Non_Wetland,Bareland
1314,Water,Water,Bareland,Water,Non_Wetland,Built-up
1315,Water,Water,Bareland,Water,Non_Wetland,Water
1316,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1317,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1318,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1319,Water,Water,Built-up,NULL,Non_Wetland,Water
1320,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1321,Water,Water,Built-up,Water,Non_Wetland,Grassland
1322,Water,Water,Built-up,Water,Non_Wetland,Cropland
1323,Water,Water,Built-up,Water,Non_Wetland,Bareland
1324,Water,Water,Built-up,Water,Non_Wetland,Water
1325,Water,Water,Water,NULL,Water,NULL
1326,Water,Water,Water,NULL,Water,Grassland
1327,Water,Water,Water,NULL,Water,Cropland
1328,Water,Water,Water,NULL,Water,Wetland
1329,Water,Water,Water,NULL,Water,Bareland
1330,Water,Water,Water,NULL,Water,Water
1331,Water,Water,Water,Non_Water,Water,Wetland
1332,Water,Water,Water,Water,Water,Grassland
1333,Water,Water,Water,Water,Water,Cropland
1334,Water,Water,Water,Water,Water,Wetland
1335,Water,Water,Water,Water,Water,Bareland
1336,Water,Water,Water,Water,Water,Water
1337,Water,Water,Forest,NULL,Non_Wetland,Grassland
1338,Water,Water,Forest,NULL,Non_Wetland,Cropland
1339,Water,Water,Forest,NULL,Non_Wetland,Wetland
1340,Water,Water,Forest,NULL,Non_Wetland,Bareland
1341,Water,Water,Forest,NULL,Non_Wetland,Water
1342,Water,Water,Forest,NULL,Non_Wetland,Forest
1343,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1344,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1345,Water,Water,Forest,Water,Non_Wetland,Grassland
1346,Water,Water,Forest,Water,Non_Wetland,Cropland
1347,Water,Water,Forest,Water,Non_Wetland,Wetland
1348,Water,Water,Forest,Water,Non_Wetland,Bareland
1349,Water,Water,Forest,Water,Non_Wetland,Water
1350,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1351,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1352,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1353,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1354,Water,Forest,Forest,NULL,Non_Wetland,Forest
1355,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Cropland
1356,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1357,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1358,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1359,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1360,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1361,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1362,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1363,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1364,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1365,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1366,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1367,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1368,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1369,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1370,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1371,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1372,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1373,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1374,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1375,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1376,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1377,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1378,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1379,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1381,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1382,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1383,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1384,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1385,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1386,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1387,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1388,Forest,NULL,Wetland,NULL,Wetland,Forest
1389,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1390,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1391,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1392,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1393,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1394,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1395,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1396,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1397,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1398,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1400,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1401,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1402,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1403,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1404,Forest,NULL,Water,NULL,Water,NULL
1405,Forest,NULL,Water,NULL,Water,Grassland
1406,Forest,NULL,Water,NULL,Water,Forest
1407,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1408,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1409,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1410,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1411,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1412,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1413,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1414,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1415,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1416,Forest,NULL,Forest,Water,Non_Wetland,Forest
1417,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1418,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1419,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1420,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1421,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1422,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1423,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1429,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1430,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1431,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1432,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1433,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1434,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1435,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1436,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1437,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1438,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1439,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1440,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1441,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1442,Forest,Cropland,Wetland,NULL,Wetland,Forest
1443,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1444,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1445,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1446,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1447,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1448,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1449,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1450,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1451,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1452,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1453,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1454,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1455,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1456,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1457,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1458,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1459,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1460,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1461,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1462,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1463,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1464,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1465,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1466,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1467,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1468,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1469,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1470,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1471,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1472,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1477,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1478,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1479,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1480,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1481,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1482,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1483,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1484,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1485,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1486,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1487,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1488,Forest,Built-up,Wetland,NULL,Wetland,NULL
1489,Forest,Built-up,Wetland,NULL,Wetland,Forest
1490,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1491,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1492,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1493,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1494,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1495,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1496,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1497,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1498,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1499,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1500,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1501,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1502,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1503,Forest,Water,NULL,NULL,Non_Wetland,Forest
1504,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1505,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1506,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1507,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1508,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1509,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1510,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1511,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1512,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1513,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1514,Forest,Water,Wetland,NULL,Wetland,Grassland
1515,Forest,Water,Wetland,NULL,Wetland,Cropland
1516,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1517,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1518,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1519,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1520,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1521,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1522,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1523,Forest,Water,Forest,NULL,Non_Wetland,Forest
1524,Forest,Water,Forest,Water,Non_Wetland,Cropland
1525,Forest,Water,Forest,Water,Non_Wetland,Water
1526,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1527,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1528,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1529,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1530,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1531,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1532,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1533,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1534,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1535,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1536,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1537,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1538,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1539,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1540,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1541,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1542,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1543,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1544,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1545,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1546,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1547,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1548,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1549,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1550,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1551,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1552,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1553,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1554,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1555,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1556,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1557,Forest,Forest,Wetland,NULL,Wetland,Forest
1558,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1559,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1560,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1561,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1562,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1563,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1564,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1565,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1566,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1567,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1568,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1569,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1570,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1571,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1572,Forest,Forest,Water,NULL,Water,NULL
1573,Forest,Forest,Water,NULL,Water,Grassland
1574,Forest,Forest,Water,NULL,Water,Forest
1575,Forest,Forest,Water,Water,Water,Forest
1576,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1577,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1578,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1579,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1580,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1581,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1582,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1583,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1584,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1585,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1586,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1587,Forest,Forest,Forest,Water,Non_Wetland,Forest
