Value,AFRICA_2024_DynamicWorld_2024_37PBK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBK_M_R,AFRICA_2024_GSW_Yearly_2021_37PBK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBK_M_R,AFRICA_2024_WorldCover_2021_37PBK_M_R
1269,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1270,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1271,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1272,Water,NULL,Forest,NULL,Non_Wetland,Water
1273,Water,NULL,Forest,NULL,Non_Wetland,Forest
1274,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1275,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1276,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1277,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1278,Water,NULL,Forest,Water,Non_Wetland,Grassland
1279,Water,NULL,Forest,Water,Non_Wetland,Cropland
1280,Water,NULL,Forest,Water,Non_Wetland,Forest
1281,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1282,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1283,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1284,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1285,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1286,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1287,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1288,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1289,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1290,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1291,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1292,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1293,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1294,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1295,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1296,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1297,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1298,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1299,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1300,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1301,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1302,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1303,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1304,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1305,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1306,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1307,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1308,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1309,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1310,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1311,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1312,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1313,Water,Cropland,Wetland,NULL,Wetland,Grassland
1314,Water,Cropland,Wetland,NULL,Wetland,Cropland
1315,Water,Cropland,Wetland,NULL,Wetland,Wetland
1316,Water,Cropland,Wetland,NULL,Wetland,Bareland
1317,Water,Cropland,Wetland,NULL,Wetland,Forest
1318,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1319,Water,Cropland,Wetland,Water,Wetland,Grassland
1320,Water,Cropland,Wetland,Water,Wetland,Cropland
1321,Water,Cropland,Wetland,Water,Wetland,Wetland
1322,Water,Cropland,Wetland,Water,Wetland,Bareland
1323,Water,Cropland,Wetland,Water,Wetland,Water
1324,Water,Cropland,Wetland,Water,Wetland,Forest
1325,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1326,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1327,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1328,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1329,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1330,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1331,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1332,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1333,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1334,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1335,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1336,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1337,Water,Cropland,Bareland,Water,Non_Wetland,Water
1338,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1339,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1340,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1341,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1342,Water,Cropland,Water,NULL,Water,Cropland
1343,Water,Cropland,Water,NULL,Water,Water
1344,Water,Cropland,Water,NULL,Water,Forest
1345,Water,Cropland,Water,Water,Water,Cropland
1346,Water,Cropland,Water,Water,Water,Wetland
1347,Water,Cropland,Water,Water,Water,Water
1348,Water,Cropland,Water,Water,Water,Forest
1349,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1350,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1351,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1352,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1353,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1354,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1355,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1356,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1357,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1358,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1359,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1360,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1361,Water,Cropland,Forest,Water,Non_Wetland,Water
1362,Water,Cropland,Forest,Water,Non_Wetland,Forest
1363,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1364,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1365,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1366,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1367,Water,Wetland,Wetland,Water,Wetland,Cropland
1368,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1369,Water,Wetland,Built-up,Water,Non_Wetland,Cropland
1370,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1371,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1372,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1373,Water,Water,NULL,NULL,Non_Wetland,NULL
1374,Water,Water,NULL,NULL,Non_Wetland,Grassland
1375,Water,Water,NULL,NULL,Non_Wetland,Cropland
1376,Water,Water,NULL,NULL,Non_Wetland,Wetland
1377,Water,Water,NULL,NULL,Non_Wetland,Bareland
1378,Water,Water,NULL,NULL,Non_Wetland,Water
1379,Water,Water,NULL,NULL,Non_Wetland,Forest
1380,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1381,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1382,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1383,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1384,Water,Water,NULL,Water,Non_Wetland,Cropland
1385,Water,Water,NULL,Water,Non_Wetland,Wetland
1386,Water,Water,NULL,Water,Non_Wetland,Bareland
1387,Water,Water,NULL,Water,Non_Wetland,Water
1388,Water,Water,NULL,Water,Non_Wetland,Forest
1389,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1390,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1391,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1392,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1393,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1394,Water,Water,Shrubland,NULL,Non_Wetland,Water
1395,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1396,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1397,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1398,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1399,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1400,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1401,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1402,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1403,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1404,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1405,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1406,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1407,Water,Water,Shrubland,Water,Non_Wetland,Water
1408,Water,Water,Shrubland,Water,Non_Wetland,Forest
1409,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1410,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1411,Water,Water,Grassland,NULL,Non_Wetland,Water
1412,Water,Water,Grassland,NULL,Non_Wetland,Forest
1413,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1414,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1415,Water,Water,Cropland,NULL,Non_Wetland,NULL
1416,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1417,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1418,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1419,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1420,Water,Water,Cropland,NULL,Non_Wetland,Water
1421,Water,Water,Cropland,NULL,Non_Wetland,Forest
1422,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1423,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1424,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1425,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1426,Water,Water,Cropland,Water,Non_Wetland,Grassland
1427,Water,Water,Cropland,Water,Non_Wetland,Cropland
1428,Water,Water,Cropland,Water,Non_Wetland,Wetland
1429,Water,Water,Cropland,Water,Non_Wetland,Bareland
1430,Water,Water,Cropland,Water,Non_Wetland,Water
1431,Water,Water,Cropland,Water,Non_Wetland,Forest
1432,Water,Water,Wetland,NULL,Wetland,NULL
1433,Water,Water,Wetland,NULL,Wetland,Grassland
1434,Water,Water,Wetland,NULL,Wetland,Cropland
1435,Water,Water,Wetland,NULL,Wetland,Wetland
1436,Water,Water,Wetland,NULL,Wetland,Bareland
1437,Water,Water,Wetland,NULL,Wetland,Water
1438,Water,Water,Wetland,NULL,Wetland,Forest
1439,Water,Water,Wetland,Non_Water,Wetland,NULL
1440,Water,Water,Wetland,Non_Water,Wetland,Grassland
1441,Water,Water,Wetland,Non_Water,Wetland,Cropland
1442,Water,Water,Wetland,Non_Water,Wetland,Wetland
1443,Water,Water,Wetland,Non_Water,Wetland,Bareland
1444,Water,Water,Wetland,Non_Water,Wetland,Water
1445,Water,Water,Wetland,Non_Water,Wetland,Forest
1446,Water,Water,Wetland,Water,Wetland,Grassland
1447,Water,Water,Wetland,Water,Wetland,Cropland
1448,Water,Water,Wetland,Water,Wetland,Wetland
1449,Water,Water,Wetland,Water,Wetland,Bareland
1450,Water,Water,Wetland,Water,Wetland,Water
1451,Water,Water,Wetland,Water,Wetland,Forest
1452,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1453,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1454,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1455,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1456,Water,Water,Bareland,NULL,Non_Wetland,NULL
1457,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1458,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1459,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1460,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1461,Water,Water,Bareland,NULL,Non_Wetland,Water
1462,Water,Water,Bareland,NULL,Non_Wetland,Forest
1463,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1464,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1465,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1466,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1467,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1468,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1469,Water,Water,Bareland,Water,Non_Wetland,Grassland
1470,Water,Water,Bareland,Water,Non_Wetland,Cropland
1471,Water,Water,Bareland,Water,Non_Wetland,Wetland
1472,Water,Water,Bareland,Water,Non_Wetland,Bareland
1473,Water,Water,Bareland,Water,Non_Wetland,Water
1474,Water,Water,Bareland,Water,Non_Wetland,Forest
1475,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1476,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1477,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1478,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1479,Water,Water,Built-up,NULL,Non_Wetland,Water
1480,Water,Water,Built-up,NULL,Non_Wetland,Forest
1481,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1482,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1483,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1484,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1485,Water,Water,Built-up,Water,Non_Wetland,Cropland
1486,Water,Water,Built-up,Water,Non_Wetland,Bareland
1487,Water,Water,Built-up,Water,Non_Wetland,Water
1488,Water,Water,Built-up,Water,Non_Wetland,Forest
1489,Water,Water,Water,NULL,Water,NULL
1490,Water,Water,Water,NULL,Water,Grassland
1491,Water,Water,Water,NULL,Water,Cropland
1492,Water,Water,Water,NULL,Water,Wetland
1493,Water,Water,Water,NULL,Water,Bareland
1494,Water,Water,Water,NULL,Water,Water
1495,Water,Water,Water,NULL,Water,Forest
1496,Water,Water,Water,Non_Water,Water,Cropland
1497,Water,Water,Water,Non_Water,Water,Wetland
1498,Water,Water,Water,Non_Water,Water,Bareland
1499,Water,Water,Water,Non_Water,Water,Water
1500,Water,Water,Water,Non_Water,Water,Forest
1501,Water,Water,Water,Water,Water,Grassland
1502,Water,Water,Water,Water,Water,Cropland
1503,Water,Water,Water,Water,Water,Wetland
1504,Water,Water,Water,Water,Water,Bareland
1505,Water,Water,Water,Water,Water,Water
1506,Water,Water,Water,Water,Water,Forest
1507,Water,Water,Forest,NULL,Non_Wetland,NULL
1508,Water,Water,Forest,NULL,Non_Wetland,Grassland
1509,Water,Water,Forest,NULL,Non_Wetland,Cropland
1510,Water,Water,Forest,NULL,Non_Wetland,Wetland
1511,Water,Water,Forest,NULL,Non_Wetland,Bareland
1512,Water,Water,Forest,NULL,Non_Wetland,Water
1513,Water,Water,Forest,NULL,Non_Wetland,Forest
1514,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1515,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1516,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1517,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1518,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1519,Water,Water,Forest,Non_Water,Non_Wetland,Water
1520,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1521,Water,Water,Forest,Water,Non_Wetland,Grassland
1522,Water,Water,Forest,Water,Non_Wetland,Cropland
1523,Water,Water,Forest,Water,Non_Wetland,Wetland
1524,Water,Water,Forest,Water,Non_Wetland,Bareland
1525,Water,Water,Forest,Water,Non_Wetland,Water
1526,Water,Water,Forest,Water,Non_Wetland,Forest
1527,Water,Forest,NULL,NULL,Non_Wetland,Forest
1528,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1529,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1530,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
1531,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1532,Water,Forest,Cropland,Water,Non_Wetland,Wetland
1533,Water,Forest,Wetland,NULL,Wetland,Cropland
1534,Water,Forest,Wetland,NULL,Wetland,Forest
1535,Water,Forest,Wetland,Water,Wetland,Cropland
1536,Water,Forest,Wetland,Water,Wetland,Wetland
1537,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1538,Water,Forest,Bareland,Water,Non_Wetland,Cropland
1539,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1540,Water,Forest,Water,NULL,Water,Forest
1541,Water,Forest,Water,Water,Water,Cropland
1542,Water,Forest,Water,Water,Water,Wetland
1543,Water,Forest,Forest,NULL,Non_Wetland,NULL
1544,Water,Forest,Forest,NULL,Non_Wetland,Forest
1545,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1546,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1547,Water,Forest,Forest,Water,Non_Wetland,Grassland
1548,Water,Forest,Forest,Water,Non_Wetland,Cropland
1549,Water,Forest,Forest,Water,Non_Wetland,Wetland
1550,Water,Forest,Forest,Water,Non_Wetland,Forest
1551,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1552,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1553,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1554,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1555,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1556,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1557,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1558,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1559,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1560,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1561,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1562,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1563,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1564,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1565,Forest,NULL,NULL,Water,Non_Wetland,Forest
1566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1567,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1568,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1569,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1570,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1571,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1572,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1577,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1578,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1579,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1580,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1581,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1582,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1583,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1584,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1585,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1586,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1587,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1589,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1590,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1591,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1592,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1593,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1594,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1595,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1596,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1597,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1598,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1599,Forest,NULL,Wetland,NULL,Wetland,NULL
1600,Forest,NULL,Wetland,NULL,Wetland,Grassland
1601,Forest,NULL,Wetland,NULL,Wetland,Cropland
1602,Forest,NULL,Wetland,NULL,Wetland,Wetland
1603,Forest,NULL,Wetland,NULL,Wetland,Forest
1604,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1605,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1606,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1607,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1608,Forest,NULL,Wetland,Water,Wetland,Cropland
1609,Forest,NULL,Wetland,Water,Wetland,Wetland
1610,Forest,NULL,Wetland,Water,Wetland,Forest
1611,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1612,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1613,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1614,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1615,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1616,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1617,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1618,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1619,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1620,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1621,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1622,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1623,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1624,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1625,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1626,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1627,Forest,NULL,Water,Water,Water,Grassland
1628,Forest,NULL,Water,Water,Water,Cropland
1629,Forest,NULL,Water,Water,Water,Wetland
1630,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1631,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1632,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1634,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1635,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1636,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1637,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1638,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1639,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1640,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1641,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1642,Forest,NULL,Forest,Water,Non_Wetland,NULL
1643,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1644,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1645,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1646,Forest,NULL,Forest,Water,Non_Wetland,Forest
1647,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1648,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1649,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1650,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1651,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1652,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1653,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1654,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1655,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1656,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1657,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1658,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1659,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1660,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
1661,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1663,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1669,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1670,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1671,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1672,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1673,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1674,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1675,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1676,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1677,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1678,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1679,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1680,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1681,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1682,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1683,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1684,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1685,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1686,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1687,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1688,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1689,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1690,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1691,Forest,Cropland,Wetland,NULL,Wetland,NULL
1692,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1693,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1694,Forest,Cropland,Wetland,NULL,Wetland,Forest
1695,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1696,Forest,Cropland,Wetland,Water,Wetland,Cropland
1697,Forest,Cropland,Wetland,Water,Wetland,Wetland
1698,Forest,Cropland,Wetland,Water,Wetland,Forest
1699,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1700,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1701,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1702,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1703,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1704,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1705,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1706,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1707,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1708,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1709,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
