Value,AFRICA_2024_DynamicWorld_2024_37NFF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFF_M_R,AFRICA_2024_GSW_Yearly_2021_37NFF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFF_M_R,AFRICA_2024_WorldCover_2021_37NFF_M_R
1321,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1322,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1323,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1324,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1325,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1326,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1327,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1328,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1329,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1330,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1332,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1333,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1335,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1336,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1337,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1338,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1339,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1340,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1341,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1342,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1343,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1344,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1345,Forest,NULL,Wetland,NULL,Wetland,NULL
1346,Forest,NULL,Wetland,NULL,Wetland,Forest
1347,Forest,NULL,Wetland,Water,Wetland,Grassland
1348,Forest,NULL,Wetland,Water,Wetland,Forest
1349,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1350,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1351,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1352,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1353,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1354,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1355,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1356,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1357,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1358,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1359,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1360,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1361,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1362,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1363,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1364,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1365,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1366,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
1367,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1368,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1369,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1370,Forest,NULL,Water,NULL,Water,NULL
1371,Forest,NULL,Water,NULL,Water,Grassland
1372,Forest,NULL,Water,Non_Water,Water,Grassland
1373,Forest,NULL,Water,Non_Water,Water,Forest
1374,Forest,NULL,Water,Water,Water,Grassland
1375,Forest,NULL,Water,Water,Water,Cropland
1376,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1377,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1378,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1379,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1380,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1381,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1382,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1383,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1384,Forest,NULL,Forest,Water,Non_Wetland,NULL
1385,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1386,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1387,Forest,NULL,Forest,Water,Non_Wetland,Forest
1388,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1391,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1392,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1393,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1394,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1395,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1396,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1397,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland
1398,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1399,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1400,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1401,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1404,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1405,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1406,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1407,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1408,Forest,Water,NULL,NULL,Non_Wetland,NULL
1409,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1410,Forest,Water,NULL,NULL,Non_Wetland,Forest
1411,Forest,Water,NULL,Non_Water,Non_Wetland,NULL
1412,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1413,Forest,Water,NULL,Water,Non_Wetland,NULL
1414,Forest,Water,NULL,Water,Non_Wetland,Forest
1415,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1416,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1417,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1418,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1419,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1420,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1421,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1422,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1423,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1424,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1425,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1426,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1427,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1428,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1429,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1430,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1431,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1432,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1433,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1434,Forest,Water,Grassland,Water,Non_Wetland,Cropland
1435,Forest,Water,Grassland,Water,Non_Wetland,Forest
1436,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1437,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1438,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1439,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1440,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1441,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1442,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
1443,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1444,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1445,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1446,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1447,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1448,Forest,Water,Cropland,Water,Non_Wetland,Forest
1449,Forest,Water,Wetland,NULL,Wetland,Forest
1450,Forest,Water,Wetland,Non_Water,Wetland,Forest
1451,Forest,Water,Wetland,Water,Wetland,NULL
1452,Forest,Water,Wetland,Water,Wetland,Cropland
1453,Forest,Water,Wetland,Water,Wetland,Forest
1454,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1455,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1456,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1457,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1458,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1459,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1460,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1461,Forest,Water,Bareland,Water,Non_Wetland,NULL
1462,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1463,Forest,Water,Bareland,Water,Non_Wetland,Forest
1464,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1465,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1466,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1467,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1468,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL
1469,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1470,Forest,Water,Built-up,Water,Non_Wetland,Forest
1471,Forest,Water,Water,NULL,Water,NULL
1472,Forest,Water,Water,NULL,Water,Grassland
1473,Forest,Water,Water,NULL,Water,Forest
1474,Forest,Water,Water,Water,Water,Forest
1475,Forest,Water,Forest,NULL,Non_Wetland,NULL
1476,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1477,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1478,Forest,Water,Forest,NULL,Non_Wetland,Forest
1479,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1480,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1481,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1482,Forest,Water,Forest,Water,Non_Wetland,NULL
1483,Forest,Water,Forest,Water,Non_Wetland,Grassland
1484,Forest,Water,Forest,Water,Non_Wetland,Cropland
1485,Forest,Water,Forest,Water,Non_Wetland,Forest
1486,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1487,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1488,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1489,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1490,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1491,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1492,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1493,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1494,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1495,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1496,Forest,Forest,NULL,Water,Non_Wetland,Forest
1497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1498,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1499,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1500,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1501,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1502,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1504,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1505,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1509,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1510,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1511,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1512,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1513,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1514,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1515,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1516,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1517,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1518,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1519,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1520,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1521,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1522,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1523,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1524,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1525,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1526,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1527,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1528,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1529,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1530,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1531,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1532,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1533,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1534,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1535,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1536,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1537,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1538,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1539,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1540,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1541,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1542,Forest,Forest,Wetland,NULL,Wetland,Forest
1543,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1544,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1545,Forest,Forest,Wetland,Water,Wetland,Cropland
1546,Forest,Forest,Wetland,Water,Wetland,Forest
1547,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1548,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1549,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1550,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1551,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1552,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1553,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1554,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1555,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1556,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1557,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1558,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1559,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1560,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1561,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1562,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1563,Forest,Forest,Water,NULL,Water,NULL
1564,Forest,Forest,Water,NULL,Water,Grassland
1565,Forest,Forest,Water,NULL,Water,Bareland
1566,Forest,Forest,Water,NULL,Water,Forest
1567,Forest,Forest,Water,Non_Water,Water,Grassland
1568,Forest,Forest,Water,Non_Water,Water,Cropland
1569,Forest,Forest,Water,Non_Water,Water,Bareland
1570,Forest,Forest,Water,Water,Water,Grassland
1571,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1572,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1573,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1574,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1575,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1576,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1577,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1578,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1579,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1580,Forest,Forest,Forest,Water,Non_Wetland,NULL
1581,Forest,Forest,Forest,Water,Non_Wetland,Forest
