Value,AFRICA_2024_DynamicWorld_2024_36PVC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVC_M_R,AFRICA_2024_GSW_Yearly_2021_36PVC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVC_M_R,AFRICA_2024_WorldCover_2021_36PVC_M_R
1262,Bareland,Cropland,Water,Water,Water,Grassland
1263,Bareland,Cropland,Water,Water,Water,Cropland
1264,Bareland,Cropland,Water,Water,Water,Wetland
1265,Bareland,Cropland,Water,Water,Water,Water
1266,Bareland,Cropland,Water,Water,Water,Forest
1267,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1268,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1269,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1270,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1271,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1272,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1273,Bareland,Wetland,Wetland,Water,Wetland,Cropland
1274,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1275,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1276,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1277,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
1278,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1279,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1280,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1281,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1282,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1283,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1284,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1285,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1286,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1287,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1288,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1289,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1290,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1291,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1292,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1293,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1294,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1295,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1296,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Built-up
1297,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1298,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1299,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1300,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up
1301,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1302,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1303,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1304,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1305,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1306,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1307,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1308,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1309,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1310,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1311,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1312,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1313,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1314,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1315,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1316,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1317,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1318,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1319,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1320,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1321,Bareland,Bareland,Wetland,Water,Wetland,Water
1322,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1323,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1324,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1325,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1326,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1327,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1328,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1329,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1330,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1331,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1332,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1333,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1334,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1335,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1336,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1337,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1338,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1339,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1340,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1341,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1342,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1343,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1344,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1345,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1346,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1347,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1348,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1349,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1350,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1351,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1352,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1353,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1354,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1355,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1356,Bareland,Bareland,Water,NULL,Water,Grassland
1357,Bareland,Bareland,Water,Water,Water,Cropland
1358,Bareland,Bareland,Water,Water,Water,Bareland
1359,Bareland,Bareland,Water,Water,Water,Water
1360,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1361,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1362,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1363,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1364,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1365,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1366,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1367,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1369,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1370,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1371,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1372,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1373,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1374,Bareland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1375,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1376,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1377,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1378,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1379,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1380,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1381,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1382,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1383,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1384,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1385,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1386,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1387,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1388,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1389,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1390,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
1391,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1392,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
1393,Bareland,Built-up,Grassland,Water,Non_Wetland,Forest
1394,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1395,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1396,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1397,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1398,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1399,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1400,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1401,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1402,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1403,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1404,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1405,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1406,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1407,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1408,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1409,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1410,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up
1411,Bareland,Built-up,Cropland,Water,Non_Wetland,Water
1412,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1413,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1414,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1415,Bareland,Built-up,Wetland,Water,Wetland,Cropland
1416,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1417,Bareland,Built-up,Wetland,Water,Wetland,Water
1418,Bareland,Built-up,Wetland,Water,Wetland,Forest
1419,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1420,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1421,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1422,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1423,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1424,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1425,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1426,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1427,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1428,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1429,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1430,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1431,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1432,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1433,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1434,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1435,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
1436,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1437,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1438,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1439,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1440,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1441,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1442,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1443,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1444,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1445,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1446,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1447,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1448,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1449,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1450,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1451,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1452,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1453,Bareland,Built-up,Built-up,Water,Non_Wetland,Cropland
1454,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1455,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1456,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1457,Bareland,Built-up,Built-up,Water,Non_Wetland,Forest
1458,Bareland,Built-up,Water,NULL,Water,Cropland
1459,Bareland,Built-up,Water,NULL,Water,Water
1460,Bareland,Built-up,Water,Non_Water,Water,Bareland
1461,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1462,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1463,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1464,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1465,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1466,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1467,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1468,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1469,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1470,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1471,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1472,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1473,Bareland,Water,Grassland,Water,Non_Wetland,Water
1474,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1475,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1476,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1477,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1478,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1479,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1480,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1481,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1482,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1483,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1484,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1485,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1486,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1487,Bareland,Water,Cropland,Water,Non_Wetland,Water
1488,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1489,Bareland,Water,Wetland,NULL,Wetland,Cropland
1490,Bareland,Water,Wetland,NULL,Wetland,Bareland
1491,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1492,Bareland,Water,Wetland,Non_Water,Wetland,Water
1493,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1494,Bareland,Water,Wetland,Water,Wetland,Grassland
1495,Bareland,Water,Wetland,Water,Wetland,Cropland
1496,Bareland,Water,Wetland,Water,Wetland,Wetland
1497,Bareland,Water,Wetland,Water,Wetland,Bareland
1498,Bareland,Water,Wetland,Water,Wetland,Water
1499,Bareland,Water,Wetland,Water,Wetland,Forest
1500,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1501,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1502,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1503,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1504,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1505,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1506,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1507,Bareland,Water,Bareland,Water,Non_Wetland,Water
1508,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1509,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1510,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
1511,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1512,Bareland,Water,Built-up,Water,Non_Wetland,Water
1513,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1514,Bareland,Water,Water,NULL,Water,Forest
1515,Bareland,Water,Water,Water,Water,Cropland
1516,Bareland,Water,Water,Water,Water,Bareland
1517,Bareland,Water,Water,Water,Water,Water
1518,Water,NULL,NULL,Water,Non_Wetland,Cropland
1519,Water,NULL,NULL,Water,Non_Wetland,Water
1520,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1521,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1522,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1523,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1524,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1525,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1526,Water,NULL,Grassland,NULL,Non_Wetland,Water
1527,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1528,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1529,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1530,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1531,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1532,Water,NULL,Grassland,Water,Non_Wetland,Forest
1533,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1534,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1535,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1536,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1537,Water,NULL,Cropland,NULL,Non_Wetland,Water
1538,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1539,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1540,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1541,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1542,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1543,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1544,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1545,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1546,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1547,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1548,Water,NULL,Cropland,Water,Non_Wetland,Water
1549,Water,NULL,Cropland,Water,Non_Wetland,Forest
1550,Water,NULL,Wetland,NULL,Wetland,Water
1551,Water,NULL,Wetland,NULL,Wetland,Forest
1552,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1553,Water,NULL,Wetland,Non_Water,Wetland,Water
1554,Water,NULL,Wetland,Non_Water,Wetland,Forest
1555,Water,NULL,Wetland,Water,Wetland,Grassland
1556,Water,NULL,Wetland,Water,Wetland,Cropland
1557,Water,NULL,Wetland,Water,Wetland,Wetland
1558,Water,NULL,Wetland,Water,Wetland,Bareland
1559,Water,NULL,Wetland,Water,Wetland,Water
1560,Water,NULL,Wetland,Water,Wetland,Forest
1561,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1562,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1563,Water,NULL,Bareland,NULL,Non_Wetland,Water
1564,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1565,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1566,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1567,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1568,Water,NULL,Bareland,Water,Non_Wetland,Water
1569,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1570,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1571,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1572,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1573,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1574,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1575,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1576,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1577,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1578,Water,NULL,Built-up,Water,Non_Wetland,Forest
1579,Water,NULL,Water,NULL,Water,Water
1580,Water,NULL,Water,Non_Water,Water,Water
1581,Water,NULL,Water,Water,Water,Cropland
1582,Water,NULL,Water,Water,Water,Wetland
1583,Water,NULL,Water,Water,Water,Bareland
1584,Water,NULL,Water,Water,Water,Water
1585,Water,NULL,Forest,NULL,Non_Wetland,Forest
1586,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1587,Water,Cropland,NULL,NULL,Non_Wetland,Water
1588,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1589,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1590,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1591,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1592,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1593,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1594,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1595,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1596,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1597,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1598,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1599,Water,Cropland,Grassland,Water,Non_Wetland,Water
1600,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1601,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1602,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1603,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1604,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1605,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1606,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1607,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1608,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1609,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1610,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1611,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1612,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1613,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1614,Water,Cropland,Cropland,Water,Non_Wetland,Water
1615,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1616,Water,Cropland,Wetland,NULL,Wetland,Cropland
1617,Water,Cropland,Wetland,NULL,Wetland,Bareland
1618,Water,Cropland,Wetland,NULL,Wetland,Water
1619,Water,Cropland,Wetland,NULL,Wetland,Forest
1620,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1621,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1622,Water,Cropland,Wetland,Non_Water,Wetland,Water
1623,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1624,Water,Cropland,Wetland,Water,Wetland,Cropland
1625,Water,Cropland,Wetland,Water,Wetland,Wetland
1626,Water,Cropland,Wetland,Water,Wetland,Bareland
1627,Water,Cropland,Wetland,Water,Wetland,Water
1628,Water,Cropland,Wetland,Water,Wetland,Forest
1629,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1630,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1631,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1632,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1633,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1634,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1635,Water,Cropland,Bareland,Water,Non_Wetland,Water
1636,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1637,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1638,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1639,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1640,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1641,Water,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1642,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1643,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1644,Water,Cropland,Built-up,Water,Non_Wetland,Water
1645,Water,Cropland,Built-up,Water,Non_Wetland,Forest
1646,Water,Cropland,Water,NULL,Water,Cropland
1647,Water,Cropland,Water,NULL,Water,Water
1648,Water,Cropland,Water,NULL,Water,Forest
1649,Water,Cropland,Water,Non_Water,Water,Cropland
1650,Water,Cropland,Water,Non_Water,Water,Water
1651,Water,Cropland,Water,Non_Water,Water,Forest
1652,Water,Cropland,Water,Water,Water,Water
1653,Water,Cropland,Water,Water,Water,Forest
1654,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1655,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1656,Water,Wetland,Wetland,NULL,Wetland,Water
1657,Water,Wetland,Wetland,NULL,Wetland,Forest
1658,Water,Wetland,Wetland,Water,Wetland,Cropland
1659,Water,Wetland,Wetland,Water,Wetland,Water
1660,Water,Wetland,Wetland,Water,Wetland,Forest
1661,Water,Wetland,Water,Water,Water,Water
1662,Water,Wetland,Water,Water,Water,Forest
1663,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1664,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1665,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1666,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1667,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1668,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1669,Water,Bareland,Grassland,Water,Non_Wetland,Water
1670,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1671,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1672,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1673,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1674,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1675,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1676,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1677,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1678,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1679,Water,Bareland,Cropland,Water,Non_Wetland,Water
1680,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1681,Water,Bareland,Wetland,Non_Water,Wetland,Water
1682,Water,Bareland,Wetland,Water,Wetland,Cropland
1683,Water,Bareland,Wetland,Water,Wetland,Bareland
1684,Water,Bareland,Wetland,Water,Wetland,Water
1685,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1686,Water,Bareland,Bareland,NULL,Non_Wetland,Water
