Value,AFRICA_2024_DynamicWorld_2024_37PHL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHL_M_R,AFRICA_2024_GSW_Yearly_2021_37PHL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHL_M_R,AFRICA_2024_WorldCover_2021_37PHL_M_R
1279,Water,Water,Built-up,Water,Non_Wetland,Cropland
1280,Water,Water,Built-up,Water,Non_Wetland,Wetland
1281,Water,Water,Built-up,Water,Non_Wetland,Water
1282,Water,Water,Water,NULL,Water,Grassland
1283,Water,Water,Water,NULL,Water,Cropland
1284,Water,Water,Water,NULL,Water,Wetland
1285,Water,Water,Water,NULL,Water,Bareland
1286,Water,Water,Water,NULL,Water,Water
1287,Water,Water,Water,Non_Water,Water,Cropland
1288,Water,Water,Water,Non_Water,Water,Wetland
1289,Water,Water,Water,Non_Water,Water,Water
1290,Water,Water,Water,Water,Water,NULL
1291,Water,Water,Water,Water,Water,Cropland
1292,Water,Water,Water,Water,Water,Wetland
1293,Water,Water,Water,Water,Water,Water
1294,Water,Water,Forest,NULL,Non_Wetland,NULL
1295,Water,Water,Forest,NULL,Non_Wetland,Grassland
1296,Water,Water,Forest,NULL,Non_Wetland,Cropland
1297,Water,Water,Forest,NULL,Non_Wetland,Wetland
1298,Water,Water,Forest,NULL,Non_Wetland,Water
1299,Water,Water,Forest,NULL,Non_Wetland,Forest
1300,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1301,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1302,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1303,Water,Water,Forest,Non_Water,Non_Wetland,Water
1304,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1305,Water,Water,Forest,Water,Non_Wetland,Cropland
1306,Water,Water,Forest,Water,Non_Wetland,Wetland
1307,Water,Water,Forest,Water,Non_Wetland,Water
1308,Water,Water,Forest,Water,Non_Wetland,Forest
1309,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1310,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1311,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1312,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1313,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1314,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1315,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1316,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1317,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1318,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1322,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1323,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1324,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1325,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1326,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1327,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1328,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1329,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1330,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1331,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1332,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1333,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1335,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1336,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1337,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1338,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1339,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1340,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1341,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1342,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1343,Forest,NULL,Wetland,NULL,Wetland,Cropland
1344,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1345,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1346,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1347,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1348,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1349,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1350,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1351,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1352,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1353,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1354,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1355,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1356,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1357,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1358,Forest,NULL,Water,NULL,Water,NULL
1359,Forest,NULL,Water,NULL,Water,Cropland
1360,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1361,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1362,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1363,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1364,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1365,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1366,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1367,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1368,Forest,NULL,Forest,Water,Non_Wetland,NULL
1369,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1370,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1371,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1372,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1373,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1374,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1375,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1376,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1377,Forest,Cropland,NULL,Water,Non_Wetland,NULL
1378,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1382,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1383,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1384,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1385,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1386,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1387,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1388,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1389,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1390,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1391,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1392,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1393,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1394,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1395,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1396,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1397,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1398,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1399,Forest,Cropland,Wetland,Water,Wetland,Wetland
1400,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1401,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1402,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1403,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1404,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1405,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1406,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1407,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1408,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1409,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1410,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1411,Forest,Cropland,Water,NULL,Water,Wetland
1412,Forest,Cropland,Water,Non_Water,Water,Wetland
1413,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1414,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1415,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1416,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1417,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1418,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1419,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1420,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1421,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1422,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1423,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1424,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1425,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1426,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1427,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1428,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1429,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1430,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1431,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1432,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1433,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1434,Forest,Wetland,Wetland,Water,Wetland,Wetland
1435,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1436,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1437,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1438,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
1439,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
1440,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1441,Forest,Wetland,Water,NULL,Water,Grassland
1442,Forest,Wetland,Water,NULL,Water,Cropland
1443,Forest,Wetland,Water,Water,Water,Cropland
1444,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1445,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1446,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1447,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1448,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1449,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1450,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1451,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1452,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1453,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1454,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1455,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1456,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1457,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1458,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1459,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1460,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1461,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1462,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1463,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1464,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1465,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1470,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1471,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1472,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1473,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1474,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1475,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1476,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1477,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1478,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1479,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1480,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1481,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1482,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1483,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1484,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1485,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1486,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1487,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1488,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1489,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1490,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1491,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1492,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1493,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1494,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1495,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1496,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1497,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1498,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1499,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1500,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1501,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1502,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1503,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1504,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1505,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1506,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1507,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1508,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1509,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1510,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1511,Forest,Water,Wetland,Water,Wetland,Wetland
1512,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1513,Forest,Water,Water,NULL,Water,Wetland
1514,Forest,Water,Water,Non_Water,Water,Wetland
1515,Forest,Water,Water,Water,Water,Wetland
1516,Forest,Water,Forest,NULL,Non_Wetland,NULL
1517,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1518,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1519,Forest,Water,Forest,NULL,Non_Wetland,Forest
1520,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1521,Forest,Water,Forest,Water,Non_Wetland,Wetland
1522,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1523,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1524,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1525,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1526,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1527,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1528,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1532,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1534,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1536,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1537,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1538,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1539,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1540,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1541,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1542,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1543,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1544,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1545,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1546,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1547,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1548,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1549,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1550,Forest,Forest,Wetland,NULL,Wetland,Wetland
1551,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1552,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1553,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1554,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1555,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1556,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1557,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1558,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1559,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1560,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1561,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1562,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1563,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1564,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1565,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1566,Forest,Forest,Water,NULL,Water,Grassland
1567,Forest,Forest,Water,NULL,Water,Forest
1568,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1569,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1570,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1571,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1572,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1573,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1574,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1575,Forest,Forest,Forest,Water,Non_Wetland,NULL
1576,Forest,Forest,Forest,Water,Non_Wetland,Forest
