Value,AFRICA_2024_DynamicWorld_2024_37NBH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBH_M_R,AFRICA_2024_GSW_Yearly_2021_37NBH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBH_M_R,AFRICA_2024_WorldCover_2021_37NBH_M_R
1283,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1284,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1285,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1286,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1287,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1288,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1289,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1290,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1291,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1292,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1293,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1294,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1295,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1296,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1297,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1303,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1304,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1305,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1306,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1307,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1308,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1309,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1310,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1311,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1312,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1313,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1314,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1315,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1316,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1317,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1318,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1319,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1320,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1321,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1322,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1323,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1324,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1325,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1326,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL
1327,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1328,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1329,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1330,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1331,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1332,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1333,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1334,Forest,Water,NULL,NULL,Non_Wetland,NULL
1335,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1336,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1337,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1338,Forest,Water,NULL,NULL,Non_Wetland,Built-up
1339,Forest,Water,NULL,NULL,Non_Wetland,Water
1340,Forest,Water,NULL,NULL,Non_Wetland,Forest
1341,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1342,Forest,Water,NULL,Water,Non_Wetland,Water
1343,Forest,Water,NULL,Water,Non_Wetland,Forest
1344,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1345,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1346,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1347,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1348,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1349,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1350,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1351,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1352,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1353,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1354,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1355,Forest,Water,Shrubland,Water,Non_Wetland,Water
1356,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1357,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1358,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1359,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1360,Forest,Water,Grassland,Water,Non_Wetland,Forest
1361,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1362,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1363,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1364,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1365,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1366,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1367,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1368,Forest,Water,Cropland,Water,Non_Wetland,Water
1369,Forest,Water,Cropland,Water,Non_Wetland,Forest
1370,Forest,Water,Wetland,NULL,Wetland,NULL
1371,Forest,Water,Wetland,NULL,Wetland,Grassland
1372,Forest,Water,Wetland,NULL,Wetland,Cropland
1373,Forest,Water,Wetland,NULL,Wetland,Water
1374,Forest,Water,Wetland,NULL,Wetland,Forest
1375,Forest,Water,Wetland,Non_Water,Wetland,Forest
1376,Forest,Water,Wetland,Water,Wetland,Water
1377,Forest,Water,Wetland,Water,Wetland,Forest
1378,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1379,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1380,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1381,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1382,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1383,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1384,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1385,Forest,Water,Bareland,NULL,Non_Wetland,Water
1386,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1387,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1388,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1389,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1390,Forest,Water,Bareland,Water,Non_Wetland,Water
1391,Forest,Water,Bareland,Water,Non_Wetland,Forest
1392,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1393,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1394,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1395,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1396,Forest,Water,Built-up,Water,Non_Wetland,Forest
1397,Forest,Water,Water,NULL,Water,Water
1398,Forest,Water,Water,NULL,Water,Forest
1399,Forest,Water,Water,Non_Water,Water,Forest
1400,Forest,Water,Water,Water,Water,Water
1401,Forest,Water,Water,Water,Water,Forest
1402,Forest,Water,Forest,NULL,Non_Wetland,NULL
1403,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1404,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1405,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1406,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1407,Forest,Water,Forest,NULL,Non_Wetland,Water
1408,Forest,Water,Forest,NULL,Non_Wetland,Forest
1409,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1410,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1411,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1412,Forest,Water,Forest,Water,Non_Wetland,NULL
1413,Forest,Water,Forest,Water,Non_Wetland,Grassland
1414,Forest,Water,Forest,Water,Non_Wetland,Wetland
1415,Forest,Water,Forest,Water,Non_Wetland,Water
1416,Forest,Water,Forest,Water,Non_Wetland,Forest
1417,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1418,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1419,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1420,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1421,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1422,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1423,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1424,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1425,Forest,Forest,NULL,Water,Non_Wetland,Forest
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1428,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1429,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1430,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1431,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1432,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1433,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1434,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1435,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1436,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1437,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1438,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1439,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1440,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1441,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1442,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1443,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1444,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1445,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1446,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1447,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1448,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1449,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1450,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1451,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1452,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1453,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1454,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1455,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1456,Forest,Forest,Wetland,NULL,Wetland,NULL
1457,Forest,Forest,Wetland,NULL,Wetland,Grassland
1458,Forest,Forest,Wetland,NULL,Wetland,Cropland
1459,Forest,Forest,Wetland,NULL,Wetland,Bareland
1460,Forest,Forest,Wetland,NULL,Wetland,Water
1461,Forest,Forest,Wetland,NULL,Wetland,Forest
1462,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1463,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1464,Forest,Forest,Wetland,Water,Wetland,Forest
1465,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1466,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1467,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1468,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1469,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1470,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1471,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1472,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1473,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1474,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1475,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1476,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1477,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1478,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1479,Forest,Forest,Bareland,Water,Non_Wetland,Water
1480,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1481,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1482,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1483,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1484,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1485,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1486,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1487,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1488,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1489,Forest,Forest,Water,NULL,Water,NULL
1490,Forest,Forest,Water,NULL,Water,Grassland
1491,Forest,Forest,Water,NULL,Water,Forest
1492,Forest,Forest,Water,Non_Water,Water,Forest
1493,Forest,Forest,Water,Water,Water,Forest
1494,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1495,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1496,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1497,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1498,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1499,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1500,Forest,Forest,Forest,NULL,Non_Wetland,Water
1501,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1502,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1503,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1504,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1505,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1506,Forest,Forest,Forest,Water,Non_Wetland,NULL
1507,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1508,Forest,Forest,Forest,Water,Non_Wetland,Water
1509,Forest,Forest,Forest,Water,Non_Wetland,Forest
