Value,AFRICA_2024_DynamicWorld_2024_37NBG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBG_M_R,AFRICA_2024_GSW_Yearly_2021_37NBG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBG_M_R,AFRICA_2024_WorldCover_2021_37NBG_M_R
1255,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1256,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1257,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1258,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1259,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1260,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1261,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1262,Bareland,Water,Wetland,NULL,Wetland,Grassland
1263,Bareland,Water,Wetland,NULL,Wetland,Cropland
1264,Bareland,Water,Wetland,NULL,Wetland,Bareland
1265,Bareland,Water,Wetland,NULL,Wetland,Water
1266,Bareland,Water,Wetland,NULL,Wetland,Forest
1267,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1268,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1269,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1270,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1271,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1272,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1273,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1274,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1275,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1276,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1277,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1278,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1279,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1280,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1281,Bareland,Water,Bareland,Water,Non_Wetland,Water
1282,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1283,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1284,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1285,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1286,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1287,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1288,Bareland,Water,Water,NULL,Water,Cropland
1289,Bareland,Water,Water,NULL,Water,Water
1290,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1291,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1292,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1293,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1294,Bareland,Water,Forest,NULL,Non_Wetland,Water
1295,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1296,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1297,Bareland,Water,Forest,Water,Non_Wetland,Water
1298,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1299,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1300,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1301,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1302,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1303,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1304,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1305,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1306,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1307,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1308,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1309,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1310,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1311,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1312,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1313,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1314,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1315,Bareland,Forest,Wetland,NULL,Wetland,Cropland
1316,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1317,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1318,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1319,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1320,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1321,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1322,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1323,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1324,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1325,Water,NULL,NULL,NULL,Non_Wetland,NULL
1326,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1327,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1328,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1329,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1330,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1331,Water,NULL,NULL,NULL,Non_Wetland,Water
1332,Water,NULL,NULL,NULL,Non_Wetland,Forest
1333,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1334,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1335,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1336,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1337,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1338,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1339,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1340,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1341,Water,NULL,Shrubland,Water,Non_Wetland,Water
1342,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1343,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1344,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1345,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1346,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1347,Water,NULL,Grassland,NULL,Non_Wetland,Water
1348,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1349,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1350,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1351,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1352,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1353,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1354,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1355,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1356,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1357,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1358,Water,NULL,Cropland,NULL,Non_Wetland,Water
1359,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1360,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1361,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1362,Water,NULL,Wetland,NULL,Wetland,NULL
1363,Water,NULL,Wetland,NULL,Wetland,Grassland
1364,Water,NULL,Wetland,NULL,Wetland,Cropland
1365,Water,NULL,Wetland,NULL,Wetland,Wetland
1366,Water,NULL,Wetland,NULL,Wetland,Bareland
1367,Water,NULL,Wetland,NULL,Wetland,Water
1368,Water,NULL,Wetland,NULL,Wetland,Forest
1369,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1370,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1371,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1372,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1373,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1374,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1375,Water,NULL,Bareland,NULL,Non_Wetland,Water
1376,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1377,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1378,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1379,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1380,Water,NULL,Bareland,Water,Non_Wetland,Water
1381,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1382,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1383,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1384,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1385,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1386,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1387,Water,NULL,Forest,NULL,Non_Wetland,NULL
1388,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1389,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1390,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1391,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1392,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1393,Water,NULL,Forest,NULL,Non_Wetland,Water
1394,Water,NULL,Forest,NULL,Non_Wetland,Forest
1395,Water,NULL,Forest,Water,Non_Wetland,Grassland
1396,Water,NULL,Forest,Water,Non_Wetland,Bareland
1397,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1398,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1399,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1400,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1401,Water,Cropland,NULL,NULL,Non_Wetland,Water
1402,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1403,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1404,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1405,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1406,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1407,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1408,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1409,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1410,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1411,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1412,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1413,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1414,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1415,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1416,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1417,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1418,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1419,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1420,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1421,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1422,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1423,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1424,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1425,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1426,Water,Cropland,Wetland,NULL,Wetland,NULL
1427,Water,Cropland,Wetland,NULL,Wetland,Grassland
1428,Water,Cropland,Wetland,NULL,Wetland,Cropland
1429,Water,Cropland,Wetland,NULL,Wetland,Bareland
1430,Water,Cropland,Wetland,NULL,Wetland,Water
1431,Water,Cropland,Wetland,NULL,Wetland,Forest
1432,Water,Cropland,Wetland,Water,Wetland,Bareland
1433,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1434,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1435,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1436,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1437,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1438,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1439,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1440,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1441,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1442,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1443,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1444,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1445,Water,Cropland,Bareland,Water,Non_Wetland,Water
1446,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1447,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1448,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1449,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1450,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1451,Water,Cropland,Water,NULL,Water,Grassland
1452,Water,Cropland,Water,Water,Water,Grassland
1453,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1454,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1455,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1456,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1457,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1458,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1459,Water,Cropland,Forest,NULL,Non_Wetland,Water
1460,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1461,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1462,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1463,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1464,Water,Cropland,Forest,Water,Non_Wetland,Water
1465,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1466,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1467,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1468,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1469,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1470,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1471,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1472,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1473,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1474,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
1475,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1476,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1477,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1478,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1479,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1480,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1481,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1482,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1483,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1484,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1485,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1486,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1487,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1488,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1489,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1490,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1491,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1492,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1493,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1494,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1495,Water,Bareland,Cropland,Water,Non_Wetland,Water
1496,Water,Bareland,Wetland,NULL,Wetland,Bareland
1497,Water,Bareland,Wetland,NULL,Wetland,Water
1498,Water,Bareland,Wetland,Water,Wetland,Water
1499,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1500,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1501,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1502,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1503,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1504,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1505,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1506,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1507,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1508,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1509,Water,Bareland,Bareland,Water,Non_Wetland,Water
1510,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1511,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1512,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1513,Water,Bareland,Water,NULL,Water,Cropland
1514,Water,Bareland,Water,NULL,Water,Water
1515,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1516,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1517,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1518,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1519,Water,Bareland,Forest,NULL,Non_Wetland,Water
1520,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1521,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1522,Water,Bareland,Forest,Water,Non_Wetland,Water
1523,Water,Built-up,NULL,NULL,Non_Wetland,NULL
1524,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1525,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1526,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1527,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1528,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1529,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1530,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1531,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1532,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1533,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1534,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1535,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1536,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1537,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1538,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1539,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1540,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1541,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1542,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1543,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1544,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1545,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1546,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1547,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1548,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1549,Water,Water,NULL,NULL,Non_Wetland,NULL
1550,Water,Water,NULL,NULL,Non_Wetland,Grassland
1551,Water,Water,NULL,NULL,Non_Wetland,Cropland
1552,Water,Water,NULL,NULL,Non_Wetland,Wetland
1553,Water,Water,NULL,NULL,Non_Wetland,Bareland
1554,Water,Water,NULL,NULL,Non_Wetland,Water
1555,Water,Water,NULL,NULL,Non_Wetland,Forest
1556,Water,Water,NULL,Water,Non_Wetland,Grassland
1557,Water,Water,NULL,Water,Non_Wetland,Bareland
1558,Water,Water,NULL,Water,Non_Wetland,Water
1559,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1560,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1561,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1562,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1563,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1564,Water,Water,Shrubland,NULL,Non_Wetland,Water
1565,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1566,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1567,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1568,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1569,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1570,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1571,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1572,Water,Water,Shrubland,Water,Non_Wetland,Water
1573,Water,Water,Shrubland,Water,Non_Wetland,Forest
1574,Water,Water,Grassland,NULL,Non_Wetland,NULL
1575,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1576,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1577,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1578,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1579,Water,Water,Grassland,NULL,Non_Wetland,Water
1580,Water,Water,Grassland,NULL,Non_Wetland,Forest
1581,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1582,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1583,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1584,Water,Water,Grassland,Water,Non_Wetland,Grassland
1585,Water,Water,Grassland,Water,Non_Wetland,Bareland
1586,Water,Water,Grassland,Water,Non_Wetland,Water
1587,Water,Water,Cropland,NULL,Non_Wetland,NULL
1588,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1589,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1590,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1591,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1592,Water,Water,Cropland,NULL,Non_Wetland,Water
1593,Water,Water,Cropland,NULL,Non_Wetland,Forest
1594,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1595,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1596,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1597,Water,Water,Cropland,Water,Non_Wetland,Grassland
1598,Water,Water,Cropland,Water,Non_Wetland,Cropland
1599,Water,Water,Cropland,Water,Non_Wetland,Bareland
1600,Water,Water,Cropland,Water,Non_Wetland,Water
1601,Water,Water,Wetland,NULL,Wetland,NULL
1602,Water,Water,Wetland,NULL,Wetland,Grassland
1603,Water,Water,Wetland,NULL,Wetland,Cropland
1604,Water,Water,Wetland,NULL,Wetland,Wetland
1605,Water,Water,Wetland,NULL,Wetland,Bareland
1606,Water,Water,Wetland,NULL,Wetland,Water
1607,Water,Water,Wetland,NULL,Wetland,Forest
1608,Water,Water,Wetland,Non_Water,Wetland,Grassland
1609,Water,Water,Wetland,Non_Water,Wetland,Bareland
1610,Water,Water,Wetland,Non_Water,Wetland,Water
1611,Water,Water,Wetland,Water,Wetland,Grassland
1612,Water,Water,Wetland,Water,Wetland,Cropland
1613,Water,Water,Wetland,Water,Wetland,Bareland
1614,Water,Water,Wetland,Water,Wetland,Water
1615,Water,Water,Wetland,Water,Wetland,Forest
1616,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1617,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1618,Water,Water,Bareland,NULL,Non_Wetland,NULL
1619,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1620,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1621,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1622,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1623,Water,Water,Bareland,NULL,Non_Wetland,Water
1624,Water,Water,Bareland,NULL,Non_Wetland,Forest
1625,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1626,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1627,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1628,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1629,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1630,Water,Water,Bareland,Water,Non_Wetland,Grassland
1631,Water,Water,Bareland,Water,Non_Wetland,Cropland
1632,Water,Water,Bareland,Water,Non_Wetland,Wetland
1633,Water,Water,Bareland,Water,Non_Wetland,Bareland
1634,Water,Water,Bareland,Water,Non_Wetland,Water
1635,Water,Water,Bareland,Water,Non_Wetland,Forest
1636,Water,Water,Built-up,NULL,Non_Wetland,NULL
1637,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1638,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1639,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1640,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1641,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1642,Water,Water,Built-up,NULL,Non_Wetland,Water
1643,Water,Water,Built-up,NULL,Non_Wetland,Forest
1644,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1645,Water,Water,Built-up,Water,Non_Wetland,Cropland
1646,Water,Water,Built-up,Water,Non_Wetland,Bareland
1647,Water,Water,Built-up,Water,Non_Wetland,Water
1648,Water,Water,Built-up,Water,Non_Wetland,Forest
1649,Water,Water,Water,NULL,Water,Cropland
1650,Water,Water,Water,NULL,Water,Bareland
1651,Water,Water,Water,NULL,Water,Water
1652,Water,Water,Water,NULL,Water,Forest
1653,Water,Water,Water,Non_Water,Water,Water
1654,Water,Water,Water,Non_Water,Water,Forest
1655,Water,Water,Water,Water,Water,Grassland
1656,Water,Water,Water,Water,Water,Cropland
1657,Water,Water,Water,Water,Water,Water
1658,Water,Water,Forest,NULL,Non_Wetland,NULL
1659,Water,Water,Forest,NULL,Non_Wetland,Grassland
1660,Water,Water,Forest,NULL,Non_Wetland,Cropland
1661,Water,Water,Forest,NULL,Non_Wetland,Wetland
1662,Water,Water,Forest,NULL,Non_Wetland,Bareland
1663,Water,Water,Forest,NULL,Non_Wetland,Water
1664,Water,Water,Forest,NULL,Non_Wetland,Forest
1665,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1666,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1667,Water,Water,Forest,Non_Water,Non_Wetland,Water
1668,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1669,Water,Water,Forest,Water,Non_Wetland,Grassland
1670,Water,Water,Forest,Water,Non_Wetland,Cropland
1671,Water,Water,Forest,Water,Non_Wetland,Bareland
1672,Water,Water,Forest,Water,Non_Wetland,Water
1673,Water,Water,Forest,Water,Non_Wetland,Forest
1674,Water,Forest,NULL,NULL,Non_Wetland,NULL
1675,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1676,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1677,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1678,Water,Forest,NULL,NULL,Non_Wetland,Forest
1679,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1680,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1681,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1682,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1683,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1684,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1685,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1686,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1687,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1688,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1689,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1690,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1691,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1692,Water,Forest,Wetland,NULL,Wetland,Grassland
1693,Water,Forest,Wetland,NULL,Wetland,Wetland
1694,Water,Forest,Wetland,NULL,Wetland,Forest
1695,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1696,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
