Value,AFRICA_2024_DynamicWorld_2024_36PZT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,AFRICA_2024_WorldCover_2021_36PZT_M_R
1300,Forest,Water,Bareland,Water,Non_Wetland,Water
1301,Forest,Water,Bareland,Water,Non_Wetland,Forest
1302,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1303,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1304,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1305,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1306,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1307,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1308,Forest,Water,Built-up,Water,Non_Wetland,Forest
1309,Forest,Water,Water,NULL,Water,Forest
1310,Forest,Water,Water,Water,Water,Water
1311,Forest,Water,Water,Water,Water,Forest
1312,Forest,Water,Forest,NULL,Non_Wetland,NULL
1313,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1314,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1315,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1316,Forest,Water,Forest,NULL,Non_Wetland,Water
1317,Forest,Water,Forest,NULL,Non_Wetland,Forest
1318,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1319,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1320,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1321,Forest,Water,Forest,Water,Non_Wetland,NULL
1322,Forest,Water,Forest,Water,Non_Wetland,Grassland
1323,Forest,Water,Forest,Water,Non_Wetland,Cropland
1324,Forest,Water,Forest,Water,Non_Wetland,Water
1325,Forest,Water,Forest,Water,Non_Wetland,Forest
1326,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1327,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1328,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1329,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1330,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1331,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1332,Forest,Forest,NULL,Water,Non_Wetland,Forest
1333,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1334,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1335,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1336,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1337,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1338,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1339,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1344,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1345,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1346,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1347,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1348,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1349,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1350,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1351,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1352,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1355,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1356,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1357,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1358,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1359,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1360,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1361,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1362,Forest,Forest,Wetland,NULL,Wetland,Grassland
1363,Forest,Forest,Wetland,NULL,Wetland,Wetland
1364,Forest,Forest,Wetland,NULL,Wetland,Forest
1365,Forest,Forest,Wetland,Water,Wetland,NULL
1366,Forest,Forest,Wetland,Water,Wetland,Grassland
1367,Forest,Forest,Wetland,Water,Wetland,Forest
1368,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1369,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1370,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1371,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1372,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1373,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1374,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1375,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1376,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1377,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1378,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1379,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1380,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1381,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1382,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1383,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1384,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1385,Forest,Forest,Water,NULL,Water,NULL
1386,Forest,Forest,Water,NULL,Water,Grassland
1387,Forest,Forest,Water,NULL,Water,Forest
1388,Forest,Forest,Water,Water,Water,NULL
1389,Forest,Forest,Water,Water,Water,Forest
1390,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1391,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1392,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1393,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1394,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1395,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1396,Forest,Forest,Forest,NULL,Non_Wetland,Water
1397,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1398,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1399,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1400,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1401,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1402,Forest,Forest,Forest,Water,Non_Wetland,NULL
1403,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1404,Forest,Forest,Forest,Water,Non_Wetland,Forest
