Value,AFRICA_2024_DynamicWorld_2024_37NBF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBF_M_R,AFRICA_2024_GSW_Yearly_2021_37NBF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBF_M_R,AFRICA_2024_WorldCover_2021_37NBF_M_R
1258,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1259,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1260,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1261,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1262,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1263,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1264,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1265,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
1266,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1267,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1268,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1269,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1270,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1271,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1272,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1273,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1274,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1275,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1276,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1277,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1278,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1279,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1280,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1281,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1282,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1283,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1284,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1285,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1286,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1287,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1288,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1289,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1290,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1291,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1292,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1293,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1294,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1295,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1296,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland
1297,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1298,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1299,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1300,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1301,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1302,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1303,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1304,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1305,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1306,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1307,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1308,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1309,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1310,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1311,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1312,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1313,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1314,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1315,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1316,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1317,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1318,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1319,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1320,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1321,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1322,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1323,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1324,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1325,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1326,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1327,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1328,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1329,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1330,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1331,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1332,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1333,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
1334,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1335,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1336,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
1337,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1338,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1339,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1340,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1341,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1342,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1343,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1344,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1345,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1346,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1347,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1348,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1349,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1350,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1351,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1352,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1353,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1354,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1355,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1356,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1357,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1358,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1359,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1360,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1361,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1362,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1363,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1364,Wetland,Wetland,Wetland,Water,Wetland,NULL
1365,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1366,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1367,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1368,Wetland,Wetland,Wetland,Water,Wetland,Water
1369,Wetland,Wetland,Wetland,Water,Wetland,Forest
1370,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1371,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1372,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1373,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1374,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1375,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1376,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1377,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1378,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1379,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1380,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1381,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1382,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1383,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1384,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1385,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1386,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1387,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1388,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1389,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1390,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1391,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1392,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1393,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1394,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1395,Wetland,Wetland,Water,NULL,Water,Grassland
1396,Wetland,Wetland,Water,NULL,Water,Wetland
1397,Wetland,Wetland,Water,Non_Water,Water,NULL
1398,Wetland,Wetland,Water,Non_Water,Water,Grassland
1399,Wetland,Wetland,Water,Non_Water,Water,Wetland
1400,Wetland,Wetland,Water,Non_Water,Water,Water
1401,Wetland,Wetland,Water,Water,Water,Grassland
1402,Wetland,Wetland,Water,Water,Water,Wetland
1403,Wetland,Wetland,Water,Water,Water,Bareland
1404,Wetland,Wetland,Water,Water,Water,Water
1405,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1406,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1407,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1408,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1409,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1410,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1411,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1412,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1413,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1414,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1415,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1416,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1417,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1418,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1419,Wetland,Bareland,Grassland,Water,Non_Wetland,Wetland
1420,Wetland,Bareland,Grassland,Water,Non_Wetland,Bareland
1421,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1422,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1423,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1424,Wetland,Bareland,Wetland,Water,Wetland,Water
1425,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1426,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1427,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1428,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1429,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1430,Wetland,Bareland,Bareland,Water,Non_Wetland,Grassland
1431,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1432,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1433,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1434,Wetland,Bareland,Bareland,Water,Non_Wetland,Forest
1435,Wetland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1436,Wetland,Bareland,Water,NULL,Water,Bareland
1437,Wetland,Bareland,Water,Non_Water,Water,Wetland
1438,Wetland,Bareland,Water,Water,Water,Grassland
1439,Wetland,Bareland,Water,Water,Water,Wetland
1440,Wetland,Bareland,Water,Water,Water,Bareland
1441,Wetland,Bareland,Water,Water,Water,Water
1442,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1443,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1444,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1445,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1446,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1447,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1448,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1449,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1450,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1451,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1452,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1453,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1454,Wetland,Water,Wetland,NULL,Wetland,Grassland
1455,Wetland,Water,Wetland,Water,Wetland,Wetland
1456,Wetland,Water,Wetland,Water,Wetland,Bareland
1457,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1458,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1459,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1460,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1461,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1462,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1463,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1464,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1465,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1466,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1467,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1468,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1469,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1470,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1471,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1472,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1473,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1474,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1475,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1476,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1477,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland
1478,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1479,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1480,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1481,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1482,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
1483,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1484,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1485,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1486,Wetland,Forest,Grassland,Water,Non_Wetland,Bareland
1487,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1488,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1489,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1490,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1491,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1492,Wetland,Forest,Cropland,Water,Non_Wetland,Bareland
1493,Wetland,Forest,Wetland,NULL,Wetland,NULL
1494,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1495,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1496,Wetland,Forest,Wetland,NULL,Wetland,Forest
1497,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1498,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1499,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1500,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1501,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1502,Wetland,Forest,Bareland,Water,Non_Wetland,Bareland
1503,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1504,Wetland,Forest,Water,NULL,Water,Wetland
1505,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1506,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1507,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1508,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1509,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1510,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1511,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1512,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1513,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1514,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1515,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1516,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1517,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1525,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1526,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1527,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1528,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1529,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1530,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1531,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1532,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1533,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1534,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1535,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1536,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1537,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1538,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1539,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1540,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1541,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1542,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1543,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1544,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1545,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1546,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1547,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1548,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1549,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1550,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1551,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1552,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1553,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1554,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1555,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1556,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1557,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1558,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1559,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1560,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1561,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1562,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1563,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1564,Bareland,NULL,Wetland,NULL,Wetland,NULL
1565,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1566,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1567,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1568,Bareland,NULL,Wetland,NULL,Wetland,Forest
1569,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1570,Bareland,NULL,Wetland,Water,Wetland,Wetland
1571,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1572,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1573,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1574,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1575,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1576,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1577,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1578,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1579,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1580,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1581,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1582,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1583,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1584,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1585,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1586,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1587,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1588,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1589,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1590,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1591,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1592,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1593,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1594,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1595,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1596,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1597,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1598,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1599,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1600,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1601,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1602,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1603,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1604,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1605,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1606,Bareland,NULL,Water,Non_Water,Water,Grassland
1607,Bareland,NULL,Water,Non_Water,Water,Wetland
1608,Bareland,NULL,Water,Water,Water,Grassland
1609,Bareland,NULL,Water,Water,Water,Wetland
1610,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1611,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1612,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1613,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1614,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1615,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1616,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1617,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1618,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1619,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1620,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1621,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1622,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1623,Bareland,Cropland,NULL,NULL,Non_Wetland,Water
1624,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1625,Bareland,Cropland,NULL,Water,Non_Wetland,Water
1626,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1627,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1628,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1629,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1630,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1631,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1632,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1633,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1634,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1635,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1636,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1637,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1638,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1639,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1640,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1641,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1642,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1643,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1644,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1645,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1646,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1647,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1648,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1649,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1650,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1651,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1652,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1653,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1654,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1655,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1656,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1657,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1658,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1659,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1660,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1661,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1662,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1663,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1664,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1665,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1666,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1667,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
