Value,AFRICA_2024_DynamicWorld_2024_38NKM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,AFRICA_2024_WorldCover_2021_38NKM_M_R
1277,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1278,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1279,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1280,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1281,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1282,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1283,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1284,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1285,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1286,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1287,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1288,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1289,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1290,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1291,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1292,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1293,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1294,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1295,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1296,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1297,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1298,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1299,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1300,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1301,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1302,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1303,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1304,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1305,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1306,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1307,Water,Cropland,Wetland,NULL,Wetland,Grassland
1308,Water,Cropland,Wetland,NULL,Wetland,Cropland
1309,Water,Cropland,Wetland,NULL,Wetland,Bareland
1310,Water,Cropland,Wetland,NULL,Wetland,Forest
1311,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1312,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1313,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1314,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1315,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1316,Water,Cropland,Wetland,Water,Wetland,Grassland
1317,Water,Cropland,Wetland,Water,Wetland,Cropland
1318,Water,Cropland,Wetland,Water,Wetland,Bareland
1319,Water,Cropland,Wetland,Water,Wetland,Water
1320,Water,Cropland,Wetland,Water,Wetland,Forest
1321,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1322,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1323,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1324,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1325,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1326,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1327,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1328,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1329,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1330,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1331,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1332,Water,Cropland,Water,NULL,Water,Grassland
1333,Water,Cropland,Water,NULL,Water,Cropland
1334,Water,Cropland,Water,NULL,Water,Wetland
1335,Water,Cropland,Water,NULL,Water,Bareland
1336,Water,Cropland,Water,NULL,Water,Forest
1337,Water,Cropland,Water,Non_Water,Water,Grassland
1338,Water,Cropland,Water,Non_Water,Water,Cropland
1339,Water,Cropland,Water,Non_Water,Water,Bareland
1340,Water,Cropland,Water,Non_Water,Water,Forest
1341,Water,Cropland,Water,Water,Water,Grassland
1342,Water,Cropland,Water,Water,Water,Wetland
1343,Water,Cropland,Water,Water,Water,Bareland
1344,Water,Cropland,Water,Water,Water,Forest
1345,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1346,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1347,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1348,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1349,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1350,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1351,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1352,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1353,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1354,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1355,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1356,Water,Wetland,Wetland,NULL,Wetland,Forest
1357,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1358,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1359,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1360,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1361,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1362,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1363,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1364,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1365,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1366,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1367,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1368,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1369,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1370,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1371,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1372,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1373,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1374,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1375,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1376,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1377,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1378,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1379,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1380,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1381,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1382,Water,Bareland,Wetland,NULL,Wetland,Grassland
1383,Water,Bareland,Wetland,NULL,Wetland,Cropland
1384,Water,Bareland,Wetland,NULL,Wetland,Wetland
1385,Water,Bareland,Wetland,NULL,Wetland,Bareland
1386,Water,Bareland,Wetland,NULL,Wetland,Forest
1387,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1388,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1389,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1390,Water,Bareland,Wetland,Water,Wetland,Grassland
1391,Water,Bareland,Wetland,Water,Wetland,Cropland
1392,Water,Bareland,Wetland,Water,Wetland,Wetland
1393,Water,Bareland,Wetland,Water,Wetland,Bareland
1394,Water,Bareland,Wetland,Water,Wetland,Forest
1395,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1396,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1397,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1398,Water,Bareland,Water,NULL,Water,Grassland
1399,Water,Bareland,Water,NULL,Water,Cropland
1400,Water,Bareland,Water,NULL,Water,Bareland
1401,Water,Bareland,Water,NULL,Water,Forest
1402,Water,Bareland,Water,Non_Water,Water,Grassland
1403,Water,Bareland,Water,Non_Water,Water,Bareland
1404,Water,Bareland,Water,Water,Water,Grassland
1405,Water,Bareland,Water,Water,Water,Cropland
1406,Water,Bareland,Water,Water,Water,Wetland
1407,Water,Bareland,Water,Water,Water,Bareland
1408,Water,Bareland,Water,Water,Water,Forest
1409,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1410,Water,Water,NULL,NULL,Non_Wetland,NULL
1411,Water,Water,NULL,NULL,Non_Wetland,Grassland
1412,Water,Water,NULL,NULL,Non_Wetland,Cropland
1413,Water,Water,NULL,NULL,Non_Wetland,Wetland
1414,Water,Water,NULL,NULL,Non_Wetland,Bareland
1415,Water,Water,NULL,NULL,Non_Wetland,Forest
1416,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1417,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1418,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1419,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1420,Water,Water,NULL,Water,Non_Wetland,Bareland
1421,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1422,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1423,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1424,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1425,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1426,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1427,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1428,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1429,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1430,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1431,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1432,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1433,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1434,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1435,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1436,Water,Water,Shrubland,Water,Non_Wetland,Forest
1437,Water,Water,Grassland,NULL,Non_Wetland,NULL
1438,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1439,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1440,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1441,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1442,Water,Water,Grassland,NULL,Non_Wetland,Forest
1443,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1444,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1445,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1446,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1447,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1448,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1449,Water,Water,Grassland,Water,Non_Wetland,NULL
1450,Water,Water,Grassland,Water,Non_Wetland,Grassland
1451,Water,Water,Grassland,Water,Non_Wetland,Cropland
1452,Water,Water,Grassland,Water,Non_Wetland,Wetland
1453,Water,Water,Grassland,Water,Non_Wetland,Bareland
1454,Water,Water,Grassland,Water,Non_Wetland,Water
1455,Water,Water,Grassland,Water,Non_Wetland,Forest
1456,Water,Water,Cropland,NULL,Non_Wetland,NULL
1457,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1458,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1459,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1460,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1461,Water,Water,Cropland,NULL,Non_Wetland,Water
1462,Water,Water,Cropland,NULL,Non_Wetland,Forest
1463,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1464,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1465,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1466,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1467,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1468,Water,Water,Cropland,Water,Non_Wetland,Grassland
1469,Water,Water,Cropland,Water,Non_Wetland,Cropland
1470,Water,Water,Cropland,Water,Non_Wetland,Wetland
1471,Water,Water,Cropland,Water,Non_Wetland,Bareland
1472,Water,Water,Cropland,Water,Non_Wetland,Water
1473,Water,Water,Cropland,Water,Non_Wetland,Forest
1474,Water,Water,Wetland,NULL,Wetland,NULL
1475,Water,Water,Wetland,NULL,Wetland,Grassland
1476,Water,Water,Wetland,NULL,Wetland,Cropland
1477,Water,Water,Wetland,NULL,Wetland,Wetland
1478,Water,Water,Wetland,NULL,Wetland,Bareland
1479,Water,Water,Wetland,NULL,Wetland,Water
1480,Water,Water,Wetland,NULL,Wetland,Forest
1481,Water,Water,Wetland,Non_Water,Wetland,Grassland
1482,Water,Water,Wetland,Non_Water,Wetland,Cropland
1483,Water,Water,Wetland,Non_Water,Wetland,Wetland
1484,Water,Water,Wetland,Non_Water,Wetland,Bareland
1485,Water,Water,Wetland,Non_Water,Wetland,Forest
1486,Water,Water,Wetland,Water,Wetland,NULL
1487,Water,Water,Wetland,Water,Wetland,Grassland
1488,Water,Water,Wetland,Water,Wetland,Cropland
1489,Water,Water,Wetland,Water,Wetland,Wetland
1490,Water,Water,Wetland,Water,Wetland,Bareland
1491,Water,Water,Wetland,Water,Wetland,Water
1492,Water,Water,Wetland,Water,Wetland,Forest
1493,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1494,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1495,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1496,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1497,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1498,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1499,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1500,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1501,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1502,Water,Water,Bareland,NULL,Non_Wetland,NULL
1503,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1504,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1505,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1506,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1507,Water,Water,Bareland,NULL,Non_Wetland,Water
1508,Water,Water,Bareland,NULL,Non_Wetland,Forest
1509,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1510,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1511,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1512,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1513,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1514,Water,Water,Bareland,Water,Non_Wetland,NULL
1515,Water,Water,Bareland,Water,Non_Wetland,Grassland
1516,Water,Water,Bareland,Water,Non_Wetland,Cropland
1517,Water,Water,Bareland,Water,Non_Wetland,Wetland
1518,Water,Water,Bareland,Water,Non_Wetland,Bareland
1519,Water,Water,Bareland,Water,Non_Wetland,Water
1520,Water,Water,Bareland,Water,Non_Wetland,Forest
1521,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1522,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1523,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1524,Water,Water,Built-up,NULL,Non_Wetland,Forest
1525,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1526,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1527,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1528,Water,Water,Built-up,Water,Non_Wetland,Grassland
1529,Water,Water,Built-up,Water,Non_Wetland,Wetland
1530,Water,Water,Built-up,Water,Non_Wetland,Bareland
1531,Water,Water,Built-up,Water,Non_Wetland,Forest
1532,Water,Water,Water,NULL,Water,NULL
1533,Water,Water,Water,NULL,Water,Grassland
1534,Water,Water,Water,NULL,Water,Cropland
1535,Water,Water,Water,NULL,Water,Wetland
1536,Water,Water,Water,NULL,Water,Bareland
1537,Water,Water,Water,NULL,Water,Water
1538,Water,Water,Water,NULL,Water,Forest
1539,Water,Water,Water,Non_Water,Water,Grassland
1540,Water,Water,Water,Non_Water,Water,Cropland
1541,Water,Water,Water,Non_Water,Water,Wetland
1542,Water,Water,Water,Non_Water,Water,Bareland
1543,Water,Water,Water,Non_Water,Water,Forest
1544,Water,Water,Water,Water,Water,Grassland
1545,Water,Water,Water,Water,Water,Cropland
1546,Water,Water,Water,Water,Water,Wetland
1547,Water,Water,Water,Water,Water,Bareland
1548,Water,Water,Water,Water,Water,Water
1549,Water,Water,Water,Water,Water,Forest
1550,Water,Water,Forest,NULL,Non_Wetland,NULL
1551,Water,Water,Forest,NULL,Non_Wetland,Grassland
1552,Water,Water,Forest,NULL,Non_Wetland,Cropland
1553,Water,Water,Forest,NULL,Non_Wetland,Wetland
1554,Water,Water,Forest,NULL,Non_Wetland,Bareland
1555,Water,Water,Forest,NULL,Non_Wetland,Forest
1556,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1557,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1558,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1559,Water,Water,Forest,Water,Non_Wetland,Bareland
1560,Water,Water,Forest,Water,Non_Wetland,Forest
1561,Water,Forest,NULL,NULL,Non_Wetland,Forest
1562,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1563,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1564,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1565,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1566,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1567,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1568,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1569,Water,Forest,Wetland,NULL,Wetland,Forest
1570,Water,Forest,Wetland,Non_Water,Wetland,Forest
1571,Water,Forest,Water,NULL,Water,Forest
1572,Water,Forest,Water,Non_Water,Water,Grassland
1573,Water,Forest,Water,Non_Water,Water,Cropland
1574,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1575,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1576,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1577,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1578,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1579,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1580,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1581,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1582,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1583,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1584,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1585,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1586,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1587,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1588,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1589,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1590,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1591,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1592,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1593,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1594,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1595,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1596,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1597,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1598,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1599,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1600,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1601,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1602,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1603,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1604,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1605,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1606,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1607,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1608,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1609,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1610,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1611,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1612,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1613,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1614,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1615,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1616,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1617,Forest,NULL,Wetland,NULL,Wetland,NULL
1618,Forest,NULL,Wetland,NULL,Wetland,Grassland
1619,Forest,NULL,Wetland,NULL,Wetland,Cropland
1620,Forest,NULL,Wetland,NULL,Wetland,Bareland
1621,Forest,NULL,Wetland,NULL,Wetland,Forest
1622,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1623,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1624,Forest,NULL,Wetland,Water,Wetland,NULL
1625,Forest,NULL,Wetland,Water,Wetland,Grassland
1626,Forest,NULL,Wetland,Water,Wetland,Cropland
1627,Forest,NULL,Wetland,Water,Wetland,Bareland
1628,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1629,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1630,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1631,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1632,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1633,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1634,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1635,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1636,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1637,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1638,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1639,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1640,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1641,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1642,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1643,Forest,NULL,Water,NULL,Water,Grassland
1644,Forest,NULL,Water,NULL,Water,Bareland
1645,Forest,NULL,Water,NULL,Water,Forest
1646,Forest,NULL,Water,Non_Water,Water,Grassland
1647,Forest,NULL,Water,Non_Water,Water,Cropland
1648,Forest,NULL,Water,Non_Water,Water,Forest
1649,Forest,NULL,Water,Water,Water,Cropland
1650,Forest,NULL,Water,Water,Water,Bareland
1651,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1653,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1654,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1655,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1656,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1658,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1659,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1660,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1661,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1662,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1663,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1664,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1665,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1666,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1667,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1668,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1672,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1673,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1674,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1675,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1676,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1677,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1678,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1679,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1680,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1681,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1682,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1683,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1684,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1685,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1686,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1687,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1688,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1689,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1690,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1691,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
1692,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
1693,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1694,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1695,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1696,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1697,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1698,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1699,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1700,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1701,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1702,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1703,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1704,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1705,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1706,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1707,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
1708,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1709,Forest,Cropland,Wetland,NULL,Wetland,NULL
1710,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1711,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1712,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1713,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1714,Forest,Cropland,Wetland,NULL,Wetland,Forest
1715,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1716,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1717,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
