Value,AFRICA_2024_DynamicWorld_2024_36PZA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,AFRICA_2024_WorldCover_2021_36PZA_M_R
1278,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1279,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1280,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1281,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1282,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1283,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1284,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1285,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1286,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1287,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1288,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1289,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1290,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1291,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1292,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1293,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1294,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1295,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1296,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1297,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1298,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1299,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1300,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1301,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1302,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1303,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1304,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1305,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1306,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1307,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1308,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1309,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1310,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1311,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1312,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1313,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1314,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1315,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1316,Bareland,Cropland,Wetland,NULL,Wetland,Water
1317,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
1318,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1319,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1320,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1321,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1322,Bareland,Cropland,Wetland,Water,Wetland,Water
1323,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1324,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1325,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1326,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1327,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1328,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1329,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1330,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1331,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1332,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1333,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1334,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1335,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1336,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1337,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1338,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1339,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1340,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1341,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1342,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1343,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
1344,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1345,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1346,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1347,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1348,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
1349,Bareland,Cropland,Water,NULL,Water,Cropland
1350,Bareland,Cropland,Water,Water,Water,Grassland
1351,Bareland,Cropland,Water,Water,Water,Cropland
1352,Bareland,Cropland,Water,Water,Water,Bareland
1353,Bareland,Cropland,Water,Water,Water,Water
1354,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1355,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1356,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1357,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1358,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1359,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1360,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1361,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
1362,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1363,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1364,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1365,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1366,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1367,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1368,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1369,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1370,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1371,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1372,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1373,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1374,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1375,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1376,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1377,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1378,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1379,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1380,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1381,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1382,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1383,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1384,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1385,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1386,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1387,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1388,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1389,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1390,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1391,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1392,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1393,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1394,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1395,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1396,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1397,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1398,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1399,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1400,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1401,Bareland,Bareland,Wetland,NULL,Wetland,Water
1402,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1403,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1404,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1405,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1406,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1407,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1408,Bareland,Bareland,Wetland,Water,Wetland,Water
1409,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1410,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1411,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1412,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1413,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1414,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1415,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1416,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1417,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1418,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1419,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1420,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1421,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1422,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1423,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1424,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1425,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1426,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1427,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1428,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1429,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1430,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1431,Bareland,Bareland,Water,NULL,Water,Water
1432,Bareland,Bareland,Water,NULL,Water,Forest
1433,Bareland,Bareland,Water,Non_Water,Water,Bareland
1434,Bareland,Bareland,Water,Non_Water,Water,Water
1435,Bareland,Bareland,Water,Water,Water,Cropland
1436,Bareland,Bareland,Water,Water,Water,Bareland
1437,Bareland,Bareland,Water,Water,Water,Water
1438,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1439,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1440,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1441,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1442,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1443,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1444,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1445,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1446,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1447,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1448,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1449,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1450,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1451,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1452,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1453,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1454,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1455,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1456,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1457,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1458,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1459,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1460,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1461,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1462,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1463,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1464,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1465,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1466,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1467,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1468,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1469,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1470,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1471,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1472,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1473,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1474,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1475,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1476,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1477,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1478,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1479,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1480,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1481,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1482,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1483,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1484,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1485,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1486,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1487,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1488,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1489,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1490,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1491,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1492,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1493,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1494,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1495,Bareland,Water,Grassland,Water,Non_Wetland,Water
1496,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1497,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1498,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1499,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1500,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1501,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1502,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1503,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1504,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1505,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1506,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1507,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1508,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1509,Bareland,Water,Cropland,Water,Non_Wetland,Water
1510,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1511,Bareland,Water,Wetland,NULL,Wetland,Grassland
1512,Bareland,Water,Wetland,NULL,Wetland,Cropland
1513,Bareland,Water,Wetland,NULL,Wetland,Bareland
1514,Bareland,Water,Wetland,NULL,Wetland,Water
1515,Bareland,Water,Wetland,NULL,Wetland,Forest
1516,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1517,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1518,Bareland,Water,Wetland,Non_Water,Wetland,Water
1519,Bareland,Water,Wetland,Water,Wetland,Grassland
1520,Bareland,Water,Wetland,Water,Wetland,Cropland
1521,Bareland,Water,Wetland,Water,Wetland,Wetland
1522,Bareland,Water,Wetland,Water,Wetland,Bareland
1523,Bareland,Water,Wetland,Water,Wetland,Water
1524,Bareland,Water,Wetland,Water,Wetland,Forest
1525,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1526,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1527,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1528,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1529,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1530,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1531,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1532,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1533,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1534,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1535,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1536,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1537,Bareland,Water,Bareland,Water,Non_Wetland,Water
1538,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1539,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1540,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1541,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1542,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1543,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1544,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1545,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
1546,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1547,Bareland,Water,Built-up,Water,Non_Wetland,Water
1548,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1549,Bareland,Water,Water,Non_Water,Water,Grassland
1550,Bareland,Water,Water,Water,Water,Grassland
1551,Bareland,Water,Water,Water,Water,Cropland
1552,Bareland,Water,Water,Water,Water,Bareland
1553,Bareland,Water,Water,Water,Water,Water
1554,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1555,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1556,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1557,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1558,Bareland,Water,Forest,Water,Non_Wetland,Water
1559,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1560,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1561,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1562,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1563,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1564,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1565,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1566,Water,NULL,NULL,NULL,Non_Wetland,NULL
1567,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1568,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1569,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1570,Water,NULL,NULL,NULL,Non_Wetland,Water
1571,Water,NULL,NULL,NULL,Non_Wetland,Forest
1572,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1573,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1574,Water,NULL,NULL,Water,Non_Wetland,Cropland
1575,Water,NULL,NULL,Water,Non_Wetland,Bareland
1576,Water,NULL,NULL,Water,Non_Wetland,Water
1577,Water,NULL,NULL,Water,Non_Wetland,Forest
1578,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1579,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1580,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1581,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1582,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1583,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1584,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1585,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1586,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1587,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1588,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1589,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1590,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1591,Water,NULL,Shrubland,Water,Non_Wetland,Water
1592,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1593,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1594,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1595,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1596,Water,NULL,Grassland,NULL,Non_Wetland,Water
1597,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1598,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1599,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1600,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1601,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1602,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1603,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1604,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1605,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1606,Water,NULL,Grassland,Water,Non_Wetland,Water
1607,Water,NULL,Grassland,Water,Non_Wetland,Forest
1608,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1609,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1610,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1611,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1612,Water,NULL,Cropland,NULL,Non_Wetland,Water
1613,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1614,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1615,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1616,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1617,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1618,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1619,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1620,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1621,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1622,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1623,Water,NULL,Cropland,Water,Non_Wetland,Water
1624,Water,NULL,Cropland,Water,Non_Wetland,Forest
1625,Water,NULL,Wetland,NULL,Wetland,NULL
1626,Water,NULL,Wetland,NULL,Wetland,Grassland
1627,Water,NULL,Wetland,NULL,Wetland,Cropland
1628,Water,NULL,Wetland,NULL,Wetland,Bareland
1629,Water,NULL,Wetland,NULL,Wetland,Water
1630,Water,NULL,Wetland,NULL,Wetland,Forest
1631,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1632,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1633,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1634,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1635,Water,NULL,Wetland,Non_Water,Wetland,Water
1636,Water,NULL,Wetland,Non_Water,Wetland,Forest
1637,Water,NULL,Wetland,Water,Wetland,Grassland
1638,Water,NULL,Wetland,Water,Wetland,Cropland
1639,Water,NULL,Wetland,Water,Wetland,Wetland
1640,Water,NULL,Wetland,Water,Wetland,Bareland
1641,Water,NULL,Wetland,Water,Wetland,Water
1642,Water,NULL,Wetland,Water,Wetland,Forest
1643,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1644,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1645,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1646,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1647,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1648,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1649,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1650,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1651,Water,NULL,Bareland,NULL,Non_Wetland,Water
1652,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1653,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1654,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1655,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1656,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1657,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1658,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1659,Water,NULL,Bareland,Water,Non_Wetland,NULL
1660,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1661,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1662,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1663,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1664,Water,NULL,Bareland,Water,Non_Wetland,Water
1665,Water,NULL,Bareland,Water,Non_Wetland,Forest
1666,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1667,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1668,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1669,Water,NULL,Built-up,NULL,Non_Wetland,Water
1670,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1671,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1672,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1673,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1674,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1675,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1676,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1677,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1678,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1679,Water,NULL,Built-up,Water,Non_Wetland,Water
1680,Water,NULL,Built-up,Water,Non_Wetland,Forest
1681,Water,NULL,Water,NULL,Water,Cropland
1682,Water,NULL,Water,NULL,Water,Water
1683,Water,NULL,Water,NULL,Water,Forest
1684,Water,NULL,Water,Non_Water,Water,Cropland
1685,Water,NULL,Water,Non_Water,Water,Water
1686,Water,NULL,Water,Non_Water,Water,Forest
1687,Water,NULL,Water,Water,Water,Grassland
1688,Water,NULL,Water,Water,Water,Cropland
1689,Water,NULL,Water,Water,Water,Wetland
1690,Water,NULL,Water,Water,Water,Bareland
1691,Water,NULL,Water,Water,Water,Water
1692,Water,NULL,Water,Water,Water,Forest
1693,Water,NULL,Forest,NULL,Non_Wetland,NULL
1694,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1695,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1696,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1697,Water,NULL,Forest,NULL,Non_Wetland,Water
1698,Water,NULL,Forest,NULL,Non_Wetland,Forest
1699,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1700,Water,NULL,Forest,Water,Non_Wetland,Grassland
1701,Water,NULL,Forest,Water,Non_Wetland,Cropland
1702,Water,NULL,Forest,Water,Non_Wetland,Bareland
1703,Water,NULL,Forest,Water,Non_Wetland,Water
