Value,AFRICA_2024_DynamicWorld_2024_36PZV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZV_M_R,AFRICA_2024_GSW_Yearly_2021_36PZV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZV_M_R,AFRICA_2024_WorldCover_2021_36PZV_M_R
1285,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1286,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1287,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1288,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1289,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1290,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1291,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1292,Forest,Water,Grassland,Water,Non_Wetland,Forest
1293,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1294,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1295,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1296,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1297,Forest,Water,Wetland,NULL,Wetland,Forest
1298,Forest,Water,Wetland,Non_Water,Wetland,Forest
1299,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1300,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1301,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1302,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1303,Forest,Water,Bareland,Water,Non_Wetland,Forest
1304,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1305,Forest,Water,Forest,NULL,Non_Wetland,NULL
1306,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1307,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1308,Forest,Water,Forest,NULL,Non_Wetland,Forest
1309,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1310,Forest,Water,Forest,Water,Non_Wetland,Forest
1311,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1312,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1313,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1314,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1315,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1318,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1321,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1323,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1324,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1325,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1326,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1327,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1328,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1329,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1330,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1331,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1332,Forest,Forest,Wetland,NULL,Wetland,Forest
1333,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1334,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1335,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1336,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1337,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1338,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1339,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1340,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1341,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1342,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1343,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1344,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1345,Forest,Forest,Water,NULL,Water,Forest
1346,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1347,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1348,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1349,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1350,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1351,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1352,Forest,Forest,Forest,Water,Non_Wetland,Forest
