Value,AFRICA_2024_DynamicWorld_2024_35PQK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R,AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,AFRICA_2024_WorldCover_2021_35PQK_M_R
1293,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1294,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1295,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1296,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1297,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1298,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1299,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1300,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1301,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
1302,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1307,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1308,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1309,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
1310,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1311,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1312,Forest,Cropland,Shrubland,Water,Non_Wetland,Built-up
1313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1314,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1315,Forest,Cropland,Wetland,NULL,Wetland,NULL
1316,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1317,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1318,Forest,Cropland,Wetland,NULL,Wetland,Built-up
1319,Forest,Cropland,Wetland,NULL,Wetland,Forest
1320,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1321,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1322,Forest,Cropland,Wetland,Water,Wetland,Wetland
1323,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1324,Forest,Cropland,Water,NULL,Water,Wetland
1325,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1326,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1327,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1328,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1329,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1330,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1331,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1332,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1333,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1334,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1335,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1336,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1337,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1338,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1339,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1340,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1341,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1342,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1343,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1344,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1345,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1346,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1347,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1348,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1349,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1350,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1351,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1352,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1353,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1354,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1355,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1356,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1357,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1358,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1359,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1360,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1361,Forest,Wetland,Wetland,NULL,Wetland,NULL
1362,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1363,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1364,Forest,Wetland,Wetland,NULL,Wetland,Built-up
1365,Forest,Wetland,Wetland,NULL,Wetland,Forest
1366,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1367,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1368,Forest,Wetland,Wetland,Water,Wetland,Grassland
1369,Forest,Wetland,Wetland,Water,Wetland,Wetland
1370,Forest,Wetland,Wetland,Water,Wetland,Water
1371,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1372,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1373,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1374,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1375,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1376,Forest,Wetland,Water,NULL,Water,Grassland
1377,Forest,Wetland,Water,NULL,Water,Wetland
1378,Forest,Wetland,Water,Non_Water,Water,Grassland
1379,Forest,Wetland,Water,Non_Water,Water,Wetland
1380,Forest,Wetland,Water,Water,Water,Grassland
1381,Forest,Wetland,Water,Water,Water,Wetland
1382,Forest,Wetland,Water,Water,Water,Water
1383,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1384,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1385,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1386,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1387,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1388,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1391,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1392,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1393,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1394,Forest,Bareland,Water,Water,Water,Wetland
1395,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland
1396,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1398,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1399,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1400,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1401,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1402,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1403,Forest,Water,NULL,NULL,Non_Wetland,Forest
1404,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1405,Forest,Water,NULL,Water,Non_Wetland,Wetland
1406,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1407,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1408,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1409,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1410,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1411,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1412,Forest,Water,Wetland,NULL,Wetland,Wetland
1413,Forest,Water,Wetland,NULL,Wetland,Forest
1414,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1415,Forest,Water,Wetland,Water,Wetland,Wetland
1416,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1417,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1418,Forest,Water,Water,NULL,Water,Grassland
1419,Forest,Water,Water,NULL,Water,Wetland
1420,Forest,Water,Water,Non_Water,Water,Wetland
1421,Forest,Water,Water,Water,Water,Wetland
1422,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1423,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1424,Forest,Water,Forest,NULL,Non_Wetland,Forest
1425,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1426,Forest,Water,Forest,Water,Non_Wetland,Wetland
1427,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1428,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1429,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1430,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1431,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1432,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1433,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1434,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1436,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1438,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1439,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1440,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1441,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1442,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1443,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1444,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1445,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1446,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1447,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1448,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1449,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1450,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1451,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1452,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1453,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1454,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1455,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1456,Forest,Forest,Wetland,NULL,Wetland,NULL
1457,Forest,Forest,Wetland,NULL,Wetland,Grassland
1458,Forest,Forest,Wetland,NULL,Wetland,Wetland
1459,Forest,Forest,Wetland,NULL,Wetland,Bareland
1460,Forest,Forest,Wetland,NULL,Wetland,Forest
1461,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1462,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1463,Forest,Forest,Wetland,Water,Wetland,Wetland
1464,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1465,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1466,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1467,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1468,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1469,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1470,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1471,Forest,Forest,Water,NULL,Water,Grassland
1472,Forest,Forest,Water,NULL,Water,Wetland
1473,Forest,Forest,Water,Water,Water,Wetland
1474,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1475,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1476,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1477,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1478,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1479,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1480,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1481,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1482,Forest,Forest,Forest,Water,Non_Wetland,Wetland
