Value,AFRICA_2024_DynamicWorld_2024_36NZK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZK_M_R,AFRICA_2024_GSW_Yearly_2021_36NZK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZK_M_R,AFRICA_2024_WorldCover_2021_36NZK_M_R
1291,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1292,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1293,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1294,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1296,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1297,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1298,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1302,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1304,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1305,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1306,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1307,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1308,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1309,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1310,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1311,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1312,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1313,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1314,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1315,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1317,Forest,Forest,Wetland,NULL,Wetland,NULL
1318,Forest,Forest,Wetland,NULL,Wetland,Wetland
1319,Forest,Forest,Wetland,NULL,Wetland,Forest
1320,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1321,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1322,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1323,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1324,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1325,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1326,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1327,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1328,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1329,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1330,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1331,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1332,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1333,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1334,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1335,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
