Value,SIBERIA_2024_ESA_CALU_2024_42WXD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R,SIBERIA_2024_WorldCover_2021_42WXD_M_R
1180,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1181,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1182,Wetland,Bareland,Wetland,Water,Wetland,Water
1183,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1184,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1185,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1186,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1187,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1188,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1189,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1190,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1191,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1192,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1193,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1194,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1195,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1196,Wetland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1197,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1198,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1199,Wetland,Bareland,Built-up,Water,Non_Wetland,Bareland
1200,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1201,Wetland,Bareland,Water,NULL,Water,Wetland
1202,Wetland,Bareland,Water,Water,Water,Lichens_and_Mosses
1203,Wetland,Bareland,Water,Water,Water,Bareland
1204,Wetland,Bareland,Water,Water,Water,Water
1205,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1206,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1207,Wetland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1208,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1209,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1210,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1211,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1212,Wetland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1213,Wetland,Built-up,Wetland,NULL,Wetland,Bareland
1214,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1215,Wetland,Built-up,Wetland,NULL,Wetland,Water
1216,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1217,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
1218,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland
1219,Wetland,Built-up,Wetland,Non_Water,Wetland,Built-up
1220,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1221,Wetland,Built-up,Wetland,Water,NULL,Water
1222,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1223,Wetland,Built-up,Wetland,Water,Wetland,Bareland
1224,Wetland,Built-up,Wetland,Water,Wetland,Built-up
1225,Wetland,Built-up,Wetland,Water,Wetland,Water
1226,Wetland,Built-up,Wetland,Water,Wetland,Permanent_ice_and_snow
1227,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1228,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1229,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1230,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1231,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
1232,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1233,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
1234,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1235,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1236,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1237,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1238,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1239,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
1240,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland
1241,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1242,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1243,Wetland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1244,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1245,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1246,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1247,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1248,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1249,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1250,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1251,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water
1252,Wetland,Built-up,Built-up,Water,Non_Wetland,Wetland
1253,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
1254,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1255,Wetland,Built-up,Water,NULL,Water,Wetland
1256,Wetland,Built-up,Water,NULL,Water,Bareland
1257,Wetland,Built-up,Water,NULL,Water,Water
1258,Wetland,Built-up,Water,Non_Water,Water,Wetland
1259,Wetland,Built-up,Water,Water,Water,Wetland
1260,Wetland,Built-up,Water,Water,Water,Bareland
1261,Wetland,Built-up,Water,Water,Water,Water
1262,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1263,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1264,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1265,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1266,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1267,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1268,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1269,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1270,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1271,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1272,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1273,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1274,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1275,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1276,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1277,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1278,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1279,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1280,Wetland,Water,Grassland,Water,Non_Wetland,Water
1281,Wetland,Water,Wetland,NULL,NULL,Wetland
1282,Wetland,Water,Wetland,NULL,NULL,Bareland
1283,Wetland,Water,Wetland,NULL,NULL,Water
1284,Wetland,Water,Wetland,NULL,Wetland,Grassland
1285,Wetland,Water,Wetland,NULL,Wetland,Wetland
1286,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1287,Wetland,Water,Wetland,NULL,Wetland,Bareland
1288,Wetland,Water,Wetland,NULL,Wetland,Water
1289,Wetland,Water,Wetland,Non_Water,NULL,Wetland
1290,Wetland,Water,Wetland,Non_Water,NULL,Bareland
1291,Wetland,Water,Wetland,Non_Water,NULL,Water
1292,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1293,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1294,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1295,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1296,Wetland,Water,Wetland,Non_Water,Wetland,Water
1297,Wetland,Water,Wetland,Water,NULL,Wetland
1298,Wetland,Water,Wetland,Water,NULL,Bareland
1299,Wetland,Water,Wetland,Water,NULL,Water
1300,Wetland,Water,Wetland,Water,Wetland,Grassland
1301,Wetland,Water,Wetland,Water,Wetland,Wetland
1302,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1303,Wetland,Water,Wetland,Water,Wetland,Bareland
1304,Wetland,Water,Wetland,Water,Wetland,Water
1305,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1306,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1307,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1308,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1309,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1310,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1311,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1312,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1313,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1314,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1315,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1316,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1317,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1318,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1319,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1320,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1321,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1322,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1323,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1324,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1325,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1326,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1327,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1328,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1329,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1330,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1331,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1332,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1333,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1334,Wetland,Water,Bareland,Water,Non_Wetland,Water
1335,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1336,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1337,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1338,Wetland,Water,Built-up,NULL,Non_Wetland,Built-up
1339,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1340,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1341,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1342,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1343,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1344,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1345,Wetland,Water,Built-up,Water,Non_Wetland,Water
1346,Wetland,Water,Water,NULL,NULL,Wetland
1347,Wetland,Water,Water,NULL,NULL,Water
1348,Wetland,Water,Water,NULL,Water,Grassland
1349,Wetland,Water,Water,NULL,Water,Wetland
1350,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1351,Wetland,Water,Water,NULL,Water,Bareland
1352,Wetland,Water,Water,NULL,Water,Water
1353,Wetland,Water,Water,Non_Water,NULL,Wetland
1354,Wetland,Water,Water,Non_Water,NULL,Water
1355,Wetland,Water,Water,Non_Water,Water,Grassland
1356,Wetland,Water,Water,Non_Water,Water,Wetland
1357,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1358,Wetland,Water,Water,Non_Water,Water,Bareland
1359,Wetland,Water,Water,Non_Water,Water,Water
1360,Wetland,Water,Water,Water,NULL,Wetland
1361,Wetland,Water,Water,Water,NULL,Water
1362,Wetland,Water,Water,Water,Water,Grassland
1363,Wetland,Water,Water,Water,Water,Wetland
1364,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1365,Wetland,Water,Water,Water,Water,Bareland
1366,Wetland,Water,Water,Water,Water,Water
1367,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1368,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1369,Wetland,Water,Forest,Water,Non_Wetland,Water
1370,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1371,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1372,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1373,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1374,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1375,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1376,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1377,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1378,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1379,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1380,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1381,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1382,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1383,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1384,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1385,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1386,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
1387,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
1388,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1389,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1390,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1391,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1392,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1393,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1394,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1395,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1396,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1397,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1398,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1399,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1400,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1401,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1402,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1403,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1404,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1405,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1406,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1407,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1408,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1409,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1410,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1411,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1412,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1413,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1414,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1415,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1416,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1417,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1418,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1419,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1420,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1421,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1422,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1423,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1424,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1425,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1426,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1427,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1428,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1429,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1430,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1431,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1432,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1433,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1434,Wetland,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
1435,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1436,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1437,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Built-up
1438,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1439,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1440,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1441,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1442,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1443,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1444,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1445,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1446,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1447,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1448,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1449,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1450,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1451,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1452,Wetland,Forest,Wetland,NULL,Wetland,Water
1453,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1454,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1455,Wetland,Forest,Wetland,Water,Wetland,Wetland
1456,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1457,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1458,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1459,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1460,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1461,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1462,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1463,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1464,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1465,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1466,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1467,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
1468,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1469,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1470,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
1471,Wetland,Forest,Water,NULL,Water,Wetland
1472,Wetland,Forest,Water,NULL,Water,Water
1473,Wetland,Forest,Water,Non_Water,Water,Wetland
1474,Wetland,Forest,Water,Water,Water,Wetland
1475,Wetland,Forest,Water,Water,Water,Water
1476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1478,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1479,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1480,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1481,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1482,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1483,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1484,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1485,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1486,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1487,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1488,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1489,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1490,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1491,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1492,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1493,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1494,Bareland,NULL,Wetland,NULL,NULL,Wetland
1495,Bareland,NULL,Wetland,NULL,NULL,Bareland
1496,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1497,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1498,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1499,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1500,Bareland,NULL,Wetland,NULL,Wetland,Water
1501,Bareland,NULL,Wetland,NULL,Wetland,Forest
1502,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1503,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1504,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1505,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1506,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1507,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
1508,Bareland,NULL,Wetland,Water,Wetland,Grassland
1509,Bareland,NULL,Wetland,Water,Wetland,Wetland
1510,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1511,Bareland,NULL,Wetland,Water,Wetland,Bareland
1512,Bareland,NULL,Wetland,Water,Wetland,Water
1513,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1514,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1515,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1516,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1517,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1518,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1519,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1520,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1521,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1522,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1523,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1524,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1525,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1526,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1527,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1528,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1529,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1530,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1531,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1532,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1533,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1534,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1535,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1536,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1537,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1538,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1539,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1540,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1541,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1542,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1543,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1544,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1545,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1546,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1547,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1548,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1549,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1550,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1551,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1552,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1553,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1554,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1555,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1556,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1557,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1558,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1559,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1560,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1561,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
