Value,SIBERIA_2024_ESA_CALU_2024_42WXE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXE_M_R,SIBERIA_2024_WorldCover_2021_42WXE_M_R
1175,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1176,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1177,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1178,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1179,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1180,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1181,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1182,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1183,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1184,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1185,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1186,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1187,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1188,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1189,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1190,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1191,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1192,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1193,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1194,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1195,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1196,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
1197,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1198,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1199,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1200,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1201,Wetland,Wetland,Built-up,Water,Non_Wetland,Built-up
1202,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1203,Wetland,Wetland,Water,NULL,NULL,Wetland
1204,Wetland,Wetland,Water,NULL,Water,Grassland
1205,Wetland,Wetland,Water,NULL,Water,Wetland
1206,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1207,Wetland,Wetland,Water,NULL,Water,Bareland
1208,Wetland,Wetland,Water,NULL,Water,Water
1209,Wetland,Wetland,Water,Non_Water,Water,Grassland
1210,Wetland,Wetland,Water,Non_Water,Water,Wetland
1211,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1212,Wetland,Wetland,Water,Non_Water,Water,Water
1213,Wetland,Wetland,Water,Water,Water,Grassland
1214,Wetland,Wetland,Water,Water,Water,Wetland
1215,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1216,Wetland,Wetland,Water,Water,Water,Bareland
1217,Wetland,Wetland,Water,Water,Water,Water
1218,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1219,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1220,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1221,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1222,Wetland,Bareland,Wetland,NULL,Wetland,Water
1223,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1224,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1225,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1226,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1227,Wetland,Bareland,Wetland,Water,Wetland,Water
1228,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1229,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1230,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1231,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1232,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1233,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1234,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1235,Wetland,Bareland,Built-up,NULL,Non_Wetland,Water
1236,Wetland,Bareland,Built-up,Water,Non_Wetland,Bareland
1237,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1238,Wetland,Bareland,Water,Non_Water,Water,Water
1239,Wetland,Bareland,Water,Water,Water,Wetland
1240,Wetland,Bareland,Water,Water,Water,Lichens_and_Mosses
1241,Wetland,Bareland,Water,Water,Water,Bareland
1242,Wetland,Bareland,Water,Water,Water,Water
1243,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1244,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1245,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1246,Wetland,Built-up,Wetland,NULL,Wetland,Bareland
1247,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1248,Wetland,Built-up,Wetland,NULL,Wetland,Water
1249,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1250,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
1251,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland
1252,Wetland,Built-up,Wetland,Non_Water,Wetland,Built-up
1253,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1254,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1255,Wetland,Built-up,Wetland,Water,Wetland,Bareland
1256,Wetland,Built-up,Wetland,Water,Wetland,Built-up
1257,Wetland,Built-up,Wetland,Water,Wetland,Water
1258,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1259,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1260,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1261,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1262,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
1263,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1264,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1265,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
1266,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
1267,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1268,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1269,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1270,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1271,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1272,Wetland,Built-up,Bareland,Water,Non_Wetland,Wetland
1273,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1274,Wetland,Built-up,Bareland,Water,Non_Wetland,Water
1275,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1276,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1277,Wetland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1278,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1279,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1280,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1281,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1282,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1283,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1284,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1285,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water
1286,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1287,Wetland,Built-up,Built-up,Water,Non_Wetland,Wetland
1288,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
1289,Wetland,Built-up,Built-up,Water,Non_Wetland,Built-up
1290,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1291,Wetland,Built-up,Water,NULL,Water,Water
1292,Wetland,Built-up,Water,Non_Water,Water,Water
1293,Wetland,Built-up,Water,Water,Water,Wetland
1294,Wetland,Built-up,Water,Water,Water,Bareland
1295,Wetland,Built-up,Water,Water,Water,Built-up
1296,Wetland,Built-up,Water,Water,Water,Water
1297,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1298,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1299,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1300,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1301,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1302,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1303,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1304,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1305,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1306,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1307,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1308,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1309,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1310,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1311,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1312,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1313,Wetland,Water,Grassland,Water,Non_Wetland,Water
1314,Wetland,Water,Wetland,NULL,NULL,Water
1315,Wetland,Water,Wetland,NULL,Wetland,Grassland
1316,Wetland,Water,Wetland,NULL,Wetland,Wetland
1317,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1318,Wetland,Water,Wetland,NULL,Wetland,Water
1319,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1320,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1321,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1322,Wetland,Water,Wetland,Non_Water,Wetland,Water
1323,Wetland,Water,Wetland,Water,NULL,Water
1324,Wetland,Water,Wetland,Water,Wetland,Grassland
1325,Wetland,Water,Wetland,Water,Wetland,Wetland
1326,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1327,Wetland,Water,Wetland,Water,Wetland,Bareland
1328,Wetland,Water,Wetland,Water,Wetland,Water
1329,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1330,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1331,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1332,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1333,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1334,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1335,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1336,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1337,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1338,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1339,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1340,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1341,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1342,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1343,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1344,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1345,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1346,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1347,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1348,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1349,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1350,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1351,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1352,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1353,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1354,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1355,Wetland,Water,Bareland,Water,Non_Wetland,Water
1356,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1357,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1358,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1359,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1360,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1361,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1362,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1363,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1364,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1365,Wetland,Water,Built-up,Water,Non_Wetland,Water
1366,Wetland,Water,Water,NULL,NULL,Water
1367,Wetland,Water,Water,NULL,Water,Grassland
1368,Wetland,Water,Water,NULL,Water,Wetland
1369,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1370,Wetland,Water,Water,NULL,Water,Bareland
1371,Wetland,Water,Water,NULL,Water,Water
1372,Wetland,Water,Water,Non_Water,Water,Wetland
1373,Wetland,Water,Water,Non_Water,Water,Water
1374,Wetland,Water,Water,Water,NULL,Water
1375,Wetland,Water,Water,Water,Water,Grassland
1376,Wetland,Water,Water,Water,Water,Wetland
1377,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1378,Wetland,Water,Water,Water,Water,Bareland
1379,Wetland,Water,Water,Water,Water,Water
1380,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1381,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1382,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1383,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1384,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1385,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1386,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1387,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1388,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1389,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1390,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1391,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1392,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1393,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1394,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1395,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1396,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1397,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1398,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1399,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1400,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1401,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1402,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1403,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1404,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1405,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1406,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1407,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1408,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1409,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1410,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1411,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1412,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1413,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1414,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1415,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1416,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1417,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1418,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1419,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1420,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1421,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1422,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1423,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1424,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1425,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1426,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1427,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1428,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1429,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1430,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1431,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1432,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1433,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1434,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1435,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1436,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1437,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1438,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1439,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1440,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1441,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1442,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1443,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1444,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1445,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1446,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1447,Wetland,Forest,Wetland,NULL,Wetland,Water
1448,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1449,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1450,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1451,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1452,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1453,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1454,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1455,Wetland,Forest,Water,NULL,Water,Wetland
1456,Wetland,Forest,Water,Water,Water,Water
1457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1460,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1461,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1462,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1463,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1464,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1465,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1466,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1467,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1468,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1469,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1470,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1471,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1472,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1473,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1474,Bareland,NULL,Wetland,NULL,NULL,Bareland
1475,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1476,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1477,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1478,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1479,Bareland,NULL,Wetland,NULL,Wetland,Water
1480,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1481,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1482,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1483,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1484,Bareland,NULL,Wetland,Water,Wetland,Grassland
1485,Bareland,NULL,Wetland,Water,Wetland,Wetland
1486,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1487,Bareland,NULL,Wetland,Water,Wetland,Bareland
1488,Bareland,NULL,Wetland,Water,Wetland,Water
1489,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1490,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1491,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1492,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1493,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1494,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1495,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1496,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1497,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1498,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1499,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1500,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1501,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1502,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1503,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1504,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1505,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1506,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1507,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1508,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1509,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1510,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1511,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1512,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1513,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1514,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1515,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1516,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1517,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1518,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1519,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1520,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1521,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1522,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1523,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1524,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1525,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1526,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1527,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1528,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1529,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1530,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1531,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1532,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1533,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1534,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1535,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1536,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1537,Bareland,NULL,Water,NULL,Water,Grassland
1538,Bareland,NULL,Water,NULL,Water,Wetland
1539,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1540,Bareland,NULL,Water,NULL,Water,Bareland
1541,Bareland,NULL,Water,NULL,Water,Water
1542,Bareland,NULL,Water,Non_Water,Water,Wetland
1543,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1544,Bareland,NULL,Water,Non_Water,Water,Bareland
1545,Bareland,NULL,Water,Non_Water,Water,Water
1546,Bareland,NULL,Water,Water,Water,Wetland
1547,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1548,Bareland,NULL,Water,Water,Water,Bareland
1549,Bareland,NULL,Water,Water,Water,Water
1550,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1551,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1552,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1553,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1554,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1555,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1556,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1557,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1558,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1559,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
