Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
1196,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1197,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1198,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1199,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1200,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1201,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1202,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1203,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1204,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1205,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1206,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
1207,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1208,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1209,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1210,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1211,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1212,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1213,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1214,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1215,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1216,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1217,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1218,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1219,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1220,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1221,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1222,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1223,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1224,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1225,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1226,Shrubland,Forest,Wetland,NULL,Wetland,Water
1227,Shrubland,Forest,Wetland,Non_Water,Wetland,Water
1228,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1229,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1230,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1231,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1232,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1233,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1234,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1235,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1236,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1237,Shrubland,Forest,Water,Water,Water,Wetland
1238,Shrubland,Forest,Water,Water,Water,Water
1239,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1240,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1241,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1242,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1243,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1244,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1245,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1246,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1247,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1248,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1249,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1250,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1251,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1252,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1253,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1254,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1255,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1256,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1257,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1258,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1259,Wetland,NULL,Wetland,NULL,Wetland,Water
1260,Wetland,NULL,Wetland,NULL,Wetland,Forest
1261,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1262,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1263,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1264,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1265,Wetland,NULL,Wetland,Water,Wetland,Grassland
1266,Wetland,NULL,Wetland,Water,Wetland,Wetland
1267,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1268,Wetland,NULL,Wetland,Water,Wetland,Water
1269,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1270,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1271,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1272,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1273,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1274,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1275,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1276,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1277,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1278,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1279,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1280,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1281,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1282,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1283,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1284,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1285,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1286,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1287,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1288,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1289,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1290,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1291,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1292,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1293,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1294,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1295,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1296,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1297,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1298,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1299,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1300,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1301,Wetland,NULL,Water,NULL,Water,Grassland
1302,Wetland,NULL,Water,NULL,Water,Wetland
1303,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1304,Wetland,NULL,Water,NULL,Water,Water
1305,Wetland,NULL,Water,Non_Water,Water,Wetland
1306,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1307,Wetland,NULL,Water,Non_Water,Water,Water
1308,Wetland,NULL,Water,Water,Water,Grassland
1309,Wetland,NULL,Water,Water,Water,Wetland
1310,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1311,Wetland,NULL,Water,Water,Water,Water
1312,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1313,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1314,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1315,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1316,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1317,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1318,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1319,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1320,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1321,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1322,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1323,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1324,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1325,Wetland,NULL,Forest,Water,Non_Wetland,Water
1326,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1327,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1328,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1329,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1330,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1331,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1332,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1333,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1334,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1335,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1336,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1337,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1338,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1339,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1340,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1341,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1342,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1343,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1344,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1345,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1346,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1347,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1348,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1349,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1350,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1351,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1352,Wetland,Wetland,Wetland,NULL,NULL,Wetland
1353,Wetland,Wetland,Wetland,NULL,NULL,Water
1354,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1355,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1356,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1357,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1358,Wetland,Wetland,Wetland,NULL,Wetland,Water
1359,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1360,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
1361,Wetland,Wetland,Wetland,Non_Water,NULL,Water
1362,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1363,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1364,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1365,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1366,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1367,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1368,Wetland,Wetland,Wetland,Water,NULL,Wetland
1369,Wetland,Wetland,Wetland,Water,NULL,Water
1370,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1371,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1372,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1373,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1374,Wetland,Wetland,Wetland,Water,Wetland,Water
1375,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1376,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1377,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1378,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1379,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1380,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1381,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1382,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1383,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1384,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1385,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1386,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1387,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1388,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1389,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1390,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1391,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1392,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1393,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1394,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1395,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1396,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1397,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1398,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1399,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1400,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1401,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1402,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1403,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1404,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1405,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1406,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1407,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1408,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1409,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1410,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1411,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1412,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1413,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1414,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1415,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1416,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1417,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1418,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1419,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1420,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1421,Wetland,Wetland,Water,NULL,Water,Grassland
1422,Wetland,Wetland,Water,NULL,Water,Wetland
1423,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1424,Wetland,Wetland,Water,NULL,Water,Bareland
1425,Wetland,Wetland,Water,NULL,Water,Water
1426,Wetland,Wetland,Water,NULL,Water,Forest
1427,Wetland,Wetland,Water,Non_Water,NULL,Water
1428,Wetland,Wetland,Water,Non_Water,Water,Grassland
1429,Wetland,Wetland,Water,Non_Water,Water,Wetland
1430,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1431,Wetland,Wetland,Water,Non_Water,Water,Bareland
1432,Wetland,Wetland,Water,Non_Water,Water,Water
1433,Wetland,Wetland,Water,Water,NULL,Wetland
1434,Wetland,Wetland,Water,Water,NULL,Water
1435,Wetland,Wetland,Water,Water,Water,Grassland
1436,Wetland,Wetland,Water,Water,Water,Wetland
1437,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1438,Wetland,Wetland,Water,Water,Water,Bareland
1439,Wetland,Wetland,Water,Water,Water,Water
1440,Wetland,Wetland,Water,Water,Water,Forest
1441,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1442,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1443,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1444,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1445,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1446,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1447,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1448,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1449,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1450,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1451,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1452,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1453,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1454,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1455,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1456,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1457,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1458,Wetland,Bareland,Wetland,Water,Wetland,Water
1459,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1460,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1461,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1462,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1463,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1464,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1465,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1466,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1467,Wetland,Water,NULL,NULL,Non_Wetland,Water
1468,Wetland,Water,NULL,Water,Non_Wetland,Water
1469,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1470,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1471,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1472,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1473,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1474,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1475,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1476,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1477,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1478,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1479,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1480,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1481,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1482,Wetland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1483,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1484,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1485,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1486,Wetland,Water,Grassland,Water,Non_Wetland,Water
1487,Wetland,Water,Wetland,NULL,NULL,Wetland
1488,Wetland,Water,Wetland,NULL,NULL,Water
1489,Wetland,Water,Wetland,NULL,Wetland,Grassland
1490,Wetland,Water,Wetland,NULL,Wetland,Wetland
1491,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1492,Wetland,Water,Wetland,NULL,Wetland,Water
1493,Wetland,Water,Wetland,Non_Water,NULL,Wetland
1494,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1495,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1496,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1497,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1498,Wetland,Water,Wetland,Non_Water,Wetland,Water
1499,Wetland,Water,Wetland,Water,NULL,Water
1500,Wetland,Water,Wetland,Water,Wetland,Grassland
1501,Wetland,Water,Wetland,Water,Wetland,Wetland
1502,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1503,Wetland,Water,Wetland,Water,Wetland,Bareland
1504,Wetland,Water,Wetland,Water,Wetland,Water
1505,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1506,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1507,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1508,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1509,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1510,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1511,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1512,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1513,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1514,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1515,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1516,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1517,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1518,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1519,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1520,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1521,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1522,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1523,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1524,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1525,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1526,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1527,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1528,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1529,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1530,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1531,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1532,Wetland,Water,Bareland,Water,Non_Wetland,Water
1533,Wetland,Water,Water,NULL,NULL,Water
1534,Wetland,Water,Water,NULL,Water,Grassland
1535,Wetland,Water,Water,NULL,Water,Wetland
1536,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1537,Wetland,Water,Water,NULL,Water,Bareland
1538,Wetland,Water,Water,NULL,Water,Water
1539,Wetland,Water,Water,NULL,Water,Forest
1540,Wetland,Water,Water,Non_Water,Water,Grassland
1541,Wetland,Water,Water,Non_Water,Water,Wetland
1542,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1543,Wetland,Water,Water,Non_Water,Water,Bareland
1544,Wetland,Water,Water,Non_Water,Water,Water
1545,Wetland,Water,Water,Water,NULL,Wetland
1546,Wetland,Water,Water,Water,NULL,Water
1547,Wetland,Water,Water,Water,Water,Grassland
1548,Wetland,Water,Water,Water,Water,Wetland
1549,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1550,Wetland,Water,Water,Water,Water,Bareland
1551,Wetland,Water,Water,Water,Water,Water
1552,Wetland,Water,Water,Water,Water,Forest
1553,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1554,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1555,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1556,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1557,Wetland,Water,Forest,NULL,Non_Wetland,Water
1558,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1559,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1560,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1561,Wetland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1562,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1563,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1564,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1565,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1566,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1567,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1568,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1569,Wetland,Water,Forest,Water,Non_Wetland,Water
1570,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1571,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1572,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1573,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1574,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1575,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1576,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1577,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1578,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1579,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1580,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1581,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1582,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1583,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1584,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1585,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1586,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1587,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
