Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
1176,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1177,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1178,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1179,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1180,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1181,Wetland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1182,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1183,Wetland,NULL,Wetland,NULL,NULL,Grassland
1184,Wetland,NULL,Wetland,NULL,NULL,Wetland
1185,Wetland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1186,Wetland,NULL,Wetland,NULL,NULL,Water
1187,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1188,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1189,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1190,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1191,Wetland,NULL,Wetland,NULL,Wetland,Water
1192,Wetland,NULL,Wetland,Non_Water,NULL,Lichens_and_Mosses
1193,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1194,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1195,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1196,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1197,Wetland,NULL,Wetland,Water,NULL,Wetland
1198,Wetland,NULL,Wetland,Water,NULL,Water
1199,Wetland,NULL,Wetland,Water,Wetland,Grassland
1200,Wetland,NULL,Wetland,Water,Wetland,Wetland
1201,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1202,Wetland,NULL,Wetland,Water,Wetland,Bareland
1203,Wetland,NULL,Wetland,Water,Wetland,Water
1204,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1205,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1206,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1207,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1208,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1209,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1210,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1211,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1212,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1213,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1214,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1215,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1216,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1217,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1218,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1219,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1220,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1221,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1222,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1223,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1224,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1225,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1226,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1227,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1228,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1229,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1230,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1231,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1232,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1233,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1234,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1235,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1236,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1237,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1238,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1239,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1240,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1241,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1242,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1243,Wetland,NULL,Water,NULL,Water,Grassland
1244,Wetland,NULL,Water,NULL,Water,Wetland
1245,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1246,Wetland,NULL,Water,NULL,Water,Water
1247,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1248,Wetland,NULL,Water,Water,Water,Grassland
1249,Wetland,NULL,Water,Water,Water,Wetland
1250,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1251,Wetland,NULL,Water,Water,Water,Water
1252,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1253,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1254,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1255,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1256,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1257,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1258,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1259,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1260,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1261,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1262,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1263,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1264,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1265,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1266,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1267,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1268,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1269,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1270,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1271,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1272,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1273,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1274,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1275,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1276,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1277,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1278,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1279,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1280,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1281,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1282,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1283,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1284,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1285,Wetland,Wetland,Wetland,NULL,Wetland,Water
1286,Wetland,Wetland,Wetland,Non_Water,NULL,Water
1287,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1288,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1289,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1290,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1291,Wetland,Wetland,Wetland,Water,NULL,Wetland
1292,Wetland,Wetland,Wetland,Water,NULL,Water
1293,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1294,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1295,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1296,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1297,Wetland,Wetland,Wetland,Water,Wetland,Water
1298,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1299,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1300,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1301,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1302,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1303,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1304,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1305,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1306,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1307,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1308,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1309,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1310,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1311,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1312,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1313,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1314,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1315,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1316,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1317,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1318,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1319,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1320,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1321,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1322,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1323,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1324,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1325,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1326,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1327,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1328,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1329,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1330,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1331,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1332,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1333,Wetland,Wetland,Water,NULL,Water,Grassland
1334,Wetland,Wetland,Water,NULL,Water,Wetland
1335,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1336,Wetland,Wetland,Water,NULL,Water,Water
1337,Wetland,Wetland,Water,Non_Water,Water,Grassland
1338,Wetland,Wetland,Water,Non_Water,Water,Wetland
1339,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1340,Wetland,Wetland,Water,Non_Water,Water,Water
1341,Wetland,Wetland,Water,Water,NULL,Water
1342,Wetland,Wetland,Water,Water,Water,Grassland
1343,Wetland,Wetland,Water,Water,Water,Wetland
1344,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1345,Wetland,Wetland,Water,Water,Water,Bareland
1346,Wetland,Wetland,Water,Water,Water,Water
1347,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1348,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1349,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1350,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1351,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1352,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1353,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1354,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1355,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1356,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
1357,Wetland,Bareland,Wetland,NULL,Wetland,Water
1358,Wetland,Bareland,Wetland,Water,NULL,Water
1359,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1360,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1361,Wetland,Bareland,Wetland,Water,Wetland,Water
1362,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1363,Wetland,Bareland,Built-up,NULL,Non_Wetland,Water
1364,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1365,Wetland,Bareland,Water,Water,NULL,Water
1366,Wetland,Bareland,Water,Water,Water,Water
1367,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1368,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1369,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1370,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1371,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1372,Wetland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1373,Wetland,Built-up,Wetland,NULL,Wetland,Bareland
1374,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1375,Wetland,Built-up,Wetland,NULL,Wetland,Water
1376,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1377,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
1378,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland
1379,Wetland,Built-up,Wetland,Water,NULL,Bareland
1380,Wetland,Built-up,Wetland,Water,NULL,Water
1381,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1382,Wetland,Built-up,Wetland,Water,Wetland,Bareland
1383,Wetland,Built-up,Wetland,Water,Wetland,Water
1384,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1385,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1386,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1387,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1388,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
1389,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1390,Wetland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1391,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1392,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1393,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1394,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1395,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
1396,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1397,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1398,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1399,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1400,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1401,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1402,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1403,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1404,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1405,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1406,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1407,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1408,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1409,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1410,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1411,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1412,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1413,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1414,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1415,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1416,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1417,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1418,Wetland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1419,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1420,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1421,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1422,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1423,Wetland,Water,Grassland,Water,Non_Wetland,Water
1424,Wetland,Water,Wetland,NULL,NULL,Grassland
1425,Wetland,Water,Wetland,NULL,NULL,Wetland
1426,Wetland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1427,Wetland,Water,Wetland,NULL,NULL,Bareland
1428,Wetland,Water,Wetland,NULL,NULL,Water
1429,Wetland,Water,Wetland,NULL,Wetland,Grassland
1430,Wetland,Water,Wetland,NULL,Wetland,Wetland
1431,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1432,Wetland,Water,Wetland,NULL,Wetland,Bareland
1433,Wetland,Water,Wetland,NULL,Wetland,Water
1434,Wetland,Water,Wetland,Non_Water,NULL,Bareland
1435,Wetland,Water,Wetland,Non_Water,NULL,Water
1436,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1437,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1438,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1439,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1440,Wetland,Water,Wetland,Non_Water,Wetland,Water
1441,Wetland,Water,Wetland,Water,NULL,Grassland
1442,Wetland,Water,Wetland,Water,NULL,Wetland
1443,Wetland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1444,Wetland,Water,Wetland,Water,NULL,Bareland
1445,Wetland,Water,Wetland,Water,NULL,Water
1446,Wetland,Water,Wetland,Water,Wetland,Grassland
1447,Wetland,Water,Wetland,Water,Wetland,Wetland
1448,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1449,Wetland,Water,Wetland,Water,Wetland,Bareland
1450,Wetland,Water,Wetland,Water,Wetland,Water
1451,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1452,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1453,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1454,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1455,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1456,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1457,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1458,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1459,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1460,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1461,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1462,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1463,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1464,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1465,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1466,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1467,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1468,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1469,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1470,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1471,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1472,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1473,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1474,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1475,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1476,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1477,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1478,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1479,Wetland,Water,Bareland,Water,Non_Wetland,Water
1480,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1481,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1482,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1483,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1484,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1485,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1486,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1487,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1488,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1489,Wetland,Water,Built-up,Water,Non_Wetland,Water
1490,Wetland,Water,Water,NULL,NULL,Bareland
1491,Wetland,Water,Water,NULL,Water,Grassland
1492,Wetland,Water,Water,NULL,Water,Wetland
1493,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1494,Wetland,Water,Water,NULL,Water,Bareland
1495,Wetland,Water,Water,NULL,Water,Water
1496,Wetland,Water,Water,Non_Water,Water,Grassland
1497,Wetland,Water,Water,Non_Water,Water,Wetland
1498,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1499,Wetland,Water,Water,Non_Water,Water,Water
1500,Wetland,Water,Water,Water,NULL,Wetland
1501,Wetland,Water,Water,Water,NULL,Bareland
1502,Wetland,Water,Water,Water,NULL,Water
1503,Wetland,Water,Water,Water,Water,Grassland
1504,Wetland,Water,Water,Water,Water,Wetland
1505,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1506,Wetland,Water,Water,Water,Water,Bareland
1507,Wetland,Water,Water,Water,Water,Water
1508,Wetland,Water,Water,Water,Water,Forest
1509,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1510,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1511,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1512,Wetland,Water,Forest,NULL,Non_Wetland,Water
1513,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1514,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1515,Wetland,Water,Forest,Water,Non_Wetland,Water
1516,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1517,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1518,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1519,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1520,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1521,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1522,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1523,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1524,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1525,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1526,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1527,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1528,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
1529,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1530,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1531,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1532,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1533,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1534,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1535,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1536,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1537,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1538,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1539,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1540,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1541,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1542,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1543,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1544,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1545,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
1546,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1547,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1548,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1549,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1550,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
1551,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1552,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1553,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1554,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1555,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1556,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1557,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1558,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1559,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1560,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1561,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1562,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1563,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1564,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
