Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
1182,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1183,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1184,Wetland,NULL,Wetland,NULL,Wetland,Water
1185,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1186,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1187,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1188,Wetland,NULL,Wetland,Water,NULL,Wetland
1189,Wetland,NULL,Wetland,Water,Wetland,Grassland
1190,Wetland,NULL,Wetland,Water,Wetland,Wetland
1191,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1192,Wetland,NULL,Wetland,Water,Wetland,Bareland
1193,Wetland,NULL,Wetland,Water,Wetland,Water
1194,Wetland,NULL,Wetland,Water,Wetland,Permanent_ice_and_snow
1195,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1196,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1197,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1198,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1199,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1200,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1201,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1202,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1203,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1204,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1205,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1206,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1207,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1208,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1209,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1210,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1211,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1212,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1213,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1214,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1215,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1216,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1217,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1218,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1219,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1220,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1221,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1222,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1223,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1224,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1225,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1226,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1227,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1228,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1229,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1230,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1231,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1232,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1233,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1234,Wetland,NULL,Water,NULL,Water,Grassland
1235,Wetland,NULL,Water,NULL,Water,Wetland
1236,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1237,Wetland,NULL,Water,NULL,Water,Bareland
1238,Wetland,NULL,Water,NULL,Water,Water
1239,Wetland,NULL,Water,Non_Water,Water,Grassland
1240,Wetland,NULL,Water,Non_Water,Water,Wetland
1241,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1242,Wetland,NULL,Water,Non_Water,Water,Water
1243,Wetland,NULL,Water,Water,NULL,Water
1244,Wetland,NULL,Water,Water,Water,Grassland
1245,Wetland,NULL,Water,Water,Water,Wetland
1246,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1247,Wetland,NULL,Water,Water,Water,Water
1248,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1249,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1250,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1251,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1252,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1253,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1254,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1255,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1256,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1257,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1258,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1259,Wetland,NULL,Forest,Water,Non_Wetland,Water
1260,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1261,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1262,Wetland,Cropland,Wetland,Water,Wetland,Water
1263,Wetland,Cropland,Water,Water,Water,Wetland
1264,Wetland,Cropland,Water,Water,Water,Water
1265,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1266,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1267,Wetland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1268,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
1269,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1270,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1271,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1272,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1273,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
1274,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1275,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1276,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1277,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1278,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1279,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1280,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1281,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1282,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1283,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1284,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1285,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1286,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1287,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1288,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1289,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1290,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1291,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1292,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1293,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1294,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1295,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1296,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1297,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1298,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1299,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1300,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1301,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1302,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1303,Wetland,Wetland,Wetland,NULL,NULL,Wetland
1304,Wetland,Wetland,Wetland,NULL,NULL,Water
1305,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1306,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1307,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1308,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1309,Wetland,Wetland,Wetland,NULL,Wetland,Water
1310,Wetland,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1311,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1312,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
1313,Wetland,Wetland,Wetland,Non_Water,NULL,Water
1314,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1315,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1316,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1317,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1318,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1319,Wetland,Wetland,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
1320,Wetland,Wetland,Wetland,Water,NULL,Wetland
1321,Wetland,Wetland,Wetland,Water,NULL,Water
1322,Wetland,Wetland,Wetland,Water,NULL,Permanent_ice_and_snow
1323,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1324,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1325,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1326,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1327,Wetland,Wetland,Wetland,Water,Wetland,Water
1328,Wetland,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
1329,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1330,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1331,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1332,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1333,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1334,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
1335,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1336,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1337,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1338,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1339,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1340,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1341,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1342,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1343,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1344,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1345,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1346,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Permanent_ice_and_snow
1347,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1348,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1349,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1350,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1351,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1352,Wetland,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1353,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1354,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1355,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1356,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1357,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1358,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1359,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1360,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1361,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1362,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1363,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1364,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1365,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1366,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1367,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1368,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1369,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1370,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1371,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1372,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1373,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1374,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1375,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1376,Wetland,Wetland,Water,NULL,NULL,Wetland
1377,Wetland,Wetland,Water,NULL,NULL,Bareland
1378,Wetland,Wetland,Water,NULL,NULL,Water
1379,Wetland,Wetland,Water,NULL,Water,Grassland
1380,Wetland,Wetland,Water,NULL,Water,Wetland
1381,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1382,Wetland,Wetland,Water,NULL,Water,Bareland
1383,Wetland,Wetland,Water,NULL,Water,Water
1384,Wetland,Wetland,Water,NULL,Water,Permanent_ice_and_snow
1385,Wetland,Wetland,Water,Non_Water,NULL,Wetland
1386,Wetland,Wetland,Water,Non_Water,Water,Grassland
1387,Wetland,Wetland,Water,Non_Water,Water,Wetland
1388,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1389,Wetland,Wetland,Water,Non_Water,Water,Bareland
1390,Wetland,Wetland,Water,Non_Water,Water,Water
1391,Wetland,Wetland,Water,Water,NULL,Grassland
1392,Wetland,Wetland,Water,Water,NULL,Wetland
1393,Wetland,Wetland,Water,Water,NULL,Bareland
1394,Wetland,Wetland,Water,Water,NULL,Water
1395,Wetland,Wetland,Water,Water,Water,Grassland
1396,Wetland,Wetland,Water,Water,Water,Wetland
1397,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1398,Wetland,Wetland,Water,Water,Water,Bareland
1399,Wetland,Wetland,Water,Water,Water,Water
1400,Wetland,Wetland,Water,Water,Water,Permanent_ice_and_snow
1401,Wetland,Wetland,Water,Water,Water,Forest
1402,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1403,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1404,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1405,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1406,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1407,Wetland,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1408,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1409,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1410,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1411,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1412,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1413,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1414,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1415,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1416,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1417,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1418,Wetland,Wetland,Forest,Water,Non_Wetland,Permanent_ice_and_snow
1419,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
1420,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1421,Wetland,Bareland,Wetland,NULL,Wetland,Water
1422,Wetland,Bareland,Wetland,Non_Water,Wetland,Grassland
1423,Wetland,Bareland,Wetland,Water,NULL,Water
1424,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1425,Wetland,Bareland,Wetland,Water,Wetland,Water
1426,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1427,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1428,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1429,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1430,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1431,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1432,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1433,Wetland,Bareland,Water,NULL,Water,Wetland
1434,Wetland,Bareland,Water,NULL,Water,Water
1435,Wetland,Bareland,Water,Water,NULL,Bareland
1436,Wetland,Bareland,Water,Water,NULL,Water
1437,Wetland,Bareland,Water,Water,Water,Bareland
1438,Wetland,Bareland,Water,Water,Water,Water
1439,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Water
1440,Wetland,Bareland,Forest,Water,Non_Wetland,Wetland
1441,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland
1442,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1443,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1444,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1445,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1446,Wetland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1447,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1448,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1449,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1450,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1451,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1452,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1453,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1454,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1455,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1456,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1457,Wetland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1458,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1459,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1460,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1461,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1462,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1463,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1464,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1465,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1466,Wetland,Water,NULL,NULL,Non_Wetland,Water
1467,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1468,Wetland,Water,NULL,Non_Water,Non_Wetland,Water
1469,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1470,Wetland,Water,NULL,Water,Non_Wetland,Water
1471,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1472,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1473,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1474,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1475,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1476,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1477,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1478,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1479,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1480,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1481,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1482,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1483,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1484,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1485,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1486,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1487,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1488,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1489,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1490,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1491,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1492,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1493,Wetland,Water,Grassland,Water,Non_Wetland,Water
1494,Wetland,Water,Wetland,NULL,NULL,Wetland
1495,Wetland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1496,Wetland,Water,Wetland,NULL,NULL,Bareland
1497,Wetland,Water,Wetland,NULL,NULL,Water
1498,Wetland,Water,Wetland,NULL,Wetland,Grassland
1499,Wetland,Water,Wetland,NULL,Wetland,Wetland
1500,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1501,Wetland,Water,Wetland,NULL,Wetland,Bareland
1502,Wetland,Water,Wetland,NULL,Wetland,Water
1503,Wetland,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
1504,Wetland,Water,Wetland,NULL,Wetland,Forest
1505,Wetland,Water,Wetland,Non_Water,NULL,Wetland
1506,Wetland,Water,Wetland,Non_Water,NULL,Water
1507,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1508,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1509,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1510,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1511,Wetland,Water,Wetland,Non_Water,Wetland,Water
1512,Wetland,Water,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
1513,Wetland,Water,Wetland,Water,NULL,Wetland
1514,Wetland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1515,Wetland,Water,Wetland,Water,NULL,Bareland
1516,Wetland,Water,Wetland,Water,NULL,Water
1517,Wetland,Water,Wetland,Water,Wetland,Grassland
1518,Wetland,Water,Wetland,Water,Wetland,Wetland
1519,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1520,Wetland,Water,Wetland,Water,Wetland,Bareland
1521,Wetland,Water,Wetland,Water,Wetland,Water
1522,Wetland,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
1523,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1524,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1525,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1526,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1527,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1528,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1529,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1530,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1531,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1532,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1533,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1534,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1535,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1536,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1537,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1538,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1539,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1540,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1541,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1542,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1543,Wetland,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1544,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1545,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1546,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1547,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1548,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1549,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1550,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1551,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1552,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1553,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1554,Wetland,Water,Bareland,Water,Non_Wetland,Water
1555,Wetland,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1556,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1557,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1558,Wetland,Water,Built-up,Water,Non_Wetland,Water
1559,Wetland,Water,Water,NULL,NULL,Wetland
1560,Wetland,Water,Water,NULL,NULL,Lichens_and_Mosses
1561,Wetland,Water,Water,NULL,NULL,Bareland
1562,Wetland,Water,Water,NULL,NULL,Water
1563,Wetland,Water,Water,NULL,Water,Grassland
1564,Wetland,Water,Water,NULL,Water,Wetland
1565,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1566,Wetland,Water,Water,NULL,Water,Bareland
1567,Wetland,Water,Water,NULL,Water,Water
1568,Wetland,Water,Water,NULL,Water,Forest
1569,Wetland,Water,Water,Non_Water,NULL,Wetland
1570,Wetland,Water,Water,Non_Water,NULL,Water
1571,Wetland,Water,Water,Non_Water,Water,Grassland
1572,Wetland,Water,Water,Non_Water,Water,Wetland
1573,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1574,Wetland,Water,Water,Non_Water,Water,Bareland
1575,Wetland,Water,Water,Non_Water,Water,Water
1576,Wetland,Water,Water,Water,NULL,Wetland
1577,Wetland,Water,Water,Water,NULL,Lichens_and_Mosses
1578,Wetland,Water,Water,Water,NULL,Bareland
1579,Wetland,Water,Water,Water,NULL,Water
1580,Wetland,Water,Water,Water,NULL,Permanent_ice_and_snow
1581,Wetland,Water,Water,Water,Water,Grassland
1582,Wetland,Water,Water,Water,Water,Wetland
