Value,SIBERIA_2024_ESA_CALU_2024_45XVB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVB_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVB_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVB_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVB_M_R,SIBERIA_2024_WorldCover_2021_45XVB_M_R
1188,Bareland,NULL,Wetland,Water,NULL,Water
1189,Bareland,NULL,Wetland,Water,Wetland,Wetland
1190,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1191,Bareland,NULL,Wetland,Water,Wetland,Bareland
1192,Bareland,NULL,Wetland,Water,Wetland,Water
1193,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1194,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1195,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1196,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1197,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1198,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1199,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1200,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1201,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1202,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1203,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1204,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1205,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1206,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1207,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1208,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1209,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1210,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1211,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1212,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1213,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1214,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1215,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1216,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1217,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1218,Bareland,NULL,Water,NULL,NULL,Water
1219,Bareland,NULL,Water,NULL,Water,Grassland
1220,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1221,Bareland,NULL,Water,Water,NULL,Water
1222,Bareland,NULL,Water,Water,Water,Water
1223,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1224,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
1225,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1226,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1227,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1228,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1229,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1230,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1231,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1232,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1233,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1234,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1235,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1236,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1237,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1238,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1239,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1240,Bareland,Wetland,Wetland,NULL,NULL,Wetland
1241,Bareland,Wetland,Wetland,NULL,NULL,Water
1242,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1243,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1244,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1245,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1246,Bareland,Wetland,Wetland,NULL,Wetland,Water
1247,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1248,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1249,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1250,Bareland,Wetland,Wetland,Water,NULL,Wetland
1251,Bareland,Wetland,Wetland,Water,NULL,Water
1252,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1253,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1254,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1255,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1256,Bareland,Wetland,Wetland,Water,Wetland,Water
1257,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1258,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1259,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1260,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1261,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1262,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1263,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1264,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1265,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1266,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1267,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1268,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1269,Bareland,Wetland,Water,NULL,Water,Wetland
1270,Bareland,Wetland,Water,NULL,Water,Water
1271,Bareland,Wetland,Water,Water,NULL,Water
1272,Bareland,Wetland,Water,Water,Water,Wetland
1273,Bareland,Wetland,Water,Water,Water,Water
1274,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1275,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1277,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1278,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1279,Bareland,Bareland,Wetland,NULL,NULL,Grassland
1280,Bareland,Bareland,Wetland,NULL,NULL,Water
1281,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1282,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1283,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1284,Bareland,Bareland,Wetland,NULL,Wetland,Water
1285,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1286,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1287,Bareland,Bareland,Wetland,Water,NULL,Water
1288,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1289,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1290,Bareland,Bareland,Wetland,Water,Wetland,Water
1291,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1292,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1293,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1294,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1295,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1296,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1297,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1298,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1300,Bareland,Bareland,Water,Non_Water,NULL,Grassland
1301,Bareland,Bareland,Water,Water,Water,Water
1302,Bareland,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1303,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1304,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1305,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1306,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1307,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1308,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1309,Bareland,Water,Wetland,NULL,NULL,Water
1310,Bareland,Water,Wetland,NULL,Wetland,Grassland
1311,Bareland,Water,Wetland,NULL,Wetland,Wetland
1312,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1313,Bareland,Water,Wetland,NULL,Wetland,Water
1314,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1315,Bareland,Water,Wetland,Non_Water,Wetland,Water
1316,Bareland,Water,Wetland,Water,NULL,Wetland
1317,Bareland,Water,Wetland,Water,NULL,Water
1318,Bareland,Water,Wetland,Water,Wetland,Wetland
1319,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1320,Bareland,Water,Wetland,Water,Wetland,Bareland
1321,Bareland,Water,Wetland,Water,Wetland,Water
1322,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1323,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1324,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1325,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1326,Bareland,Water,Water,NULL,Water,Water
1327,Bareland,Water,Water,Non_Water,Water,Water
1328,Bareland,Water,Water,Water,NULL,Water
1329,Bareland,Water,Water,Water,Water,Wetland
1330,Bareland,Water,Water,Water,Water,Water
1331,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1332,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1333,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1334,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1335,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1336,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1337,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1338,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1339,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1340,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1341,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1342,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1343,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1344,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1345,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1346,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1347,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1348,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1349,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1350,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1351,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1352,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1353,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
1354,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1355,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1356,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1357,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1358,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1359,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1360,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1361,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1362,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1363,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1364,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1365,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1366,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1367,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1368,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1369,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1370,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1371,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1372,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1373,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1374,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1375,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1376,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1377,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1378,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1379,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1380,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1381,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1382,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1383,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1384,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1385,Bareland,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
1386,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1387,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Bareland
1388,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1389,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1390,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1391,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
1392,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1393,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
1394,Bareland,Forest,Wetland,Water,Wetland,Wetland
1395,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1396,Water,NULL,Wetland,NULL,Wetland,Water
1397,Water,NULL,Wetland,Non_Water,Wetland,Water
1398,Water,NULL,Wetland,Water,Wetland,Water
1399,Water,NULL,Water,Water,Water,Water
1400,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1401,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1402,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1403,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1404,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1405,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1406,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1407,Water,Wetland,Wetland,NULL,Wetland,Water
1408,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1409,Water,Wetland,Wetland,Non_Water,Wetland,Water
1410,Water,Wetland,Wetland,Water,Wetland,Wetland
1411,Water,Wetland,Wetland,Water,Wetland,Water
1412,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1413,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1414,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1415,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1416,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1417,Water,Wetland,Water,NULL,Water,Wetland
1418,Water,Wetland,Water,NULL,Water,Water
1419,Water,Wetland,Water,Non_Water,Water,Water
1420,Water,Wetland,Water,Water,NULL,Water
1421,Water,Wetland,Water,Water,Water,Wetland
1422,Water,Wetland,Water,Water,Water,Water
1423,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1424,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1425,Water,Bareland,Wetland,NULL,NULL,Water
1426,Water,Bareland,Wetland,NULL,Wetland,Water
1427,Water,Bareland,Wetland,Non_Water,Wetland,Water
1428,Water,Bareland,Wetland,Water,Wetland,Water
1429,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1430,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1431,Water,Bareland,Water,NULL,Water,Water
1432,Water,Bareland,Water,Water,Water,Water
1433,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1434,Water,Water,Shrubland,NULL,Non_Wetland,Water
1435,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1436,Water,Water,Shrubland,Water,Non_Wetland,Water
1437,Water,Water,Grassland,NULL,Non_Wetland,Water
1438,Water,Water,Grassland,Water,Non_Wetland,Water
1439,Water,Water,Wetland,NULL,NULL,Water
1440,Water,Water,Wetland,NULL,Wetland,Bareland
1441,Water,Water,Wetland,NULL,Wetland,Water
1442,Water,Water,Wetland,Non_Water,NULL,Bareland
1443,Water,Water,Wetland,Non_Water,NULL,Water
1444,Water,Water,Wetland,Non_Water,Wetland,Water
1445,Water,Water,Wetland,Water,NULL,Water
1446,Water,Water,Wetland,Water,Wetland,Wetland
1447,Water,Water,Wetland,Water,Wetland,Water
1448,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1449,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1450,Water,Water,Bareland,NULL,Non_Wetland,Water
1451,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1452,Water,Water,Bareland,Water,Non_Wetland,Water
1453,Water,Water,Water,NULL,NULL,Water
1454,Water,Water,Water,NULL,Water,Water
1455,Water,Water,Water,Non_Water,NULL,Water
1456,Water,Water,Water,Non_Water,Water,Water
1457,Water,Water,Water,Water,NULL,Water
1458,Water,Water,Water,Water,Water,Wetland
1459,Water,Water,Water,Water,Water,Water
1460,Water,Water,Forest,Water,Non_Wetland,Water
1461,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1462,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1463,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1464,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1465,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1466,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1467,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1468,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water
1469,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Water
1470,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1471,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1472,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1473,Permanent_ice_and_snow,Water,Water,Non_Water,NULL,Lichens_and_Mosses
1474,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland
1475,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1476,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
1477,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1478,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1479,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1480,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1481,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
1482,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1483,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1484,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1485,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1486,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1487,Forest,NULL,Wetland,NULL,Wetland,Wetland
1488,Forest,NULL,Wetland,Water,Wetland,Wetland
1489,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1490,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1491,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1492,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1493,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1494,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1495,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1496,Forest,Wetland,Wetland,Water,Wetland,Wetland
1497,Forest,Forest,Wetland,NULL,Wetland,Wetland
1498,Forest,Forest,Wetland,Water,Wetland,Wetland
