Value,SIBERIA_2024_ESA_CALU_2024_43WDN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,SIBERIA_2024_WorldCover_2021_43WDN_M_R
1214,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1215,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1216,Wetland,NULL,Wetland,Water,Wetland,Grassland
1217,Wetland,NULL,Wetland,Water,Wetland,Wetland
1218,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1219,Wetland,NULL,Wetland,Water,Wetland,Water
1220,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1221,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1222,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1223,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1224,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1225,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1226,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1227,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1228,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1229,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1230,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1231,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1232,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1233,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1234,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1235,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1236,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1237,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1238,Wetland,NULL,Water,NULL,Water,Grassland
1239,Wetland,NULL,Water,NULL,Water,Wetland
1240,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1241,Wetland,NULL,Water,NULL,Water,Forest
1242,Wetland,NULL,Water,Non_Water,Water,Wetland
1243,Wetland,NULL,Water,Water,Water,Grassland
1244,Wetland,NULL,Water,Water,Water,Wetland
1245,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1246,Wetland,NULL,Water,Water,Water,Water
1247,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1248,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1249,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1250,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1251,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1252,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1253,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1254,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1255,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1256,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1257,Wetland,NULL,Forest,Water,Non_Wetland,Water
1258,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1259,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1260,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1261,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1262,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1263,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1264,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1265,Wetland,Wetland,Wetland,NULL,Wetland,Water
1266,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1267,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1268,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1269,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1270,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1271,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1272,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1273,Wetland,Wetland,Wetland,Water,Wetland,Water
1274,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1275,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1276,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1277,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1278,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1279,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1280,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1281,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1282,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1283,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1284,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1285,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1286,Wetland,Wetland,Water,NULL,Water,Grassland
1287,Wetland,Wetland,Water,NULL,Water,Wetland
1288,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1289,Wetland,Wetland,Water,NULL,Water,Water
1290,Wetland,Wetland,Water,Non_Water,Water,Wetland
1291,Wetland,Wetland,Water,Non_Water,Water,Water
1292,Wetland,Wetland,Water,Water,Water,Grassland
1293,Wetland,Wetland,Water,Water,Water,Wetland
1294,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1295,Wetland,Wetland,Water,Water,Water,Water
1296,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1297,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1298,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1299,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1300,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1301,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1302,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1303,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1304,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1305,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1306,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1307,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1308,Wetland,Water,Wetland,NULL,Wetland,Grassland
1309,Wetland,Water,Wetland,NULL,Wetland,Wetland
1310,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1311,Wetland,Water,Wetland,NULL,Wetland,Water
1312,Wetland,Water,Wetland,NULL,Wetland,Forest
1313,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1314,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1315,Wetland,Water,Wetland,Non_Water,Wetland,Water
1316,Wetland,Water,Wetland,Water,Wetland,Grassland
1317,Wetland,Water,Wetland,Water,Wetland,Wetland
1318,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1319,Wetland,Water,Wetland,Water,Wetland,Water
1320,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1321,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1322,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1323,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1324,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1325,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1326,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1327,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1328,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1329,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1330,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1331,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1332,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1333,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1334,Wetland,Water,Bareland,Water,Non_Wetland,Water
1335,Wetland,Water,Water,NULL,Water,Grassland
1336,Wetland,Water,Water,NULL,Water,Wetland
1337,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1338,Wetland,Water,Water,NULL,Water,Water
1339,Wetland,Water,Water,NULL,Water,Forest
1340,Wetland,Water,Water,Non_Water,Water,Grassland
1341,Wetland,Water,Water,Non_Water,Water,Wetland
1342,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1343,Wetland,Water,Water,Non_Water,Water,Water
1344,Wetland,Water,Water,Non_Water,Water,Forest
1345,Wetland,Water,Water,Water,Water,Grassland
1346,Wetland,Water,Water,Water,Water,Wetland
1347,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1348,Wetland,Water,Water,Water,Water,Water
1349,Wetland,Water,Water,Water,Water,Forest
1350,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1351,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1352,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1353,Wetland,Water,Forest,NULL,Non_Wetland,Water
1354,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1355,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1356,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1357,Wetland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1358,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1359,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1360,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1361,Wetland,Water,Forest,Water,Non_Wetland,Water
1362,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1363,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1364,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1365,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1366,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1367,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1368,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1369,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1370,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1371,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1372,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1373,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1374,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1375,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1376,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1377,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1378,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1379,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1380,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1381,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1382,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1383,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1384,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1385,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1386,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1387,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1388,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1389,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1390,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1391,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1392,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1393,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1394,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1395,Wetland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1396,Wetland,Forest,Wetland,NULL,Wetland,Bareland
1397,Wetland,Forest,Wetland,NULL,Wetland,Water
1398,Wetland,Forest,Wetland,NULL,Wetland,Forest
1399,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1400,Wetland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1401,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
1402,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1403,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1404,Wetland,Forest,Wetland,Water,Wetland,Grassland
1405,Wetland,Forest,Wetland,Water,Wetland,Wetland
1406,Wetland,Forest,Wetland,Water,Wetland,Forest
1407,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1408,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1409,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1410,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1411,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1412,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1413,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1414,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1415,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1416,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1417,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1418,Wetland,Forest,Bareland,Water,Non_Wetland,Bareland
1419,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
1420,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1421,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1422,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1423,Wetland,Forest,Water,NULL,Water,Water
1424,Wetland,Forest,Water,NULL,Water,Forest
1425,Wetland,Forest,Water,Water,Water,Water
1426,Wetland,Forest,Water,Water,Water,Forest
1427,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1428,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1429,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1430,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1431,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1432,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1433,Wetland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1434,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1435,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1436,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1437,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
1438,Wetland,Forest,Forest,Water,Non_Wetland,Water
1439,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1443,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1444,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1445,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1446,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1447,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1448,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1449,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1450,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1451,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1452,Bareland,NULL,Wetland,NULL,Wetland,Water
1453,Bareland,NULL,Wetland,NULL,Wetland,Forest
1454,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1455,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1456,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1457,Bareland,NULL,Wetland,Water,Wetland,Grassland
1458,Bareland,NULL,Wetland,Water,Wetland,Wetland
1459,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1460,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1461,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1462,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1463,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1464,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1465,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1466,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1467,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1468,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1469,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1470,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1471,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1472,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1473,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1474,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1475,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1476,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1477,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1478,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1479,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1480,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1481,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1482,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1483,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1484,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1485,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1486,Bareland,NULL,Water,NULL,Water,Grassland
1487,Bareland,NULL,Water,NULL,Water,Wetland
1488,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1489,Bareland,NULL,Water,NULL,Water,Water
1490,Bareland,NULL,Water,Non_Water,Water,Wetland
1491,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1492,Bareland,NULL,Water,Water,Water,Grassland
1493,Bareland,NULL,Water,Water,Water,Wetland
1494,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1495,Bareland,NULL,Water,Water,Water,Water
1496,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1497,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1498,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1499,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1500,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1501,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1502,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1503,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1504,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1505,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1506,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
1507,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1508,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1509,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1510,Bareland,Wetland,Wetland,NULL,Wetland,Water
1511,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1512,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1513,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1514,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1515,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1516,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1517,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1518,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1519,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1520,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1521,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
1522,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1523,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1524,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1525,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1526,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1527,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1528,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1529,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1530,Bareland,Wetland,Water,NULL,Water,Grassland
1531,Bareland,Wetland,Water,NULL,Water,Wetland
1532,Bareland,Wetland,Water,Non_Water,Water,Wetland
1533,Bareland,Wetland,Water,Water,Water,Wetland
1534,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1535,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1536,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1537,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1538,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1539,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1540,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1541,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1542,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1543,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1544,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1545,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1546,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1547,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1548,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1549,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1550,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1551,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1552,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1553,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1554,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1555,Bareland,Water,Wetland,NULL,Wetland,Grassland
1556,Bareland,Water,Wetland,NULL,Wetland,Wetland
1557,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1558,Bareland,Water,Wetland,NULL,Wetland,Bareland
1559,Bareland,Water,Wetland,NULL,Wetland,Water
1560,Bareland,Water,Wetland,NULL,Wetland,Forest
1561,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1562,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1563,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1564,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1565,Bareland,Water,Wetland,Non_Water,Wetland,Water
1566,Bareland,Water,Wetland,Water,Wetland,Wetland
1567,Bareland,Water,Wetland,Water,Wetland,Bareland
1568,Bareland,Water,Wetland,Water,Wetland,Water
1569,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1570,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1571,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1572,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1573,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1574,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1575,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1576,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1577,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1578,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1579,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1580,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1581,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1582,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1583,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1584,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1585,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1586,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1587,Bareland,Water,Bareland,Water,Non_Wetland,Water
1588,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1589,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1590,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1591,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1592,Bareland,Water,Water,NULL,Water,Grassland
1593,Bareland,Water,Water,NULL,Water,Wetland
1594,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
1595,Bareland,Water,Water,NULL,Water,Bareland
1596,Bareland,Water,Water,NULL,Water,Water
1597,Bareland,Water,Water,NULL,Water,Forest
1598,Bareland,Water,Water,Non_Water,Water,Wetland
1599,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1600,Bareland,Water,Water,Water,Water,Wetland
1601,Bareland,Water,Water,Water,Water,Water
1602,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1603,Bareland,Water,Forest,NULL,Non_Wetland,Water
1604,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1605,Bareland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1606,Bareland,Water,Forest,Water,Non_Wetland,Water
1607,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1608,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1609,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1610,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1611,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1612,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1613,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1614,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1615,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
