Value,SIBERIA_2024_ESA_CALU_2024_45XWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWC_M_R,SIBERIA_2024_WorldCover_2021_45XWC_M_R
1202,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1203,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1204,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1205,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1206,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1207,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1208,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1209,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1210,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1211,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1212,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1213,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1214,Wetland,Water,Bareland,Water,Non_Wetland,Water
1215,Wetland,Water,Water,NULL,NULL,Wetland
1216,Wetland,Water,Water,NULL,NULL,Bareland
1217,Wetland,Water,Water,NULL,NULL,Water
1218,Wetland,Water,Water,NULL,Water,Grassland
1219,Wetland,Water,Water,NULL,Water,Wetland
1220,Wetland,Water,Water,NULL,Water,Water
1221,Wetland,Water,Water,Non_Water,NULL,Wetland
1222,Wetland,Water,Water,Non_Water,NULL,Water
1223,Wetland,Water,Water,Non_Water,Water,Wetland
1224,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1225,Wetland,Water,Water,Non_Water,Water,Water
1226,Wetland,Water,Water,Water,NULL,Wetland
1227,Wetland,Water,Water,Water,NULL,Bareland
1228,Wetland,Water,Water,Water,NULL,Water
1229,Wetland,Water,Water,Water,Water,Grassland
1230,Wetland,Water,Water,Water,Water,Wetland
1231,Wetland,Water,Water,Water,Water,Bareland
1232,Wetland,Water,Water,Water,Water,Water
1233,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1234,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1235,Wetland,Water,Forest,NULL,Non_Wetland,Water
1236,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1237,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1238,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1239,Wetland,Water,Forest,Water,Non_Wetland,Water
1240,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1241,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1242,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1243,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1244,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1245,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1246,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1247,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1248,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1249,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1250,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1251,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1252,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1253,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1254,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1255,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1256,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1257,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1258,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1259,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1260,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1261,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1262,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1263,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1264,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1265,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1266,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
1267,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1268,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1269,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1270,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1271,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
1272,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1273,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1274,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1275,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1276,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1277,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1278,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1279,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1280,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1281,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1282,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1283,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1284,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1285,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1286,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1287,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1288,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1289,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1290,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1291,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1292,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1293,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1294,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1295,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1296,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1297,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1298,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Wetland
1299,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Water
1300,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1301,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1302,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1303,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1304,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1305,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1306,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1307,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1308,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1309,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1310,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1311,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1312,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1313,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1314,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1315,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1316,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1317,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1318,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1319,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1320,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1321,Wetland,Forest,Grassland,NULL,Non_Wetland,Water
1322,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1323,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1324,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1325,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1326,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1327,Wetland,Forest,Wetland,NULL,Wetland,Water
1328,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1329,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1330,Wetland,Forest,Wetland,Water,Wetland,Wetland
1331,Wetland,Forest,Wetland,Water,Wetland,Water
1332,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1333,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1334,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1335,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1336,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1337,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1338,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1339,Wetland,Forest,Water,NULL,Water,Grassland
1340,Wetland,Forest,Water,NULL,Water,Wetland
1341,Wetland,Forest,Water,NULL,Water,Water
1342,Wetland,Forest,Water,Non_Water,Water,Wetland
1343,Wetland,Forest,Water,Non_Water,Water,Water
1344,Wetland,Forest,Water,Water,Water,Grassland
1345,Wetland,Forest,Water,Water,Water,Wetland
1346,Wetland,Forest,Water,Water,Water,Water
1347,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1348,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1349,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1350,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1351,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1352,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1353,Wetland,Forest,Forest,Water,Non_Wetland,Water
1354,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1355,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1356,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1357,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1358,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1359,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1360,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1361,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1362,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1363,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1364,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1365,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1366,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1367,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1368,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1369,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1370,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1371,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1372,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1373,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1374,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1375,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1376,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1377,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1378,Bareland,NULL,Wetland,NULL,NULL,Grassland
1379,Bareland,NULL,Wetland,NULL,NULL,Wetland
1380,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1381,Bareland,NULL,Wetland,NULL,NULL,Bareland
1382,Bareland,NULL,Wetland,NULL,NULL,Water
1383,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1384,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1385,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1386,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1387,Bareland,NULL,Wetland,NULL,Wetland,Water
1388,Bareland,NULL,Wetland,Non_Water,NULL,Grassland
1389,Bareland,NULL,Wetland,Non_Water,NULL,Wetland
1390,Bareland,NULL,Wetland,Non_Water,NULL,Lichens_and_Mosses
1391,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
1392,Bareland,NULL,Wetland,Non_Water,NULL,Water
1393,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1394,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1395,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1396,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1397,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1398,Bareland,NULL,Wetland,Water,NULL,Grassland
1399,Bareland,NULL,Wetland,Water,NULL,Wetland
1400,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
1401,Bareland,NULL,Wetland,Water,NULL,Bareland
1402,Bareland,NULL,Wetland,Water,NULL,Water
1403,Bareland,NULL,Wetland,Water,Wetland,Grassland
1404,Bareland,NULL,Wetland,Water,Wetland,Wetland
1405,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1406,Bareland,NULL,Wetland,Water,Wetland,Bareland
1407,Bareland,NULL,Wetland,Water,Wetland,Water
1408,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1409,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1410,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1411,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1412,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1413,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1414,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1415,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1416,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1417,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1418,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1419,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1420,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1421,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1422,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1423,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1424,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1425,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1426,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1427,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1428,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1429,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1430,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1431,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1432,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1433,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1434,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1435,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1436,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1437,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1438,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1439,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1440,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1441,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1442,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1443,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1444,Bareland,NULL,Water,NULL,Water,Wetland
1445,Bareland,NULL,Water,NULL,Water,Water
1446,Bareland,NULL,Water,Water,NULL,Water
1447,Bareland,NULL,Water,Water,Water,Grassland
1448,Bareland,NULL,Water,Water,Water,Wetland
1449,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1450,Bareland,NULL,Water,Water,Water,Water
1451,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1452,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1453,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1454,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1455,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1456,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1457,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1458,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1459,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1460,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1461,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1462,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1463,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1464,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1465,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1466,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1467,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1468,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1469,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1470,Bareland,Wetland,Wetland,NULL,NULL,Wetland
1471,Bareland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
1472,Bareland,Wetland,Wetland,NULL,NULL,Water
1473,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1474,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1475,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1476,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1477,Bareland,Wetland,Wetland,NULL,Wetland,Water
1478,Bareland,Wetland,Wetland,Non_Water,NULL,Wetland
1479,Bareland,Wetland,Wetland,Non_Water,NULL,Water
1480,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1481,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1482,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1483,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1484,Bareland,Wetland,Wetland,Water,NULL,Wetland
1485,Bareland,Wetland,Wetland,Water,NULL,Water
1486,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1487,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1488,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1489,Bareland,Wetland,Wetland,Water,Wetland,Water
1490,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1491,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1492,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1493,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1494,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1495,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1496,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1497,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1498,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1499,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1500,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1501,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1502,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1503,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1504,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1505,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1506,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1507,Bareland,Wetland,Water,NULL,Water,Wetland
1508,Bareland,Wetland,Water,NULL,Water,Water
1509,Bareland,Wetland,Water,Non_Water,NULL,Water
1510,Bareland,Wetland,Water,Non_Water,Water,Water
1511,Bareland,Wetland,Water,Water,NULL,Wetland
1512,Bareland,Wetland,Water,Water,NULL,Water
1513,Bareland,Wetland,Water,Water,Water,Wetland
1514,Bareland,Wetland,Water,Water,Water,Water
1515,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1516,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1517,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1518,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1519,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1520,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1521,Bareland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1522,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1523,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1524,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1525,Bareland,Bareland,Wetland,NULL,NULL,Wetland
1526,Bareland,Bareland,Wetland,NULL,NULL,Water
1527,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1528,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1529,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1530,Bareland,Bareland,Wetland,NULL,Wetland,Water
1531,Bareland,Bareland,Wetland,Non_Water,NULL,Water
1532,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1533,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1534,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1535,Bareland,Bareland,Wetland,Water,NULL,Water
1536,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1537,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1538,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1539,Bareland,Bareland,Wetland,Water,Wetland,Water
1540,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1541,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1542,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1543,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1544,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1545,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1546,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1547,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1548,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1549,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1550,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1551,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1552,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1553,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1554,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1555,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1556,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1557,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1558,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1559,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1560,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1561,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1562,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1563,Bareland,Bareland,Water,NULL,Water,Bareland
1564,Bareland,Bareland,Water,NULL,Water,Water
1565,Bareland,Bareland,Water,Non_Water,Water,Water
1566,Bareland,Bareland,Water,Water,NULL,Water
1567,Bareland,Bareland,Water,Water,Water,Bareland
1568,Bareland,Bareland,Water,Water,Water,Water
1569,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1570,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1571,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1572,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1573,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1574,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1575,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1576,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1577,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1578,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1579,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1580,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1581,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1582,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1583,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1584,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1585,Bareland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1586,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1587,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1588,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1589,Bareland,Water,Grassland,Water,Non_Wetland,Water
1590,Bareland,Water,Wetland,NULL,NULL,Grassland
1591,Bareland,Water,Wetland,NULL,NULL,Wetland
1592,Bareland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
