Value,SIBERIA_2024_ESA_CALU_2024_42XWF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWF_M_R,SIBERIA_2024_WorldCover_2021_42XWF_M_R
1157,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1158,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1159,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1160,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1161,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1162,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1163,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1164,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1165,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1166,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1167,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1168,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1169,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1170,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1171,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1172,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1173,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1174,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1175,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1176,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1177,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1178,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1179,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1180,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1181,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1182,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1183,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1184,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1185,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1186,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1187,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1188,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1189,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1190,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1191,Bareland,NULL,Water,NULL,Water,Grassland
1192,Bareland,NULL,Water,NULL,Water,Wetland
1193,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1194,Bareland,NULL,Water,NULL,Water,Bareland
1195,Bareland,NULL,Water,NULL,Water,Water
1196,Bareland,NULL,Water,Non_Water,Water,Grassland
1197,Bareland,NULL,Water,Non_Water,Water,Wetland
1198,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1199,Bareland,NULL,Water,Non_Water,Water,Bareland
1200,Bareland,NULL,Water,Non_Water,Water,Water
1201,Bareland,NULL,Water,Water,Water,Grassland
1202,Bareland,NULL,Water,Water,Water,Wetland
1203,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1204,Bareland,NULL,Water,Water,Water,Bareland
1205,Bareland,NULL,Water,Water,Water,Water
1206,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1207,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1208,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1209,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1210,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1211,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1212,Bareland,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
1213,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1214,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1215,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1216,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1217,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1218,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1219,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1220,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1221,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1222,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1223,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1224,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1225,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1226,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1227,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1228,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1229,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1230,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1231,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1232,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1233,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1234,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1235,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1236,Bareland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1237,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1238,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1239,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1240,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1241,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1242,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1243,Bareland,Wetland,Wetland,NULL,Wetland,Water
1244,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1245,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1246,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1247,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1248,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1249,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1250,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1251,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1252,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1253,Bareland,Wetland,Wetland,Water,Wetland,Water
1254,Bareland,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
1255,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1256,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1257,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1258,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1259,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1260,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1261,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1262,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1263,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1264,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1265,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1266,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1267,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1268,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1269,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1270,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1271,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1272,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1273,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1274,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1275,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1276,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1277,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1278,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1279,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1280,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1281,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1282,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1283,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1284,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1285,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1286,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1287,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1288,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1289,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1290,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1291,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1292,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1293,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1294,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1295,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1296,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1297,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1298,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1299,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1300,Bareland,Wetland,Water,NULL,Water,Grassland
1301,Bareland,Wetland,Water,NULL,Water,Wetland
1302,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1303,Bareland,Wetland,Water,NULL,Water,Bareland
1304,Bareland,Wetland,Water,NULL,Water,Water
1305,Bareland,Wetland,Water,Non_Water,Water,Grassland
1306,Bareland,Wetland,Water,Non_Water,Water,Wetland
1307,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1308,Bareland,Wetland,Water,Non_Water,Water,Bareland
1309,Bareland,Wetland,Water,Non_Water,Water,Water
1310,Bareland,Wetland,Water,Water,Water,Grassland
1311,Bareland,Wetland,Water,Water,Water,Wetland
1312,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1313,Bareland,Wetland,Water,Water,Water,Bareland
1314,Bareland,Wetland,Water,Water,Water,Water
1315,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1316,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1317,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1318,Bareland,Bareland,Wetland,NULL,NULL,Water
1319,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1320,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1321,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1322,Bareland,Bareland,Wetland,NULL,Wetland,Water
1323,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1324,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1325,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1326,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1327,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1328,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1329,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1330,Bareland,Bareland,Wetland,Water,Wetland,Water
1331,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1332,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1333,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1334,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1335,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1336,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
1337,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1338,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1339,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1340,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1341,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1342,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1343,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1344,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1345,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1346,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1347,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1348,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1349,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1350,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1351,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1352,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1353,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1354,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1355,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
1356,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1357,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1358,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1359,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1360,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1361,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1362,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1363,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1364,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
1365,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1366,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1367,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1368,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1369,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1370,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1371,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1372,Bareland,Bareland,Water,NULL,Water,Wetland
1373,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1374,Bareland,Bareland,Water,NULL,Water,Bareland
1375,Bareland,Bareland,Water,NULL,Water,Water
1376,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1377,Bareland,Bareland,Water,Non_Water,Water,Wetland
1378,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
1379,Bareland,Bareland,Water,Non_Water,Water,Bareland
1380,Bareland,Bareland,Water,Non_Water,Water,Water
1381,Bareland,Bareland,Water,Water,Water,Wetland
1382,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1383,Bareland,Bareland,Water,Water,Water,Bareland
1384,Bareland,Bareland,Water,Water,Water,Water
1385,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1386,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1387,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1388,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1389,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1390,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1391,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1392,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1393,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1394,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1395,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1396,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1397,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1398,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1399,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1400,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1401,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1402,Bareland,Water,Grassland,Water,Non_Wetland,Water
1403,Bareland,Water,Wetland,NULL,Wetland,Grassland
1404,Bareland,Water,Wetland,NULL,Wetland,Wetland
1405,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1406,Bareland,Water,Wetland,NULL,Wetland,Bareland
1407,Bareland,Water,Wetland,NULL,Wetland,Water
1408,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1409,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1410,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1411,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1412,Bareland,Water,Wetland,Non_Water,Wetland,Water
1413,Bareland,Water,Wetland,Water,Wetland,Grassland
1414,Bareland,Water,Wetland,Water,Wetland,Wetland
1415,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1416,Bareland,Water,Wetland,Water,Wetland,Bareland
1417,Bareland,Water,Wetland,Water,Wetland,Water
1418,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1419,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1420,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1421,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1422,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1423,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1424,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1425,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1426,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1427,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1428,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1429,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1430,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1431,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1432,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1433,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1434,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1435,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1436,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1437,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1438,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1439,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1440,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1441,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1442,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1443,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1444,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1445,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1446,Bareland,Water,Bareland,Water,Non_Wetland,Water
1447,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1448,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1449,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1450,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1451,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1452,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1453,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1454,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1455,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1456,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
1457,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1458,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1459,Bareland,Water,Built-up,Water,Non_Wetland,Water
1460,Bareland,Water,Water,NULL,NULL,Water
1461,Bareland,Water,Water,NULL,Water,Grassland
1462,Bareland,Water,Water,NULL,Water,Wetland
1463,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
1464,Bareland,Water,Water,NULL,Water,Bareland
1465,Bareland,Water,Water,NULL,Water,Water
1466,Bareland,Water,Water,Non_Water,Water,Wetland
1467,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1468,Bareland,Water,Water,Non_Water,Water,Bareland
1469,Bareland,Water,Water,Non_Water,Water,Water
1470,Bareland,Water,Water,Water,Water,Grassland
1471,Bareland,Water,Water,Water,Water,Wetland
1472,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1473,Bareland,Water,Water,Water,Water,Bareland
1474,Bareland,Water,Water,Water,Water,Water
1475,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1476,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1477,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1478,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1479,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1480,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1481,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1482,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1483,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1484,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1485,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1486,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1487,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1488,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1489,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1490,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1491,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1492,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1493,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1494,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1495,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1496,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1497,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1498,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1499,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1500,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1501,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1502,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1503,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1504,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1505,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1506,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1507,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1508,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1509,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1510,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1511,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1512,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1513,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1514,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1515,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1516,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1517,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1518,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1519,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1520,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1521,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1522,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1523,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1524,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1525,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1526,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1527,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1528,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1529,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1530,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1531,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
