Value,SIBERIA_2024_ESA_CALU_2024_44XNF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNF_M_R,SIBERIA_2024_WorldCover_2021_44XNF_M_R
1183,Wetland,Water,Water,NULL,Water,Grassland
1184,Wetland,Water,Water,NULL,Water,Wetland
1185,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1186,Wetland,Water,Water,NULL,Water,Water
1187,Wetland,Water,Water,Non_Water,Water,Grassland
1188,Wetland,Water,Water,Non_Water,Water,Wetland
1189,Wetland,Water,Water,Non_Water,Water,Water
1190,Wetland,Water,Water,Water,NULL,Water
1191,Wetland,Water,Water,Water,Water,Grassland
1192,Wetland,Water,Water,Water,Water,Wetland
1193,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1194,Wetland,Water,Water,Water,Water,Bareland
1195,Wetland,Water,Water,Water,Water,Water
1196,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1197,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1198,Wetland,Water,Forest,NULL,Non_Wetland,Water
1199,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1200,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1201,Wetland,Water,Forest,Water,Non_Wetland,Water
1202,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1203,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1204,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1205,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1206,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1207,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1208,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1209,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1210,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1211,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1212,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1213,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1214,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1215,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1216,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1217,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1218,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1219,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1220,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1221,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1222,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1223,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1224,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1225,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1226,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1227,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1228,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1229,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1230,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1231,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1232,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1233,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1234,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1235,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1236,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1237,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1238,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1239,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1240,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1241,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1242,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1243,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1244,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1245,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1246,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1247,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1248,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1249,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1250,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1251,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1252,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1253,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1254,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1255,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1256,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1257,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1258,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1259,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1260,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1261,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1262,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1263,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1264,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1265,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1266,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1267,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1268,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1269,Bareland,NULL,Wetland,NULL,NULL,Grassland
1270,Bareland,NULL,Wetland,NULL,NULL,Wetland
1271,Bareland,NULL,Wetland,NULL,NULL,Water
1272,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1273,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1274,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1275,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1276,Bareland,NULL,Wetland,NULL,Wetland,Water
1277,Bareland,NULL,Wetland,Non_Water,NULL,Grassland
1278,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1279,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1280,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1281,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1282,Bareland,NULL,Wetland,Water,NULL,Grassland
1283,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
1284,Bareland,NULL,Wetland,Water,NULL,Bareland
1285,Bareland,NULL,Wetland,Water,Wetland,Grassland
1286,Bareland,NULL,Wetland,Water,Wetland,Wetland
1287,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1288,Bareland,NULL,Wetland,Water,Wetland,Water
1289,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1290,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1291,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1292,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1293,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1294,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1295,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1296,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1297,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1298,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1299,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1300,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1301,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1302,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1303,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1304,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1305,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1306,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1307,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1308,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1309,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1310,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1311,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1312,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1313,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1314,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1315,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1316,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1317,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1318,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1319,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1320,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1321,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1322,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1323,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1324,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1325,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1326,Bareland,NULL,Water,NULL,Water,Grassland
1327,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1328,Bareland,NULL,Water,NULL,Water,Bareland
1329,Bareland,NULL,Water,NULL,Water,Water
1330,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1331,Bareland,NULL,Water,Non_Water,Water,Water
1332,Bareland,NULL,Water,Water,Water,Grassland
1333,Bareland,NULL,Water,Water,Water,Wetland
1334,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1335,Bareland,NULL,Water,Water,Water,Water
1336,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1337,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1338,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1339,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1340,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1341,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1342,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1343,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1344,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1345,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1346,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1347,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1348,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1349,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1350,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1351,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1352,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1353,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1354,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1355,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1356,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1357,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1358,Bareland,Wetland,Wetland,NULL,Wetland,Water
1359,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1360,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1361,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1362,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1363,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1364,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1365,Bareland,Wetland,Wetland,Water,Wetland,Water
1366,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1367,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1368,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1369,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1370,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1371,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1372,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1373,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1374,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1375,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1376,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1377,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1378,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1379,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1380,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1381,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1382,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1383,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1384,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1385,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1386,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1387,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1388,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1389,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1390,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1391,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1392,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1393,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1394,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1395,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1396,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1397,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1398,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1399,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1400,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1401,Bareland,Wetland,Water,NULL,Water,Grassland
1402,Bareland,Wetland,Water,NULL,Water,Wetland
1403,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1404,Bareland,Wetland,Water,NULL,Water,Water
1405,Bareland,Wetland,Water,Non_Water,Water,Wetland
1406,Bareland,Wetland,Water,Non_Water,Water,Water
1407,Bareland,Wetland,Water,Water,Water,Grassland
1408,Bareland,Wetland,Water,Water,Water,Wetland
1409,Bareland,Wetland,Water,Water,Water,Water
1410,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1411,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1412,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1413,Bareland,Bareland,Wetland,NULL,NULL,Water
1414,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1415,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1416,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1417,Bareland,Bareland,Wetland,NULL,Wetland,Water
1418,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1419,Bareland,Bareland,Wetland,Water,NULL,Water
1420,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1421,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1422,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1423,Bareland,Bareland,Wetland,Water,Wetland,Water
1424,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1425,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1426,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1427,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1428,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1429,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1430,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1431,Bareland,Bareland,Water,Water,Water,Bareland
1432,Bareland,Bareland,Water,Water,Water,Water
1433,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1434,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1435,Bareland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1436,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1437,Bareland,Built-up,Wetland,NULL,Wetland,Water
1438,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1439,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1440,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1441,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1442,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1443,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1444,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1445,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1446,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1447,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1448,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1449,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1450,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1451,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1452,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1453,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1454,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1455,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1456,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1457,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1458,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1459,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1460,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1461,Bareland,Water,Wetland,NULL,NULL,Grassland
1462,Bareland,Water,Wetland,NULL,NULL,Wetland
1463,Bareland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1464,Bareland,Water,Wetland,NULL,NULL,Bareland
1465,Bareland,Water,Wetland,NULL,NULL,Water
1466,Bareland,Water,Wetland,NULL,Wetland,Grassland
1467,Bareland,Water,Wetland,NULL,Wetland,Wetland
1468,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1469,Bareland,Water,Wetland,NULL,Wetland,Bareland
1470,Bareland,Water,Wetland,NULL,Wetland,Water
1471,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1472,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1473,Bareland,Water,Wetland,Non_Water,Wetland,Water
1474,Bareland,Water,Wetland,Water,NULL,Grassland
1475,Bareland,Water,Wetland,Water,NULL,Wetland
1476,Bareland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1477,Bareland,Water,Wetland,Water,NULL,Water
1478,Bareland,Water,Wetland,Water,Wetland,Grassland
1479,Bareland,Water,Wetland,Water,Wetland,Wetland
1480,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1481,Bareland,Water,Wetland,Water,Wetland,Bareland
1482,Bareland,Water,Wetland,Water,Wetland,Water
1483,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1484,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1485,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1486,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1487,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1488,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1489,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1490,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1491,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1492,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1493,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1494,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1495,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1496,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1497,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1498,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1499,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1500,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1501,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1502,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1503,Bareland,Water,Bareland,Water,Non_Wetland,Water
1504,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1505,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1506,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1507,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1508,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1509,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
1510,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1511,Bareland,Water,Built-up,Water,Non_Wetland,Water
1512,Bareland,Water,Water,NULL,Water,Grassland
1513,Bareland,Water,Water,NULL,Water,Water
1514,Bareland,Water,Water,Non_Water,Water,Grassland
1515,Bareland,Water,Water,Non_Water,Water,Wetland
1516,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1517,Bareland,Water,Water,Non_Water,Water,Water
1518,Bareland,Water,Water,Water,Water,Wetland
1519,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1520,Bareland,Water,Water,Water,Water,Water
1521,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1522,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1523,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1524,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1525,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1526,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1527,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1528,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1529,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1530,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1531,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1532,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1533,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1534,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1535,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1536,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1537,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1538,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1539,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1540,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1541,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1542,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
1543,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1544,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1545,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1546,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1547,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1548,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1549,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1550,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1551,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1552,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1553,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1554,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1555,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1556,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
