Value,SIBERIA_2024_ESA_CALU_2024_43WEN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R,SIBERIA_2024_WorldCover_2021_43WEN_M_R
1216,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1217,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
1218,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1219,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1220,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1221,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1222,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1223,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1224,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1225,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1226,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1227,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
1228,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1229,Shrubland,Forest,NULL,NULL,Non_Wetland,Grassland
1230,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
1231,Shrubland,Forest,NULL,NULL,Non_Wetland,Water
1232,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1233,Shrubland,Forest,NULL,Non_Water,Non_Wetland,Forest
1234,Shrubland,Forest,NULL,Water,Non_Wetland,Forest
1235,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1236,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1237,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1238,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1239,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1240,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1241,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1242,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1243,Shrubland,Forest,Shrubland,Water,Non_Wetland,Grassland
1244,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1245,Shrubland,Forest,Shrubland,Water,Non_Wetland,Water
1246,Shrubland,Forest,Shrubland,Water,Non_Wetland,Forest
1247,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1248,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1249,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1250,Shrubland,Forest,Grassland,NULL,Non_Wetland,Bareland
1251,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1252,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1253,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1254,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1255,Shrubland,Forest,Grassland,Water,Non_Wetland,Grassland
1256,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1257,Shrubland,Forest,Grassland,Water,Non_Wetland,Forest
1258,Shrubland,Forest,Wetland,NULL,Wetland,NULL
1259,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1260,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1261,Shrubland,Forest,Wetland,NULL,Wetland,Water
1262,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1263,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1264,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1265,Shrubland,Forest,Wetland,Non_Water,Wetland,Bareland
1266,Shrubland,Forest,Wetland,Non_Water,Wetland,Water
1267,Shrubland,Forest,Wetland,Non_Water,Wetland,Forest
1268,Shrubland,Forest,Wetland,Water,Wetland,Grassland
1269,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1270,Shrubland,Forest,Wetland,Water,Wetland,Water
1271,Shrubland,Forest,Wetland,Water,Wetland,Forest
1272,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1273,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1274,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1275,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1276,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1277,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1278,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1279,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1280,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1281,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1282,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1283,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1284,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1285,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1286,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Water
1287,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1288,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1289,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1290,Shrubland,Forest,Bareland,Water,Non_Wetland,Water
1291,Shrubland,Forest,Bareland,Water,Non_Wetland,Forest
1292,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1293,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1294,Shrubland,Forest,Built-up,NULL,Non_Wetland,Forest
1295,Shrubland,Forest,Built-up,Water,Non_Wetland,Forest
1296,Shrubland,Forest,Water,NULL,Water,Grassland
1297,Shrubland,Forest,Water,NULL,Water,Wetland
1298,Shrubland,Forest,Water,NULL,Water,Forest
1299,Shrubland,Forest,Water,Non_Water,Water,Grassland
1300,Shrubland,Forest,Water,Non_Water,Water,Wetland
1301,Shrubland,Forest,Water,Non_Water,Water,Forest
1302,Shrubland,Forest,Water,Water,Water,Grassland
1303,Shrubland,Forest,Water,Water,Water,Wetland
1304,Shrubland,Forest,Water,Water,Water,Forest
1305,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1306,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1307,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1308,Shrubland,Forest,Forest,NULL,Non_Wetland,Bareland
1309,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1310,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1311,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1312,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1313,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1314,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Water
1315,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Forest
1316,Shrubland,Forest,Forest,Water,Non_Wetland,Grassland
1317,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1318,Shrubland,Forest,Forest,Water,Non_Wetland,Water
1319,Shrubland,Forest,Forest,Water,Non_Wetland,Forest
1320,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1321,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1323,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1324,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1325,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1326,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1327,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1328,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1329,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1330,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1331,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1332,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1333,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1334,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1335,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1336,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1337,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1338,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1339,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1340,Wetland,NULL,Wetland,NULL,Wetland,Water
1341,Wetland,NULL,Wetland,NULL,Wetland,Forest
1342,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1343,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1344,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1345,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1346,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1347,Wetland,NULL,Wetland,Water,Wetland,Grassland
1348,Wetland,NULL,Wetland,Water,Wetland,Wetland
1349,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1350,Wetland,NULL,Wetland,Water,Wetland,Water
1351,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1352,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1353,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1354,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1355,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1356,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1357,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1358,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1359,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1360,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1361,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
1362,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1363,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1364,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1365,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1366,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1367,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1368,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1369,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1370,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1371,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1372,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1373,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1374,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1375,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1376,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1377,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1378,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1379,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1380,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1381,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1382,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1383,Wetland,NULL,Water,NULL,Water,Grassland
1384,Wetland,NULL,Water,NULL,Water,Wetland
1385,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1386,Wetland,NULL,Water,NULL,Water,Water
1387,Wetland,NULL,Water,NULL,Water,Forest
1388,Wetland,NULL,Water,Non_Water,Water,Grassland
1389,Wetland,NULL,Water,Non_Water,Water,Wetland
1390,Wetland,NULL,Water,Non_Water,Water,Water
1391,Wetland,NULL,Water,Water,Water,Grassland
1392,Wetland,NULL,Water,Water,Water,Wetland
1393,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1394,Wetland,NULL,Water,Water,Water,Water
1395,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1396,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1397,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1398,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1399,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1400,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1401,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1402,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1403,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1404,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1405,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1406,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1407,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1408,Wetland,NULL,Forest,Water,Non_Wetland,Water
1409,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1410,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1411,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1412,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1413,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1414,Wetland,Cropland,Water,Water,Water,Water
1415,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1416,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1417,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1418,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1419,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1420,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1421,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1422,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1423,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1424,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1425,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1426,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1427,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1428,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1429,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1430,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1431,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1432,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1433,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1434,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1435,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1436,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1437,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1438,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1439,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1440,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1441,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1442,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1443,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1444,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1445,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1446,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1447,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1448,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1449,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1450,Wetland,Wetland,Wetland,NULL,Wetland,Water
1451,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1452,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1453,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1454,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1455,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1456,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1457,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1458,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1459,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1460,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1461,Wetland,Wetland,Wetland,Water,Wetland,Water
1462,Wetland,Wetland,Wetland,Water,Wetland,Forest
1463,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1464,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1465,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1466,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1467,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1468,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1469,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1470,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1471,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1472,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1473,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1474,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1475,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1476,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1477,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1478,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1479,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1480,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1481,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1482,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1483,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1484,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1485,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1486,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1487,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1488,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1489,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1490,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1491,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1492,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1493,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1494,Wetland,Wetland,Built-up,Water,Non_Wetland,Built-up
1495,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1496,Wetland,Wetland,Water,NULL,Water,Grassland
1497,Wetland,Wetland,Water,NULL,Water,Wetland
1498,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1499,Wetland,Wetland,Water,NULL,Water,Water
1500,Wetland,Wetland,Water,NULL,Water,Forest
1501,Wetland,Wetland,Water,Non_Water,Water,Grassland
1502,Wetland,Wetland,Water,Non_Water,Water,Wetland
1503,Wetland,Wetland,Water,Non_Water,Water,Water
1504,Wetland,Wetland,Water,Non_Water,Water,Forest
1505,Wetland,Wetland,Water,Water,Water,Grassland
1506,Wetland,Wetland,Water,Water,Water,Wetland
1507,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1508,Wetland,Wetland,Water,Water,Water,Water
1509,Wetland,Wetland,Water,Water,Water,Forest
1510,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1511,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1512,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1513,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1514,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1515,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1516,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1517,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1518,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1519,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1520,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1521,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1522,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1523,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1524,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1525,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
1526,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1527,Wetland,Bareland,Wetland,NULL,Wetland,Water
1528,Wetland,Bareland,Wetland,NULL,Wetland,Forest
1529,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1530,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1531,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1532,Wetland,Bareland,Wetland,Water,Wetland,Water
1533,Wetland,Bareland,Wetland,Water,Wetland,Forest
1534,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1535,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1536,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1537,Wetland,Bareland,Bareland,NULL,Non_Wetland,Forest
1538,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1539,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1540,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1541,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1542,Wetland,Bareland,Water,NULL,Water,Wetland
1543,Wetland,Bareland,Water,NULL,Water,Water
1544,Wetland,Bareland,Water,Water,Water,Bareland
1545,Wetland,Bareland,Water,Water,Water,Water
1546,Wetland,Water,NULL,NULL,Non_Wetland,Water
1547,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1548,Wetland,Water,NULL,Non_Water,Non_Wetland,Water
1549,Wetland,Water,NULL,Water,Non_Wetland,Water
1550,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1551,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1552,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1553,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1554,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1555,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1556,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1557,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1558,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1559,Wetland,Water,Grassland,Water,Non_Wetland,Water
1560,Wetland,Water,Wetland,NULL,Wetland,Grassland
1561,Wetland,Water,Wetland,NULL,Wetland,Wetland
1562,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1563,Wetland,Water,Wetland,NULL,Wetland,Bareland
1564,Wetland,Water,Wetland,NULL,Wetland,Water
1565,Wetland,Water,Wetland,NULL,Wetland,Forest
1566,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1567,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1568,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1569,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1570,Wetland,Water,Wetland,Non_Water,Wetland,Water
1571,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1572,Wetland,Water,Wetland,Water,Wetland,Grassland
1573,Wetland,Water,Wetland,Water,Wetland,Wetland
1574,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1575,Wetland,Water,Wetland,Water,Wetland,Bareland
1576,Wetland,Water,Wetland,Water,Wetland,Water
1577,Wetland,Water,Wetland,Water,Wetland,Forest
1578,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1579,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1580,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1581,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1582,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1583,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1584,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1585,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1586,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1587,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1588,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1589,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1590,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1591,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1592,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1593,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1594,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1595,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1596,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1597,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1598,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1599,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1600,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1601,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1602,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1603,Wetland,Water,Bareland,Water,Non_Wetland,Water
1604,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1605,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1606,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1607,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1608,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1609,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1610,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1611,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1612,Wetland,Water,Built-up,Water,Non_Wetland,Water
1613,Wetland,Water,Built-up,Water,Non_Wetland,Forest
1614,Wetland,Water,Water,NULL,Water,Grassland
1615,Wetland,Water,Water,NULL,Water,Wetland
