Value,SIBERIA_2024_ESA_CALU_2024_43XEA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XEA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XEA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XEA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XEA_M_R,SIBERIA_2024_WorldCover_2021_43XEA_M_R
1178,Bareland,Bareland,Water,NULL,Water,Water
1179,Bareland,Bareland,Water,Non_Water,Water,Wetland
1180,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
1181,Bareland,Bareland,Water,Non_Water,Water,Bareland
1182,Bareland,Bareland,Water,Water,NULL,Water
1183,Bareland,Bareland,Water,Water,Water,Wetland
1184,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1185,Bareland,Bareland,Water,Water,Water,Bareland
1186,Bareland,Bareland,Water,Water,Water,Water
1187,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1188,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1189,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1190,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1191,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1192,Bareland,Water,Wetland,NULL,Wetland,Wetland
1193,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1194,Bareland,Water,Wetland,NULL,Wetland,Bareland
1195,Bareland,Water,Wetland,NULL,Wetland,Water
1196,Bareland,Water,Wetland,Non_Water,Wetland,Water
1197,Bareland,Water,Wetland,Water,Wetland,Wetland
1198,Bareland,Water,Wetland,Water,Wetland,Bareland
1199,Bareland,Water,Wetland,Water,Wetland,Water
1200,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1201,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1202,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1203,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1204,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1205,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1206,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1207,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1208,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1209,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1210,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1211,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1212,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1213,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1214,Bareland,Water,Bareland,Water,Non_Wetland,Water
1215,Bareland,Water,Built-up,Water,Non_Wetland,Water
1216,Bareland,Water,Water,NULL,Water,Grassland
1217,Bareland,Water,Water,NULL,Water,Wetland
1218,Bareland,Water,Water,NULL,Water,Water
1219,Bareland,Water,Water,Water,NULL,Bareland
1220,Bareland,Water,Water,Water,Water,Grassland
1221,Bareland,Water,Water,Water,Water,Wetland
1222,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1223,Bareland,Water,Water,Water,Water,Bareland
1224,Bareland,Water,Water,Water,Water,Water
1225,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1226,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1227,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1228,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1229,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1230,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1231,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1232,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1233,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1234,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1235,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1236,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1237,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1238,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1239,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1240,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1241,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1242,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1243,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1244,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1245,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1246,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1247,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1248,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1249,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1250,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1251,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1252,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1253,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1254,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1255,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1256,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1257,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1258,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1259,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1260,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1261,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1262,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1263,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1264,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1265,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1266,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1267,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1268,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1269,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1270,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1271,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1272,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1273,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1274,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1275,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1276,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1277,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1278,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1279,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1280,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1281,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1282,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1283,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1284,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1285,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1286,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1287,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1288,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1289,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1290,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1291,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1292,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1293,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1294,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1295,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1296,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1297,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1298,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1299,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1300,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1301,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1302,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1303,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1304,Water,NULL,Shrubland,Water,Non_Wetland,Water
1305,Water,NULL,Wetland,NULL,Wetland,Water
1306,Water,NULL,Wetland,Non_Water,Wetland,Water
1307,Water,NULL,Wetland,Water,Wetland,Water
1308,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1309,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1310,Water,NULL,Bareland,NULL,Non_Wetland,Water
1311,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1312,Water,NULL,Bareland,Water,Non_Wetland,Water
1313,Water,NULL,Water,NULL,Water,Wetland
1314,Water,NULL,Water,NULL,Water,Water
1315,Water,NULL,Water,Non_Water,Water,Water
1316,Water,NULL,Water,Water,Water,Wetland
1317,Water,NULL,Water,Water,Water,Water
1318,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1319,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1320,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1321,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1322,Water,Wetland,Wetland,NULL,Wetland,Water
1323,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1324,Water,Wetland,Wetland,Non_Water,Wetland,Water
1325,Water,Wetland,Wetland,Water,Wetland,Water
1326,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1327,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1328,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1329,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1330,Water,Wetland,Bareland,Water,Non_Wetland,Water
1331,Water,Wetland,Water,NULL,Water,Wetland
1332,Water,Wetland,Water,NULL,Water,Water
1333,Water,Wetland,Water,Non_Water,Water,Wetland
1334,Water,Wetland,Water,Non_Water,Water,Water
1335,Water,Wetland,Water,Water,Water,Wetland
1336,Water,Wetland,Water,Water,Water,Water
1337,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1338,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1339,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1340,Water,Bareland,Wetland,NULL,Wetland,Water
1341,Water,Bareland,Wetland,Water,Wetland,Water
1342,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1343,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1344,Water,Bareland,Water,NULL,Water,Wetland
1345,Water,Bareland,Water,NULL,Water,Water
1346,Water,Bareland,Water,Non_Water,Water,Water
1347,Water,Bareland,Water,Water,Water,Wetland
1348,Water,Bareland,Water,Water,Water,Water
1349,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1350,Water,Water,Shrubland,NULL,Non_Wetland,Water
1351,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1352,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1353,Water,Water,Shrubland,Water,Non_Wetland,Water
1354,Water,Water,Wetland,NULL,Wetland,Water
1355,Water,Water,Wetland,Non_Water,Wetland,Water
1356,Water,Water,Wetland,Water,Wetland,Wetland
1357,Water,Water,Wetland,Water,Wetland,Water
1358,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1359,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1360,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1361,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1362,Water,Water,Bareland,NULL,Non_Wetland,Water
1363,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1364,Water,Water,Bareland,Water,Non_Wetland,Water
1365,Water,Water,Water,NULL,Water,Wetland
1366,Water,Water,Water,NULL,Water,Water
1367,Water,Water,Water,Non_Water,Water,Water
1368,Water,Water,Water,Water,Water,Wetland
1369,Water,Water,Water,Water,Water,Water
1370,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1371,Water,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1372,Water,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1373,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1374,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1375,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1376,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1377,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1378,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1379,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1380,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1381,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1382,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1383,Water,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1384,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1385,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1386,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1387,Water,Permanent_ice_and_snow,Water,Water,Water,Wetland
1388,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1389,Water,Forest,Water,Non_Water,Water,Water
1390,Water,Forest,Water,Water,Water,Water
1391,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
1392,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
1393,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1394,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1395,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1396,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1397,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1398,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1399,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1400,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1401,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1402,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1403,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1404,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1405,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1406,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1407,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1408,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1409,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1410,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1411,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1412,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1413,Forest,Permanent_ice_and_snow,Water,Water,Water,Wetland
1414,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1415,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1416,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
