Value,SIBERIA_2024_ESA_CALU_2024_42WWE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWE_M_R,SIBERIA_2024_WorldCover_2021_42WWE_M_R
1161,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1162,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1163,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1164,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1165,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1166,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1167,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1168,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1169,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1170,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1171,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1172,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1173,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1174,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1175,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1176,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1177,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1178,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1179,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1180,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1181,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1182,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1183,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1184,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1185,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1186,Wetland,Water,Bareland,Water,Non_Wetland,Water
1187,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1188,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1189,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1190,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1191,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1192,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
1193,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1194,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1195,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1196,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1197,Wetland,Water,Built-up,Water,Non_Wetland,Water
1198,Wetland,Water,Water,NULL,Water,Grassland
1199,Wetland,Water,Water,NULL,Water,Wetland
1200,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1201,Wetland,Water,Water,NULL,Water,Bareland
1202,Wetland,Water,Water,NULL,Water,Water
1203,Wetland,Water,Water,Non_Water,Water,Grassland
1204,Wetland,Water,Water,Non_Water,Water,Wetland
1205,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1206,Wetland,Water,Water,Non_Water,Water,Water
1207,Wetland,Water,Water,Water,NULL,Water
1208,Wetland,Water,Water,Water,Water,Grassland
1209,Wetland,Water,Water,Water,Water,Wetland
1210,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1211,Wetland,Water,Water,Water,Water,Bareland
1212,Wetland,Water,Water,Water,Water,Water
1213,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1214,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1215,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1216,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1217,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1218,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1219,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1220,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1221,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1222,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1223,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1224,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1225,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1226,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1227,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1228,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1229,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1230,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1231,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1232,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1233,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1234,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1235,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1236,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1237,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1238,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1239,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1240,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1241,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1242,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1243,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1244,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1245,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1246,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1247,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1248,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1249,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1250,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1251,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1252,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1253,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1254,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1255,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1256,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1257,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1258,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1259,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1260,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1261,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1262,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1263,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1264,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1265,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1266,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1267,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1268,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1269,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1270,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1271,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1272,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1273,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1274,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1275,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1276,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1277,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1278,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1279,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1280,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1281,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1282,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1283,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1284,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1285,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1286,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1287,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1288,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1289,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1290,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1291,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1292,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1293,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1294,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1295,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1296,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1297,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1298,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1299,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1300,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1301,Wetland,Forest,Wetland,NULL,Wetland,Water
1302,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1303,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1304,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1305,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1306,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1307,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1308,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1309,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1310,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1311,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1312,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1313,Wetland,Forest,Water,NULL,Water,Wetland
1314,Wetland,Forest,Water,Water,Water,Water
1315,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1316,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1320,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1321,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1322,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1323,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1324,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1325,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1326,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1327,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1328,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1329,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1330,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1331,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1332,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1333,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1334,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1335,Bareland,NULL,Wetland,NULL,NULL,Bareland
1336,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1337,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1338,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1339,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1340,Bareland,NULL,Wetland,NULL,Wetland,Water
1341,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1342,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1343,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1344,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1345,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1346,Bareland,NULL,Wetland,Water,Wetland,Grassland
1347,Bareland,NULL,Wetland,Water,Wetland,Wetland
1348,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1349,Bareland,NULL,Wetland,Water,Wetland,Bareland
1350,Bareland,NULL,Wetland,Water,Wetland,Water
1351,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1352,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1353,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1354,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1355,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1356,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1357,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
1358,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1359,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1360,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1361,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1362,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1363,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1364,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1365,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1366,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1367,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1368,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1369,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1370,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1371,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1372,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1373,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1374,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1375,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1376,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1377,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1378,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1379,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1380,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1381,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1382,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1383,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1384,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1385,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1386,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1387,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1388,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1389,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1390,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1391,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1392,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1393,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1394,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1395,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1396,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1397,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1398,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1399,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1400,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1401,Bareland,NULL,Water,NULL,Water,Grassland
1402,Bareland,NULL,Water,NULL,Water,Wetland
1403,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1404,Bareland,NULL,Water,NULL,Water,Bareland
1405,Bareland,NULL,Water,NULL,Water,Water
1406,Bareland,NULL,Water,Non_Water,Water,Wetland
1407,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1408,Bareland,NULL,Water,Non_Water,Water,Water
1409,Bareland,NULL,Water,Water,Water,Grassland
1410,Bareland,NULL,Water,Water,Water,Wetland
1411,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1412,Bareland,NULL,Water,Water,Water,Bareland
1413,Bareland,NULL,Water,Water,Water,Water
1414,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1415,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1416,Bareland,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
1417,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1418,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1419,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1420,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1421,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1422,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1423,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1424,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1425,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1426,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1427,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1428,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1429,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1430,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1431,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1432,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1433,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1434,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1435,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1436,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1437,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1438,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1439,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1440,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1441,Bareland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1442,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1443,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1444,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1445,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1446,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1447,Bareland,Wetland,Wetland,NULL,Wetland,Water
1448,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1449,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1450,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1451,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1452,Bareland,Wetland,Wetland,Non_Water,Wetland,Built-up
1453,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1454,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1455,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1456,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1457,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1458,Bareland,Wetland,Wetland,Water,Wetland,Built-up
1459,Bareland,Wetland,Wetland,Water,Wetland,Water
1460,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1461,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1462,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1463,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1464,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1465,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1466,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1467,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1468,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1469,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1470,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1471,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1472,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1473,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1474,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1475,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1476,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1477,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1478,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1479,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1480,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1481,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1482,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1483,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1484,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1485,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1486,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1487,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1488,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1489,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1490,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1491,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1492,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1493,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1494,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1495,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1496,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1497,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1498,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1499,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1500,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1501,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1502,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1503,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
1504,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1505,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1506,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1507,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1508,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1509,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1510,Bareland,Wetland,Water,NULL,Water,Grassland
1511,Bareland,Wetland,Water,NULL,Water,Wetland
1512,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1513,Bareland,Wetland,Water,NULL,Water,Bareland
1514,Bareland,Wetland,Water,NULL,Water,Water
1515,Bareland,Wetland,Water,Non_Water,Water,Grassland
1516,Bareland,Wetland,Water,Non_Water,Water,Wetland
1517,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1518,Bareland,Wetland,Water,Non_Water,Water,Bareland
1519,Bareland,Wetland,Water,Non_Water,Water,Water
1520,Bareland,Wetland,Water,Water,Water,Grassland
1521,Bareland,Wetland,Water,Water,Water,Wetland
1522,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1523,Bareland,Wetland,Water,Water,Water,Bareland
1524,Bareland,Wetland,Water,Water,Water,Water
1525,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1526,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1527,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1528,Bareland,Bareland,Wetland,NULL,NULL,Water
1529,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1530,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1531,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1532,Bareland,Bareland,Wetland,NULL,Wetland,Water
