Value,SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,SIBERIA_2024_WorldCover_2021_44XNH_M_R
1177,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1178,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1179,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1180,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1181,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1182,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1183,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1184,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1185,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1186,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Water
1187,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,NULL,Water
1188,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,Bareland
1189,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,Water
1190,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1191,Forest,NULL,Wetland,NULL,Wetland,Wetland
1192,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
