Value,SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_WorldCover_2021_43WEQ_M_R
1192,Shrubland,Built-up,Forest,NULL,Non_Wetland,Wetland
1193,Shrubland,Built-up,Forest,NULL,Non_Wetland,Bareland
1194,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1195,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1196,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1197,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1198,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1199,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1200,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1201,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1202,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1203,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1204,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1205,Shrubland,Water,Grassland,NULL,Non_Wetland,Forest
1206,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
1207,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1208,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1209,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1210,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1211,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1212,Shrubland,Water,Wetland,NULL,Wetland,Water
1213,Shrubland,Water,Wetland,NULL,Wetland,Forest
1214,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1215,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1216,Shrubland,Water,Wetland,Water,Wetland,Grassland
1217,Shrubland,Water,Wetland,Water,Wetland,Wetland
1218,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1219,Shrubland,Water,Wetland,Water,Wetland,Water
1220,Shrubland,Water,Wetland,Water,Wetland,Forest
1221,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1222,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1223,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1224,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1225,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1226,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1227,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1228,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1229,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1230,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1231,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1232,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1233,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1234,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1235,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1236,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1237,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1238,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1239,Shrubland,Water,Water,NULL,Water,Grassland
1240,Shrubland,Water,Water,NULL,Water,Wetland
1241,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1242,Shrubland,Water,Water,NULL,Water,Water
1243,Shrubland,Water,Water,NULL,Water,Forest
1244,Shrubland,Water,Water,Non_Water,Water,Grassland
1245,Shrubland,Water,Water,Non_Water,Water,Wetland
1246,Shrubland,Water,Water,Non_Water,Water,Water
1247,Shrubland,Water,Water,Water,Water,Grassland
1248,Shrubland,Water,Water,Water,Water,Wetland
1249,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1250,Shrubland,Water,Water,Water,Water,Water
1251,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1252,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1253,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1254,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1255,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1256,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1257,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1258,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1259,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1260,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1261,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1262,Shrubland,Water,Forest,Water,Non_Wetland,Water
1263,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1264,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1265,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1266,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1267,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1268,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1269,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1270,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
1271,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1272,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1273,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1274,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1275,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1276,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1277,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1278,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1279,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1280,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1281,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
1282,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1283,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1284,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1285,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1286,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1287,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1288,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1289,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1290,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1291,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1292,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1293,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1294,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1295,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1296,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1297,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1298,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1299,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1300,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1301,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1302,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1303,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1304,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1305,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1306,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1307,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1308,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1309,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1310,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1311,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1312,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1313,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1314,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1315,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1316,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1317,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1318,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1319,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1320,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1321,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1322,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1323,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1324,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1325,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1326,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1327,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1328,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1329,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1330,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1331,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1332,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1333,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1334,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1335,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1336,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1337,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1338,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1339,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1340,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1341,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1342,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1343,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
1344,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1345,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1346,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1347,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1348,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1349,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1350,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1351,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1352,Shrubland,Forest,Shrubland,Water,Non_Wetland,Grassland
1353,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1354,Shrubland,Forest,Shrubland,Water,Non_Wetland,Forest
1355,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1356,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1357,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1358,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
1359,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1360,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1361,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1362,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1363,Shrubland,Forest,Grassland,Water,Non_Wetland,Grassland
1364,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1365,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1366,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1367,Shrubland,Forest,Wetland,NULL,Wetland,Water
1368,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1369,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1370,Shrubland,Forest,Wetland,Water,Wetland,Grassland
1371,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1372,Shrubland,Forest,Wetland,Water,Wetland,Water
1373,Shrubland,Forest,Wetland,Water,Wetland,Forest
1374,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1375,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1376,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1377,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1378,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1379,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1380,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1381,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1382,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1383,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1384,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1385,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1386,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1387,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1388,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1389,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1390,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1391,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1392,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Water
1393,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1394,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1395,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1396,Shrubland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1397,Shrubland,Forest,Bareland,Water,Non_Wetland,Bareland
1398,Shrubland,Forest,Bareland,Water,Non_Wetland,Water
1399,Shrubland,Forest,Bareland,Water,Non_Wetland,Forest
1400,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1401,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1402,Shrubland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1403,Shrubland,Forest,Built-up,NULL,Non_Wetland,Bareland
1404,Shrubland,Forest,Built-up,NULL,Non_Wetland,Forest
1405,Shrubland,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1406,Shrubland,Forest,Water,NULL,Water,Grassland
1407,Shrubland,Forest,Water,NULL,Water,Wetland
1408,Shrubland,Forest,Water,NULL,Water,Forest
1409,Shrubland,Forest,Water,Water,Water,Grassland
1410,Shrubland,Forest,Water,Water,Water,Wetland
1411,Shrubland,Forest,Water,Water,Water,Water
1412,Shrubland,Forest,Water,Water,Water,Forest
1413,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1414,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1415,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1416,Shrubland,Forest,Forest,NULL,Non_Wetland,Bareland
1417,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1418,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1419,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1420,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1421,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1422,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Forest
1423,Shrubland,Forest,Forest,Water,Non_Wetland,Grassland
1424,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1425,Shrubland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1426,Shrubland,Forest,Forest,Water,Non_Wetland,Water
1427,Shrubland,Forest,Forest,Water,Non_Wetland,Forest
1428,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1429,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1430,Wetland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1431,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1432,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1433,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1434,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1435,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1436,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1437,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1438,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1439,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1440,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1441,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1442,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1443,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1444,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1445,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1446,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1447,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1448,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1449,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1450,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1451,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1452,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1453,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1454,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1455,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1456,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1457,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1458,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1459,Wetland,NULL,Wetland,NULL,Wetland,Water
1460,Wetland,NULL,Wetland,NULL,Wetland,Forest
1461,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1462,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1463,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1464,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1465,Wetland,NULL,Wetland,Water,Wetland,Grassland
1466,Wetland,NULL,Wetland,Water,Wetland,Wetland
1467,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1468,Wetland,NULL,Wetland,Water,Wetland,Water
1469,Wetland,NULL,Wetland,Water,Wetland,Forest
1470,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1471,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1472,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1473,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1474,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1475,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1476,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1477,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1478,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1479,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1480,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1481,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1482,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1483,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1484,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1485,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1486,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1487,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1488,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
1489,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1490,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1491,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1492,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1493,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1494,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1495,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1496,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1497,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1498,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1499,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1500,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1501,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1502,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1503,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1504,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1505,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1506,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1507,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1508,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1509,Wetland,NULL,Water,NULL,Water,Grassland
1510,Wetland,NULL,Water,NULL,Water,Wetland
1511,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1512,Wetland,NULL,Water,NULL,Water,Water
1513,Wetland,NULL,Water,NULL,Water,Forest
1514,Wetland,NULL,Water,Non_Water,Water,Grassland
1515,Wetland,NULL,Water,Non_Water,Water,Wetland
1516,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1517,Wetland,NULL,Water,Non_Water,Water,Water
1518,Wetland,NULL,Water,Water,Water,Grassland
1519,Wetland,NULL,Water,Water,Water,Wetland
1520,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1521,Wetland,NULL,Water,Water,Water,Bareland
1522,Wetland,NULL,Water,Water,Water,Water
1523,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1524,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1525,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1526,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1527,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1528,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1529,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1530,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1531,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1532,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1533,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1534,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1535,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1536,Wetland,NULL,Forest,Water,Non_Wetland,Water
1537,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1538,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1539,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1540,Wetland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1541,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1542,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1543,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1544,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1545,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1546,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1547,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1548,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1549,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1550,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1551,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1552,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1553,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1554,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1555,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1556,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1557,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1558,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1559,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1560,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1561,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1562,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1563,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1564,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1565,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1566,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1567,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1568,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
