Value,SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,SIBERIA_2024_WorldCover_2021_42WWA_M_R
1569,Forest,Water,Wetland,Water,Wetland,Water
1570,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1571,Forest,Water,Water,NULL,Water,Water
1572,Forest,Water,Water,Water,Water,Wetland
1573,Forest,Water,Water,Water,Water,Water
1574,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1575,Forest,Water,Forest,NULL,Non_Wetland,Water
1576,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1577,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1578,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1579,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1580,Forest,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1581,Forest,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1582,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1583,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
