Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
3148,Bareland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
3149,Bareland,Water,Forest,Water,Non_Wetland,Bareland
3150,Bareland,Water,Forest,Water,Non_Wetland,Water
3151,Bareland,Water,Forest,Water,Non_Wetland,Forest
3152,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
3153,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
3154,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
3155,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3156,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
3157,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
3158,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
3159,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
3160,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
3161,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
3162,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
3163,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
3164,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
3165,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
3166,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3167,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
3168,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
3169,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
3170,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
3171,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
3172,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
3173,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
3174,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
3175,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
3176,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
3177,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
3178,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
3179,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
3180,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
3181,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
3182,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
3183,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
3184,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
3185,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
3186,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3187,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
3188,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
3189,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
3190,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
3191,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
3192,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
3193,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
3194,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
3195,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
3196,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3197,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3198,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3199,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
3200,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
3201,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3202,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3203,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3204,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3205,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
3206,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
3207,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
3208,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3209,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3210,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3211,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
3212,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
3213,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
3214,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3215,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
3216,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
3217,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
3218,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
3219,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
3220,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
3221,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3222,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
3223,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
3224,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
3225,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
3226,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
3227,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
3228,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3229,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
3230,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
3231,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
3232,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
3233,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
3234,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
3235,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3236,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
3237,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
3238,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
3239,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
3240,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
3241,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
3242,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
3243,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
3244,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
3245,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
3246,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
3247,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
3248,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
3249,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
3250,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
3251,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
3252,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
3253,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
3254,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
3255,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
3256,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
3257,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Built-up
3258,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
3259,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Forest
3260,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
3261,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
3262,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
3263,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
3264,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
3265,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
3266,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
3267,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
3268,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
3269,Bareland,Permanent_ice_and_snow,Water,Water,Water,Built-up
3270,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
3271,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
3272,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
3273,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3274,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
3275,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
3276,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
3277,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
3278,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
3279,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
3280,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
3281,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
3282,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
3283,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
3284,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
3285,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
3286,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
3287,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
3288,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
3289,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
3290,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
3291,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
3292,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
3293,Bareland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3294,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
3295,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
3296,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
3297,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
3298,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3299,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
3300,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
3301,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3302,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
3303,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
3304,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
3305,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
3306,Bareland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3307,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
3308,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
3309,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
3310,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
3311,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3312,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
3313,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
3314,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
3315,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
3316,Bareland,Forest,Grassland,Water,Non_Wetland,Wetland
3317,Bareland,Forest,Grassland,Water,Non_Wetland,Forest
3318,Bareland,Forest,Wetland,NULL,Wetland,Grassland
3319,Bareland,Forest,Wetland,NULL,Wetland,Wetland
3320,Bareland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
3321,Bareland,Forest,Wetland,NULL,Wetland,Bareland
3322,Bareland,Forest,Wetland,NULL,Wetland,Built-up
3323,Bareland,Forest,Wetland,NULL,Wetland,Water
3324,Bareland,Forest,Wetland,NULL,Wetland,Forest
3325,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
3326,Bareland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3327,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
3328,Bareland,Forest,Wetland,Non_Water,Wetland,Water
3329,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
3330,Bareland,Forest,Wetland,Water,Wetland,Grassland
3331,Bareland,Forest,Wetland,Water,Wetland,Wetland
3332,Bareland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
3333,Bareland,Forest,Wetland,Water,Wetland,Bareland
3334,Bareland,Forest,Wetland,Water,Wetland,Water
3335,Bareland,Forest,Wetland,Water,Wetland,Forest
3336,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3337,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3338,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3339,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
3340,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
3341,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3342,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3343,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3344,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3345,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
3346,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3347,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3348,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3349,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
3350,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
3351,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
3352,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3353,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
3354,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
3355,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
3356,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
3357,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
3358,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
3359,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3360,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
3361,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
3362,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
3363,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
3364,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
3365,Bareland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3366,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
3367,Bareland,Forest,Bareland,Water,Non_Wetland,Water
3368,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
3369,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
3370,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
3371,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3372,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
3373,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
3374,Bareland,Forest,Built-up,NULL,Non_Wetland,Water
3375,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
3376,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
3377,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
3378,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
3379,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
3380,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water
3381,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
3382,Bareland,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
3383,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland
3384,Bareland,Forest,Built-up,Water,Non_Wetland,Water
3385,Bareland,Forest,Built-up,Water,Non_Wetland,Forest
3386,Bareland,Forest,Water,NULL,Water,Grassland
3387,Bareland,Forest,Water,NULL,Water,Wetland
3388,Bareland,Forest,Water,NULL,Water,Lichens_and_Mosses
3389,Bareland,Forest,Water,NULL,Water,Bareland
3390,Bareland,Forest,Water,NULL,Water,Water
3391,Bareland,Forest,Water,NULL,Water,Forest
3392,Bareland,Forest,Water,Non_Water,Water,Grassland
3393,Bareland,Forest,Water,Non_Water,Water,Wetland
3394,Bareland,Forest,Water,Non_Water,Water,Lichens_and_Mosses
3395,Bareland,Forest,Water,Non_Water,Water,Water
3396,Bareland,Forest,Water,Non_Water,Water,Forest
3397,Bareland,Forest,Water,Water,Water,Grassland
3398,Bareland,Forest,Water,Water,Water,Wetland
3399,Bareland,Forest,Water,Water,Water,Lichens_and_Mosses
3400,Bareland,Forest,Water,Water,Water,Bareland
3401,Bareland,Forest,Water,Water,Water,Water
3402,Bareland,Forest,Water,Water,Water,Forest
3403,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
3404,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
3405,Bareland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3406,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
3407,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
3408,Bareland,Forest,Forest,NULL,Non_Wetland,Water
3409,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
3410,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
3411,Bareland,Forest,Forest,Non_Water,Non_Wetland,Wetland
3412,Bareland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
3413,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
3414,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
3415,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
3416,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
3417,Bareland,Forest,Forest,Water,Non_Wetland,Wetland
3418,Bareland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
3419,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
3420,Bareland,Forest,Forest,Water,Non_Wetland,Water
3421,Bareland,Forest,Forest,Water,Non_Wetland,Forest
3422,Water,NULL,Wetland,NULL,Wetland,Water
3423,Water,NULL,Wetland,Non_Water,Wetland,Wetland
3424,Water,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3425,Water,NULL,Wetland,Non_Water,Wetland,Water
3426,Water,NULL,Wetland,Water,Wetland,Wetland
3427,Water,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
3428,Water,NULL,Wetland,Water,Wetland,Water
3429,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3430,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3431,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
3432,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
3433,Water,NULL,Bareland,NULL,Non_Wetland,Water
3434,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
3435,Water,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3436,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
3437,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
3438,Water,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3439,Water,NULL,Bareland,Water,Non_Wetland,Water
3440,Water,NULL,Built-up,NULL,Non_Wetland,Water
3441,Water,NULL,Water,NULL,Water,Grassland
3442,Water,NULL,Water,NULL,Water,Wetland
3443,Water,NULL,Water,NULL,Water,Lichens_and_Mosses
3444,Water,NULL,Water,NULL,Water,Water
3445,Water,NULL,Water,Non_Water,Water,Wetland
3446,Water,NULL,Water,Non_Water,Water,Lichens_and_Mosses
3447,Water,NULL,Water,Non_Water,Water,Water
3448,Water,NULL,Water,Water,Water,Wetland
3449,Water,NULL,Water,Water,Water,Lichens_and_Mosses
3450,Water,NULL,Water,Water,Water,Water
3451,Water,NULL,Forest,NULL,Non_Wetland,Water
3452,Water,NULL,Forest,Non_Water,Non_Wetland,Water
3453,Water,NULL,Forest,Water,Non_Wetland,Water
3454,Water,Cropland,Water,Water,Water,Water
3455,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
3456,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
3457,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
3458,Water,Wetland,Wetland,NULL,Wetland,Grassland
3459,Water,Wetland,Wetland,NULL,Wetland,Wetland
3460,Water,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
3461,Water,Wetland,Wetland,NULL,Wetland,Bareland
3462,Water,Wetland,Wetland,NULL,Wetland,Water
3463,Water,Wetland,Wetland,NULL,Wetland,Forest
3464,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
3465,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
3466,Water,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3467,Water,Wetland,Wetland,Non_Water,Wetland,Water
3468,Water,Wetland,Wetland,Water,Wetland,Grassland
3469,Water,Wetland,Wetland,Water,Wetland,Wetland
3470,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
3471,Water,Wetland,Wetland,Water,Wetland,Bareland
3472,Water,Wetland,Wetland,Water,Wetland,Water
3473,Water,Wetland,Wetland,Water,Wetland,Forest
3474,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3475,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
3476,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
3477,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3478,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
3479,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
3480,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
3481,Water,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3482,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
3483,Water,Wetland,Bareland,NULL,Non_Wetland,Water
3484,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
3485,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
3486,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
3487,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
3488,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
3489,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
3490,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
3491,Water,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3492,Water,Wetland,Bareland,Water,Non_Wetland,Water
3493,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
3494,Water,Wetland,Built-up,NULL,Non_Wetland,Water
3495,Water,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
3496,Water,Wetland,Built-up,Water,Non_Wetland,Water
3497,Water,Wetland,Water,NULL,Water,Grassland
3498,Water,Wetland,Water,NULL,Water,Wetland
3499,Water,Wetland,Water,NULL,Water,Lichens_and_Mosses
3500,Water,Wetland,Water,NULL,Water,Bareland
3501,Water,Wetland,Water,NULL,Water,Water
3502,Water,Wetland,Water,NULL,Water,Forest
3503,Water,Wetland,Water,Non_Water,Water,Grassland
3504,Water,Wetland,Water,Non_Water,Water,Wetland
3505,Water,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
3506,Water,Wetland,Water,Non_Water,Water,Water
3507,Water,Wetland,Water,Non_Water,Water,Forest
3508,Water,Wetland,Water,Water,Water,Grassland
3509,Water,Wetland,Water,Water,Water,Wetland
3510,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
3511,Water,Wetland,Water,Water,Water,Bareland
3512,Water,Wetland,Water,Water,Water,Water
3513,Water,Wetland,Water,Water,Water,Forest
3514,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
3515,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
3516,Water,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3517,Water,Wetland,Forest,NULL,Non_Wetland,Water
3518,Water,Wetland,Forest,NULL,Non_Wetland,Forest
3519,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
3520,Water,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
3521,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
