Value,SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,SIBERIA_2024_WorldCover_2021_42WXB_M_R
1228,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1229,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1232,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1233,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1234,Forest,Wetland,Wetland,NULL,Wetland,Bareland
1235,Forest,Wetland,Wetland,NULL,Wetland,Water
1236,Forest,Wetland,Wetland,NULL,Wetland,Forest
1237,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1238,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1239,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1240,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1241,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1242,Forest,Wetland,Wetland,Water,Wetland,Grassland
1243,Forest,Wetland,Wetland,Water,Wetland,Wetland
1244,Forest,Wetland,Wetland,Water,Wetland,Water
1245,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1246,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1247,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1248,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1249,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1250,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1251,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1252,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1253,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1254,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1255,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1256,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1257,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1258,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1259,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1260,Forest,Wetland,Water,NULL,Water,Wetland
1261,Forest,Wetland,Water,NULL,Water,Water
1262,Forest,Wetland,Water,Non_Water,Water,Grassland
1263,Forest,Wetland,Water,Non_Water,Water,Wetland
1264,Forest,Wetland,Water,Non_Water,Water,Water
1265,Forest,Wetland,Water,Water,Water,Wetland
1266,Forest,Wetland,Water,Water,Water,Bareland
1267,Forest,Wetland,Water,Water,Water,Water
1268,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1269,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1270,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1271,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1272,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1273,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1274,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1275,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1276,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1277,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1278,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
1279,Forest,Wetland,Forest,Water,Non_Wetland,Water
1280,Forest,Water,Wetland,Non_Water,Wetland,Water
1281,Forest,Water,Wetland,Water,Wetland,Water
1282,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1283,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1284,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1285,Forest,Water,Forest,Water,Non_Wetland,Water
