Value,SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,SIBERIA_2024_WorldCover_2021_43WFP_M_R
2767,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2768,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2769,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2770,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
2771,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2772,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2773,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2774,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
2775,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2776,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
2777,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2778,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2779,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
2780,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2781,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2782,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
2783,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2784,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
2785,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2786,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
2787,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2788,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2789,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
2790,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
2791,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
2792,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
2793,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2794,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2795,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
2796,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
2797,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
2798,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
2799,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2800,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2801,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
2802,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
2803,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
2804,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
2805,Bareland,Bareland,Water,NULL,Water,Bareland
2806,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
2807,Bareland,Bareland,Water,Non_Water,Water,Bareland
2808,Bareland,Bareland,Water,Water,Water,Grassland
2809,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
2810,Bareland,Bareland,Water,Water,Water,Bareland
2811,Bareland,Bareland,Water,Water,Water,Water
2812,Bareland,Bareland,Water,Water,Water,Permanent_ice_and_snow
2813,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
2814,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland
2815,Bareland,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2816,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2817,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
2818,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
2819,Bareland,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2820,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2821,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2822,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2823,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2824,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
2825,Bareland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2826,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2827,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2828,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
2829,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2830,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
2831,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
2832,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
2833,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
2834,Bareland,Built-up,Wetland,NULL,Wetland,Forest
2835,Bareland,Built-up,Wetland,Non_Water,Wetland,Grassland
2836,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
2837,Bareland,Built-up,Wetland,Water,Wetland,Bareland
2838,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2839,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2840,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2841,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2842,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2843,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
2844,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2845,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2846,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2847,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2848,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2849,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
2850,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2851,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
2852,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2853,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
2854,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2855,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2856,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2857,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
2858,Bareland,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2859,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
2860,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2861,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
2862,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2863,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2864,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
2865,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
2866,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2867,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
2868,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
2869,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2870,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2871,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
2872,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
2873,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
2874,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2875,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
2876,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2877,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2878,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2879,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
2880,Bareland,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2881,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
2882,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2883,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2884,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2885,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2886,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2887,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water
2888,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2889,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
2890,Bareland,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2891,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
2892,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
2893,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
2894,Bareland,Built-up,Built-up,Water,Non_Wetland,Forest
2895,Bareland,Built-up,Water,NULL,Water,Wetland
2896,Bareland,Built-up,Water,NULL,Water,Lichens_and_Mosses
2897,Bareland,Built-up,Water,NULL,Water,Bareland
2898,Bareland,Built-up,Water,Water,Water,Wetland
2899,Bareland,Built-up,Water,Water,Water,Bareland
2900,Bareland,Built-up,Water,Water,Water,Water
2901,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
2902,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
2903,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
2904,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
2905,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
2906,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
2907,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
2908,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Built-up
2909,Bareland,Built-up,Forest,Water,Non_Wetland,Wetland
2910,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
2911,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2912,Bareland,Water,Shrubland,Water,Non_Wetland,Water
2913,Bareland,Water,Grassland,NULL,Non_Wetland,Water
2914,Bareland,Water,Grassland,Water,Non_Wetland,Water
2915,Bareland,Water,Wetland,NULL,Wetland,Grassland
2916,Bareland,Water,Wetland,NULL,Wetland,Wetland
2917,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2918,Bareland,Water,Wetland,NULL,Wetland,Bareland
2919,Bareland,Water,Wetland,NULL,Wetland,Water
2920,Bareland,Water,Wetland,NULL,Wetland,Forest
2921,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
2922,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
2923,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2924,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
2925,Bareland,Water,Wetland,Non_Water,Wetland,Water
2926,Bareland,Water,Wetland,Water,Wetland,Grassland
2927,Bareland,Water,Wetland,Water,Wetland,Wetland
2928,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2929,Bareland,Water,Wetland,Water,Wetland,Bareland
2930,Bareland,Water,Wetland,Water,Wetland,Water
2931,Bareland,Water,Wetland,Water,Wetland,Forest
2932,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2933,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2934,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2935,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2936,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2937,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2938,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2939,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2940,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2941,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2942,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
2943,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2944,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2945,Bareland,Water,Bareland,NULL,Non_Wetland,Water
2946,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
2947,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2948,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2949,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2950,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2951,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
2952,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
2953,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
2954,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
2955,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2956,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2957,Bareland,Water,Bareland,Water,Non_Wetland,Water
2958,Bareland,Water,Bareland,Water,Non_Wetland,Forest
2959,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2960,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
2961,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2962,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2963,Bareland,Water,Built-up,NULL,Non_Wetland,Water
2964,Bareland,Water,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2965,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
2966,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2967,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
2968,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
2969,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2970,Bareland,Water,Built-up,Water,Non_Wetland,Water
2971,Bareland,Water,Water,NULL,Water,Grassland
2972,Bareland,Water,Water,NULL,Water,Wetland
2973,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
2974,Bareland,Water,Water,NULL,Water,Bareland
2975,Bareland,Water,Water,NULL,Water,Water
2976,Bareland,Water,Water,NULL,Water,Forest
2977,Bareland,Water,Water,Non_Water,Water,Grassland
2978,Bareland,Water,Water,Non_Water,Water,Wetland
2979,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
2980,Bareland,Water,Water,Non_Water,Water,Bareland
2981,Bareland,Water,Water,Non_Water,Water,Water
2982,Bareland,Water,Water,Water,Water,Grassland
2983,Bareland,Water,Water,Water,Water,Wetland
2984,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
2985,Bareland,Water,Water,Water,Water,Bareland
2986,Bareland,Water,Water,Water,Water,Water
2987,Bareland,Water,Water,Water,Water,Forest
2988,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
2989,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
2990,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2991,Bareland,Water,Forest,NULL,Non_Wetland,Water
2992,Bareland,Water,Forest,NULL,Non_Wetland,Forest
2993,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
2994,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
2995,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
2996,Bareland,Water,Forest,Water,Non_Wetland,Wetland
2997,Bareland,Water,Forest,Water,Non_Wetland,Bareland
2998,Bareland,Water,Forest,Water,Non_Wetland,Water
2999,Bareland,Water,Forest,Water,Non_Wetland,Forest
3000,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
3001,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
3002,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
3003,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
3004,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
3005,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3006,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
3007,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
3008,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
3009,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
3010,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
3011,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
3012,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
3013,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
3014,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
3015,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
3016,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
3017,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
3018,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
3019,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3020,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3021,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3022,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
3023,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3024,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3025,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3026,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3027,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3028,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
3029,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
3030,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3031,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
3032,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
3033,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
3034,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
3035,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
3036,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
3037,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3038,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
3039,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
3040,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
3041,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
3042,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
3043,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
3044,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3045,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
3046,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
3047,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
3048,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
3049,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
3050,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3051,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
3052,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
3053,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
3054,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
3055,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
3056,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
3057,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
3058,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
3059,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
3060,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
3061,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
3062,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
3063,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
3064,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
3065,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
3066,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
3067,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
3068,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
3069,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
3070,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
3071,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
3072,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3073,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
3074,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
3075,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
3076,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
3077,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
3078,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
3079,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
3080,Bareland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3081,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
3082,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
3083,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
3084,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3085,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
3086,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
3087,Bareland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3088,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
3089,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
3090,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3091,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
3092,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
3093,Bareland,Forest,Grassland,Water,Non_Wetland,Wetland
3094,Bareland,Forest,Grassland,Water,Non_Wetland,Forest
3095,Bareland,Forest,Wetland,NULL,Wetland,Grassland
3096,Bareland,Forest,Wetland,NULL,Wetland,Wetland
3097,Bareland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
3098,Bareland,Forest,Wetland,NULL,Wetland,Bareland
3099,Bareland,Forest,Wetland,NULL,Wetland,Water
3100,Bareland,Forest,Wetland,NULL,Wetland,Forest
3101,Bareland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3102,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
3103,Bareland,Forest,Wetland,Water,Wetland,Grassland
3104,Bareland,Forest,Wetland,Water,Wetland,Wetland
3105,Bareland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
3106,Bareland,Forest,Wetland,Water,Wetland,Bareland
3107,Bareland,Forest,Wetland,Water,Wetland,Water
3108,Bareland,Forest,Wetland,Water,Wetland,Forest
3109,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3110,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3111,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3112,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3113,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
3114,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
3115,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3116,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
3117,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
3118,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
3119,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
3120,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
3121,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
3122,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3123,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
3124,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
3125,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
3126,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
3127,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
3128,Bareland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3129,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
3130,Bareland,Forest,Bareland,Water,Non_Wetland,Water
3131,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
3132,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
3133,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
3134,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3135,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
3136,Bareland,Forest,Built-up,NULL,Non_Wetland,Water
3137,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
3138,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
3139,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
3140,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
3141,Bareland,Forest,Water,NULL,Water,Grassland
3142,Bareland,Forest,Water,NULL,Water,Wetland
3143,Bareland,Forest,Water,NULL,Water,Bareland
3144,Bareland,Forest,Water,NULL,Water,Water
3145,Bareland,Forest,Water,NULL,Water,Forest
