Value,SIBERIA_2024_ESA_CALU_2024_43WFN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFN_M_R,SIBERIA_2024_WorldCover_2021_43WFN_M_R
1238,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1239,Shrubland,Forest,Forest,NULL,Non_Wetland,Bareland
1240,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1241,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1242,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Forest
1243,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1244,Shrubland,Forest,Forest,Water,Non_Wetland,Water
1245,Shrubland,Forest,Forest,Water,Non_Wetland,Forest
1246,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1247,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1248,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1249,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1250,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1251,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1252,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1253,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1254,Wetland,NULL,Wetland,NULL,Wetland,Water
1255,Wetland,NULL,Wetland,NULL,Wetland,Forest
1256,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1257,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1258,Wetland,NULL,Wetland,Water,Wetland,Wetland
1259,Wetland,NULL,Wetland,Water,Wetland,Water
1260,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1261,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1262,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1263,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1264,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1265,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1266,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1267,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1268,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1269,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1270,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1271,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1272,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1273,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1274,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1275,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1276,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1277,Wetland,NULL,Water,Water,Water,Wetland
1278,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1279,Wetland,NULL,Water,Water,Water,Water
1280,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1281,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1282,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1283,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1284,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1285,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1286,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1287,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1288,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1289,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1290,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1291,Wetland,Cropland,Water,Water,Water,Water
1292,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1293,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1294,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1295,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1296,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1297,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1298,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1299,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1300,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1301,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1302,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1303,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1304,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1305,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1306,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1307,Wetland,Wetland,Wetland,NULL,Wetland,Water
1308,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1309,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1310,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1311,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1312,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1313,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1314,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1315,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1316,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1317,Wetland,Wetland,Wetland,Water,Wetland,Water
1318,Wetland,Wetland,Wetland,Water,Wetland,Forest
1319,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1320,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1321,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1322,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1323,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1324,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1325,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1326,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1327,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1328,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1329,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1330,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1331,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1332,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1333,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1334,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1335,Wetland,Wetland,Water,NULL,Water,Grassland
1336,Wetland,Wetland,Water,NULL,Water,Wetland
1337,Wetland,Wetland,Water,NULL,Water,Water
1338,Wetland,Wetland,Water,NULL,Water,Forest
1339,Wetland,Wetland,Water,Non_Water,Water,Wetland
1340,Wetland,Wetland,Water,Non_Water,Water,Water
1341,Wetland,Wetland,Water,Non_Water,Water,Forest
1342,Wetland,Wetland,Water,Water,Water,Grassland
1343,Wetland,Wetland,Water,Water,Water,Wetland
1344,Wetland,Wetland,Water,Water,Water,Water
1345,Wetland,Wetland,Water,Water,Water,Forest
1346,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1347,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1348,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1349,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1350,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1351,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1352,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1353,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1354,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1355,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1356,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1357,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1358,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
1359,Wetland,Bareland,Wetland,NULL,Wetland,Forest
1360,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1361,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1362,Wetland,Bareland,Wetland,Water,Wetland,Water
1363,Wetland,Bareland,Wetland,Water,Wetland,Forest
1364,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1365,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1366,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1367,Wetland,Bareland,Bareland,NULL,Non_Wetland,Forest
1368,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1369,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1370,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1371,Wetland,Bareland,Water,Water,Water,Bareland
1372,Wetland,Bareland,Water,Water,Water,Water
1373,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1374,Wetland,Water,NULL,Water,Non_Wetland,Water
1375,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1376,Wetland,Water,Wetland,NULL,Wetland,Grassland
1377,Wetland,Water,Wetland,NULL,Wetland,Wetland
1378,Wetland,Water,Wetland,NULL,Wetland,Water
1379,Wetland,Water,Wetland,NULL,Wetland,Forest
1380,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1381,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1382,Wetland,Water,Wetland,Non_Water,Wetland,Water
1383,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1384,Wetland,Water,Wetland,Water,Wetland,Grassland
1385,Wetland,Water,Wetland,Water,Wetland,Wetland
1386,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1387,Wetland,Water,Wetland,Water,Wetland,Bareland
1388,Wetland,Water,Wetland,Water,Wetland,Water
1389,Wetland,Water,Wetland,Water,Wetland,Forest
1390,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1391,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1392,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1393,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1394,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1395,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1396,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1397,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1398,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1399,Wetland,Water,Bareland,Water,Non_Wetland,Water
1400,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1401,Wetland,Water,Built-up,Water,Non_Wetland,Water
1402,Wetland,Water,Water,NULL,Water,Grassland
1403,Wetland,Water,Water,NULL,Water,Wetland
1404,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1405,Wetland,Water,Water,NULL,Water,Water
1406,Wetland,Water,Water,NULL,Water,Forest
1407,Wetland,Water,Water,Non_Water,Water,Grassland
1408,Wetland,Water,Water,Non_Water,Water,Bareland
1409,Wetland,Water,Water,Non_Water,Water,Water
1410,Wetland,Water,Water,Non_Water,Water,Forest
1411,Wetland,Water,Water,Water,Water,Grassland
1412,Wetland,Water,Water,Water,Water,Wetland
1413,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1414,Wetland,Water,Water,Water,Water,Bareland
1415,Wetland,Water,Water,Water,Water,Water
1416,Wetland,Water,Water,Water,Water,Forest
1417,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1418,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1419,Wetland,Water,Forest,NULL,Non_Wetland,Water
1420,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1421,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1422,Wetland,Water,Forest,Water,Non_Wetland,Water
1423,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1424,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1425,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1426,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1427,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1428,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1429,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1430,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1431,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1432,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1433,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1434,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1435,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1436,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1437,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1438,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1439,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1440,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1441,Wetland,Forest,Wetland,NULL,Wetland,Water
1442,Wetland,Forest,Wetland,NULL,Wetland,Forest
1443,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1444,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1445,Wetland,Forest,Wetland,Water,Wetland,Wetland
1446,Wetland,Forest,Wetland,Water,Wetland,Water
1447,Wetland,Forest,Wetland,Water,Wetland,Forest
1448,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1449,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1450,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1451,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1452,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1453,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1454,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1455,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1456,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1457,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
1458,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1459,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1460,Wetland,Forest,Water,NULL,Water,Wetland
1461,Wetland,Forest,Water,NULL,Water,Forest
1462,Wetland,Forest,Water,Non_Water,Water,Wetland
1463,Wetland,Forest,Water,Water,Water,Wetland
1464,Wetland,Forest,Water,Water,Water,Water
1465,Wetland,Forest,Water,Water,Water,Forest
1466,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1467,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1468,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1469,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1470,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1471,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1472,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1473,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
1474,Wetland,Forest,Forest,Water,Non_Wetland,Water
1475,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1480,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1481,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1482,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1483,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1484,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1485,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1486,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1487,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1488,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1489,Bareland,NULL,Wetland,NULL,Wetland,Water
1490,Bareland,NULL,Wetland,NULL,Wetland,Forest
1491,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1492,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1493,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1494,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1495,Bareland,NULL,Wetland,Water,Wetland,Water
1496,Bareland,NULL,Wetland,Water,Wetland,Forest
1497,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1498,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1499,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1500,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1501,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1502,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1503,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1504,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
1505,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1506,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1507,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1508,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1509,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1510,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1511,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1512,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1513,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1514,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1515,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1516,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1517,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1518,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1519,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1520,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1521,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1522,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1523,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1524,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1525,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1526,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1527,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1528,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1529,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1530,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1531,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1532,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1533,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1534,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1535,Bareland,NULL,Water,NULL,Water,Water
1536,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1537,Bareland,NULL,Water,Water,Water,Bareland
1538,Bareland,NULL,Water,Water,Water,Water
1539,Bareland,NULL,Water,Water,Water,Forest
1540,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1541,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1542,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1543,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1544,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1545,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1546,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1547,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1548,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1549,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1550,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1551,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1552,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1553,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1554,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1555,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1556,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1557,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1558,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
1559,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1560,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1561,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1562,Bareland,Wetland,Wetland,NULL,Wetland,Water
1563,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1564,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1565,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1566,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1567,Bareland,Wetland,Wetland,Water,Wetland,Water
1568,Bareland,Wetland,Wetland,Water,Wetland,Forest
1569,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1570,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1571,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1572,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1573,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1574,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1575,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1576,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1577,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1578,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1579,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1580,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
1581,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1582,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1583,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1584,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1585,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1586,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1587,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1588,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1589,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1590,Bareland,Wetland,Bareland,Water,Non_Wetland,Built-up
1591,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1592,Bareland,Wetland,Bareland,Water,Non_Wetland,Forest
1593,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1594,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1595,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1596,Bareland,Wetland,Built-up,NULL,Non_Wetland,Forest
1597,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1598,Bareland,Wetland,Water,NULL,Water,Grassland
1599,Bareland,Wetland,Water,NULL,Water,Wetland
1600,Bareland,Wetland,Water,NULL,Water,Water
1601,Bareland,Wetland,Water,NULL,Water,Forest
1602,Bareland,Wetland,Water,Water,Water,Grassland
1603,Bareland,Wetland,Water,Water,Water,Wetland
1604,Bareland,Wetland,Water,Water,Water,Water
1605,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1606,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1607,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1608,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1609,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1610,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1611,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1612,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1613,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1614,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
1615,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1616,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1617,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1618,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1619,Bareland,Bareland,Wetland,NULL,Wetland,Water
1620,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1621,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1622,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1623,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1624,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1625,Bareland,Bareland,Wetland,Water,Wetland,Water
1626,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1627,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1628,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1629,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1630,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1631,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1632,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1633,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1634,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1635,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1636,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1637,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1638,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1639,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1640,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1641,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1642,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1643,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1644,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1645,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1646,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1647,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
