Value,SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,SIBERIA_2024_WorldCover_2021_42WWD_M_R
1149,Wetland,Wetland,Wetland,NULL,Wetland,Water
1150,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1151,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1152,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1153,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1154,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1155,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1156,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1157,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1158,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1159,Wetland,Wetland,Wetland,Water,Wetland,Water
1160,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1161,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1162,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1163,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1164,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1165,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1166,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1167,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1168,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1169,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1170,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1171,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1172,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1173,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1174,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1175,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1176,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1177,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1178,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1179,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1180,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1181,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1182,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1183,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1184,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1185,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1186,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1187,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1188,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1189,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1190,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1191,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1192,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1193,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1194,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1195,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1196,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1197,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1198,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1199,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1200,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1201,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1202,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1203,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1204,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1205,Wetland,Wetland,Water,NULL,Water,Grassland
1206,Wetland,Wetland,Water,NULL,Water,Wetland
1207,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1208,Wetland,Wetland,Water,NULL,Water,Bareland
1209,Wetland,Wetland,Water,NULL,Water,Water
1210,Wetland,Wetland,Water,Non_Water,Water,Grassland
1211,Wetland,Wetland,Water,Non_Water,Water,Wetland
1212,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1213,Wetland,Wetland,Water,Non_Water,Water,Bareland
1214,Wetland,Wetland,Water,Non_Water,Water,Water
1215,Wetland,Wetland,Water,Water,Water,Grassland
1216,Wetland,Wetland,Water,Water,Water,Wetland
1217,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1218,Wetland,Wetland,Water,Water,Water,Bareland
1219,Wetland,Wetland,Water,Water,Water,Water
1220,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1221,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1222,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1223,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1224,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1225,Wetland,Bareland,Wetland,Water,Wetland,Water
1226,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1227,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1228,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1229,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1230,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1231,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1232,Wetland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1233,Wetland,Bareland,Water,NULL,Water,Water
1234,Wetland,Bareland,Water,Non_Water,Water,Water
1235,Wetland,Bareland,Water,Water,Water,Wetland
1236,Wetland,Bareland,Water,Water,Water,Lichens_and_Mosses
1237,Wetland,Bareland,Water,Water,Water,Bareland
1238,Wetland,Bareland,Water,Water,Water,Water
1239,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1240,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1241,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1242,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1243,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1244,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1245,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1246,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1247,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1248,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1249,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1250,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1251,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1252,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1253,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1254,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1255,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1256,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1257,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1258,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1259,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1260,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1261,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1262,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1263,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1264,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1265,Wetland,Water,Grassland,Water,Non_Wetland,Water
1266,Wetland,Water,Wetland,NULL,Wetland,Grassland
1267,Wetland,Water,Wetland,NULL,Wetland,Wetland
1268,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1269,Wetland,Water,Wetland,NULL,Wetland,Bareland
1270,Wetland,Water,Wetland,NULL,Wetland,Water
1271,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1272,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1273,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1274,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1275,Wetland,Water,Wetland,Non_Water,Wetland,Water
1276,Wetland,Water,Wetland,Water,Wetland,Grassland
1277,Wetland,Water,Wetland,Water,Wetland,Wetland
1278,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1279,Wetland,Water,Wetland,Water,Wetland,Bareland
1280,Wetland,Water,Wetland,Water,Wetland,Water
1281,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1282,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1283,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1284,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1285,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1286,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1287,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1288,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1289,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1290,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1291,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1292,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1293,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1294,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1295,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1296,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1297,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1298,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1299,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1300,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1301,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1302,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1303,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1304,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1305,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1306,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1307,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1308,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1309,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1310,Wetland,Water,Bareland,Water,Non_Wetland,Water
1311,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1312,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1313,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1314,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1315,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1316,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1317,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1318,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1319,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1320,Wetland,Water,Built-up,Water,Non_Wetland,Water
1321,Wetland,Water,Water,NULL,Water,Grassland
1322,Wetland,Water,Water,NULL,Water,Wetland
1323,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1324,Wetland,Water,Water,NULL,Water,Bareland
1325,Wetland,Water,Water,NULL,Water,Water
1326,Wetland,Water,Water,Non_Water,Water,Grassland
1327,Wetland,Water,Water,Non_Water,Water,Wetland
1328,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1329,Wetland,Water,Water,Non_Water,Water,Bareland
1330,Wetland,Water,Water,Non_Water,Water,Water
1331,Wetland,Water,Water,Water,Water,Grassland
1332,Wetland,Water,Water,Water,Water,Wetland
1333,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1334,Wetland,Water,Water,Water,Water,Bareland
1335,Wetland,Water,Water,Water,Water,Water
1336,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1337,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1338,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1339,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1340,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1341,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1342,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1343,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1344,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1345,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1346,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1347,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1348,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1349,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
1350,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1351,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1352,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1353,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1354,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1355,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1356,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1357,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1358,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1359,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1360,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1361,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1362,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1363,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1364,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1365,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1366,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1367,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1368,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1369,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1370,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1371,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1372,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1373,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1374,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1375,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1376,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1377,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1378,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1379,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1380,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1381,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1382,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1383,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1384,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1385,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1386,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1387,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1388,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1389,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1390,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1391,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1392,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1393,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1394,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1395,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1396,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1397,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1398,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1399,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1400,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1401,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1402,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1403,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1404,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1405,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1406,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1407,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1408,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1409,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1410,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1411,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1412,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1413,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1414,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1415,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1416,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1417,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1418,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1419,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1420,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1421,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1422,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1423,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1424,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1425,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1426,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1427,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1428,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1429,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1433,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1434,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1435,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1436,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1437,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1438,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1439,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1440,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1441,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1442,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1443,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1444,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1445,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1446,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1447,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1448,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1449,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1450,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1451,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1452,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1453,Bareland,NULL,Wetland,NULL,Wetland,Water
1454,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1455,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1456,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1457,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1458,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1459,Bareland,NULL,Wetland,Water,Wetland,Grassland
1460,Bareland,NULL,Wetland,Water,Wetland,Wetland
1461,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1462,Bareland,NULL,Wetland,Water,Wetland,Bareland
1463,Bareland,NULL,Wetland,Water,Wetland,Water
1464,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1465,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1466,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1467,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1468,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1469,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1470,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
1471,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1472,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1473,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1474,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1475,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1476,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1477,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1478,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1479,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1480,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1481,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1482,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1483,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1484,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1485,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1486,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1487,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1488,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1489,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1490,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1491,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1492,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1493,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1494,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1495,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1496,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1497,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1498,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1499,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1500,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1501,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1502,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1503,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1504,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1505,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1506,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1507,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1508,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1509,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1510,Bareland,NULL,Water,NULL,Water,Grassland
1511,Bareland,NULL,Water,NULL,Water,Wetland
1512,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1513,Bareland,NULL,Water,NULL,Water,Water
1514,Bareland,NULL,Water,Non_Water,Water,Grassland
1515,Bareland,NULL,Water,Non_Water,Water,Wetland
1516,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1517,Bareland,NULL,Water,Non_Water,Water,Bareland
1518,Bareland,NULL,Water,Non_Water,Water,Water
1519,Bareland,NULL,Water,Water,Water,Grassland
1520,Bareland,NULL,Water,Water,Water,Wetland
1521,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
