Value,SIBERIA_2024_ESA_CALU_2024_43WFQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_WorldCover_2021_43WFQ_M_R
1593,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1594,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1595,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1596,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1597,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1598,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1599,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1600,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1601,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1602,Bareland,Wetland,Wetland,Water,Wetland,Water
1603,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1604,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1605,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1606,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1607,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1608,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1609,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1610,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1611,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1612,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1613,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1614,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1615,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1616,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1617,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
1618,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1619,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1620,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1621,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1622,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1623,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1624,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1625,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1626,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1627,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1628,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1629,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1630,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1631,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1632,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1633,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1634,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1635,Bareland,Wetland,Water,NULL,Water,Grassland
1636,Bareland,Wetland,Water,NULL,Water,Wetland
1637,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1638,Bareland,Wetland,Water,NULL,Water,Water
1639,Bareland,Wetland,Water,Non_Water,Water,Wetland
1640,Bareland,Wetland,Water,Non_Water,Water,Water
1641,Bareland,Wetland,Water,Water,Water,Grassland
1642,Bareland,Wetland,Water,Water,Water,Wetland
1643,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1644,Bareland,Wetland,Water,Water,Water,Water
1645,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1646,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1647,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1648,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1649,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1650,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1651,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1652,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1653,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1654,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1655,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1656,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1657,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1658,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1659,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1660,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1661,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1662,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1663,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1664,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1665,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1666,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1667,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1668,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1669,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1670,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1671,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1672,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1673,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1674,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1675,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1676,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1677,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1678,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1679,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1680,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1681,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1682,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1683,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1684,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1685,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1686,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1687,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1688,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1689,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1690,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1691,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1692,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1693,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1694,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1695,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1696,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1697,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1698,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1699,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1700,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1701,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1702,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1703,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1704,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1705,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1706,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1707,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1708,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1709,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1710,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1711,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1712,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1713,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1714,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1715,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1716,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
1717,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1718,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1719,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1720,Bareland,Water,Wetland,NULL,Wetland,Grassland
1721,Bareland,Water,Wetland,NULL,Wetland,Water
1722,Bareland,Water,Wetland,Water,Wetland,Water
1723,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1724,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1725,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1726,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1727,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1728,Bareland,Water,Bareland,Water,Non_Wetland,Water
1729,Bareland,Water,Water,Water,Water,Water
1730,Bareland,Water,Forest,Water,Non_Wetland,Water
1731,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1732,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1733,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1734,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1735,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1736,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1737,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1738,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1739,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1740,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1741,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1742,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1743,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1744,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1745,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1746,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1747,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1748,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1749,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1750,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1751,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1752,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1753,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1754,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1755,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1756,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1757,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1758,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1759,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1760,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1761,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1762,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1763,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1764,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1765,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1766,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1767,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
1768,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1769,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
1770,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1771,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1772,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1773,Bareland,Forest,Water,NULL,Water,Wetland
1774,Bareland,Forest,Water,Non_Water,Water,Wetland
1775,Bareland,Forest,Water,Water,Water,Grassland
1776,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1777,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1778,Water,NULL,Wetland,NULL,Wetland,Water
1779,Water,NULL,Water,NULL,Water,Water
1780,Water,NULL,Water,Water,Water,Water
1781,Water,NULL,Forest,NULL,Non_Wetland,Water
1782,Water,Wetland,Wetland,NULL,Wetland,Wetland
1783,Water,Wetland,Wetland,NULL,Wetland,Water
1784,Water,Wetland,Wetland,Non_Water,Wetland,Water
1785,Water,Wetland,Wetland,Water,Wetland,Wetland
1786,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1787,Water,Wetland,Wetland,Water,Wetland,Water
1788,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1789,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1790,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1791,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1792,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1793,Water,Wetland,Bareland,Water,Non_Wetland,Water
1794,Water,Wetland,Water,NULL,Water,Grassland
1795,Water,Wetland,Water,NULL,Water,Wetland
1796,Water,Wetland,Water,NULL,Water,Water
1797,Water,Wetland,Water,Non_Water,Water,Wetland
1798,Water,Wetland,Water,Non_Water,Water,Water
1799,Water,Wetland,Water,Water,Water,Grassland
1800,Water,Wetland,Water,Water,Water,Wetland
1801,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
1802,Water,Wetland,Water,Water,Water,Water
1803,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1804,Water,Wetland,Forest,NULL,Non_Wetland,Water
1805,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1806,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1807,Water,Wetland,Forest,Water,Non_Wetland,Water
1808,Water,Bareland,Water,Water,Water,Water
1809,Water,Built-up,Bareland,Water,Non_Wetland,Water
1810,Water,Water,Wetland,Non_Water,Wetland,Water
1811,Water,Water,Wetland,Water,Wetland,Water
1812,Water,Water,Bareland,NULL,Non_Wetland,Water
1813,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1814,Water,Water,Bareland,Water,Non_Wetland,Water
1815,Water,Water,Water,NULL,Water,Grassland
1816,Water,Water,Water,NULL,Water,Wetland
1817,Water,Water,Water,NULL,Water,Lichens_and_Mosses
1818,Water,Water,Water,NULL,Water,Water
1819,Water,Water,Water,Non_Water,Water,Wetland
1820,Water,Water,Water,Non_Water,Water,Water
1821,Water,Water,Water,Water,Water,Wetland
1822,Water,Water,Water,Water,Water,Lichens_and_Mosses
1823,Water,Water,Water,Water,Water,Water
1824,Water,Water,Forest,NULL,Non_Wetland,Water
1825,Water,Water,Forest,Water,Non_Wetland,Water
1826,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1827,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1828,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1829,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1830,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1831,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1832,Forest,NULL,Wetland,NULL,Wetland,Bareland
1833,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1834,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1835,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1836,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1837,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1838,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1839,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1840,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1841,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1842,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1843,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1844,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1845,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1846,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1847,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1848,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1849,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1850,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1851,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1852,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1853,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1854,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1855,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1856,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1857,Forest,Wetland,Wetland,NULL,Wetland,Water
1858,Forest,Wetland,Wetland,NULL,Wetland,Forest
1859,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1860,Forest,Wetland,Wetland,Water,Wetland,Wetland
1861,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1862,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1863,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1864,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1865,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1866,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1867,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1868,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1869,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1870,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1871,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1872,Forest,Wetland,Water,NULL,Water,Wetland
1873,Forest,Wetland,Water,NULL,Water,Water
1874,Forest,Wetland,Water,Non_Water,Water,Wetland
1875,Forest,Wetland,Water,Water,Water,Wetland
1876,Forest,Wetland,Water,Water,Water,Water
1877,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1878,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1879,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1880,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1881,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1882,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1883,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1884,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1885,Forest,Wetland,Forest,Water,Non_Wetland,Water
1886,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1887,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1888,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1889,Forest,Water,Wetland,NULL,Wetland,Water
1890,Forest,Water,Bareland,Water,Non_Wetland,Water
1891,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1892,Forest,Water,Forest,Water,Non_Wetland,Water
1893,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1894,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1895,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1896,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1897,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1898,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1899,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1900,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1901,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1902,Forest,Forest,Wetland,NULL,Wetland,Wetland
1903,Forest,Forest,Wetland,NULL,Wetland,Bareland
1904,Forest,Forest,Wetland,NULL,Wetland,Water
1905,Forest,Forest,Wetland,NULL,Wetland,Forest
1906,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1907,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1908,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1909,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1910,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1911,Forest,Forest,Forest,NULL,Non_Wetland,Water
1912,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1913,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
