Value,SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,SIBERIA_2024_WorldCover_2021_41WPS_M_R
1192,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1193,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1194,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1195,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1196,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1197,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1198,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1199,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1200,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1201,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1202,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1203,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1204,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1205,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1206,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1207,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1208,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1209,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1210,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1211,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1212,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1213,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1214,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1215,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1216,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1217,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1218,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1219,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1220,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1221,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1222,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1223,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1224,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1225,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1226,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1227,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1228,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1229,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1230,Wetland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1231,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1232,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1233,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1234,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1235,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1236,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1237,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1238,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1239,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1240,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1241,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1242,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1243,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1244,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1245,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1246,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1247,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1248,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1249,Wetland,NULL,Wetland,NULL,Wetland,Water
1250,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1251,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1252,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1253,Wetland,NULL,Wetland,Water,Wetland,Grassland
1254,Wetland,NULL,Wetland,Water,Wetland,Wetland
1255,Wetland,NULL,Wetland,Water,Wetland,Water
1256,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1257,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1258,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1259,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1260,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1261,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1262,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1263,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1264,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1265,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1266,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1267,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1268,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1269,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1270,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1271,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1272,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1273,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1274,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1275,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1276,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1277,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1278,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1279,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1280,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1281,Wetland,NULL,Water,NULL,Water,Grassland
1282,Wetland,NULL,Water,NULL,Water,Wetland
1283,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1284,Wetland,NULL,Water,NULL,Water,Water
1285,Wetland,NULL,Water,Non_Water,Water,Grassland
1286,Wetland,NULL,Water,Non_Water,Water,Wetland
1287,Wetland,NULL,Water,Non_Water,Water,Water
1288,Wetland,NULL,Water,Water,Water,Grassland
1289,Wetland,NULL,Water,Water,Water,Wetland
1290,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1291,Wetland,NULL,Water,Water,Water,Water
1292,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1293,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1294,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1295,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1296,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1297,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1298,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1299,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1300,Wetland,NULL,Forest,Water,Non_Wetland,Water
1301,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1302,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1303,Wetland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1304,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1305,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1306,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1307,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1308,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1309,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1310,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1311,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1312,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1313,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1314,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1315,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1316,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1317,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1318,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1319,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1320,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1321,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1322,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1323,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1324,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1325,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1326,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1327,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1328,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1329,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1330,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1331,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1332,Wetland,Wetland,Wetland,NULL,Wetland,Water
1333,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1334,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1335,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1336,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1337,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1338,Wetland,Wetland,Wetland,Water,NULL,Water
1339,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1340,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1341,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1342,Wetland,Wetland,Wetland,Water,Wetland,Water
1343,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1344,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1345,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1346,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1347,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1348,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1349,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1350,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1351,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1352,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1353,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1354,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1355,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1356,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1357,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1358,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1359,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1360,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1361,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1362,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1363,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1364,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1365,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1366,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1367,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1368,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1369,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1370,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1371,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1372,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1373,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1374,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1375,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1376,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1377,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1378,Wetland,Wetland,Water,NULL,Water,Grassland
1379,Wetland,Wetland,Water,NULL,Water,Wetland
1380,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1381,Wetland,Wetland,Water,NULL,Water,Bareland
1382,Wetland,Wetland,Water,NULL,Water,Water
1383,Wetland,Wetland,Water,Non_Water,NULL,Water
1384,Wetland,Wetland,Water,Non_Water,Water,Grassland
1385,Wetland,Wetland,Water,Non_Water,Water,Wetland
1386,Wetland,Wetland,Water,Non_Water,Water,Water
1387,Wetland,Wetland,Water,Water,NULL,Wetland
1388,Wetland,Wetland,Water,Water,NULL,Water
1389,Wetland,Wetland,Water,Water,Water,Grassland
1390,Wetland,Wetland,Water,Water,Water,Wetland
1391,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1392,Wetland,Wetland,Water,Water,Water,Bareland
1393,Wetland,Wetland,Water,Water,Water,Water
1394,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1395,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1396,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1397,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1398,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1399,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1400,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1401,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1402,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1403,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1404,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1405,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1406,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1407,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1408,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
1409,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1410,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1411,Wetland,Bareland,Wetland,Water,Wetland,Water
1412,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1413,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1414,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1415,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1416,Wetland,Bareland,Water,NULL,Water,Wetland
1417,Wetland,Bareland,Water,NULL,Water,Water
1418,Wetland,Bareland,Water,Water,NULL,Water
1419,Wetland,Bareland,Water,Water,Water,Wetland
1420,Wetland,Bareland,Water,Water,Water,Water
1421,Wetland,Bareland,Forest,NULL,Non_Wetland,Wetland
1422,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Water
1423,Wetland,Bareland,Forest,Water,Non_Wetland,Wetland
1424,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland
1425,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1426,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1427,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1428,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1429,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1430,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1431,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1432,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1433,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1434,Wetland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1435,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1436,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1437,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1438,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1439,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1440,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1441,Wetland,Water,NULL,Water,Non_Wetland,Water
1442,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1443,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1444,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1445,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1446,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1447,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1448,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1449,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1450,Wetland,Water,Wetland,NULL,NULL,Bareland
1451,Wetland,Water,Wetland,NULL,Wetland,Grassland
1452,Wetland,Water,Wetland,NULL,Wetland,Wetland
1453,Wetland,Water,Wetland,NULL,Wetland,Bareland
1454,Wetland,Water,Wetland,NULL,Wetland,Water
1455,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1456,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1457,Wetland,Water,Wetland,Non_Water,Wetland,Water
1458,Wetland,Water,Wetland,Water,NULL,Bareland
1459,Wetland,Water,Wetland,Water,NULL,Water
1460,Wetland,Water,Wetland,Water,Wetland,Grassland
1461,Wetland,Water,Wetland,Water,Wetland,Wetland
1462,Wetland,Water,Wetland,Water,Wetland,Bareland
1463,Wetland,Water,Wetland,Water,Wetland,Water
1464,Wetland,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
1465,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1466,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1467,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1468,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1469,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1470,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1471,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1472,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1473,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1474,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1475,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1476,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1477,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1478,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1479,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1480,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1481,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1482,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1483,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1484,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1485,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1486,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1487,Wetland,Water,Bareland,Water,Non_Wetland,Water
1488,Wetland,Water,Built-up,Water,Non_Wetland,Water
1489,Wetland,Water,Water,NULL,NULL,Water
1490,Wetland,Water,Water,NULL,Water,Grassland
1491,Wetland,Water,Water,NULL,Water,Wetland
1492,Wetland,Water,Water,NULL,Water,Water
1493,Wetland,Water,Water,Non_Water,Water,Grassland
1494,Wetland,Water,Water,Non_Water,Water,Wetland
1495,Wetland,Water,Water,Non_Water,Water,Water
1496,Wetland,Water,Water,Water,NULL,Water
1497,Wetland,Water,Water,Water,Water,Grassland
1498,Wetland,Water,Water,Water,Water,Wetland
1499,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1500,Wetland,Water,Water,Water,Water,Water
1501,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1502,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1503,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1504,Wetland,Water,Forest,NULL,Non_Wetland,Water
1505,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1506,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1507,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1508,Wetland,Water,Forest,Water,Non_Wetland,Water
1509,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1510,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1511,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1512,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1513,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1514,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1515,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1516,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1517,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1518,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1519,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1520,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1521,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1522,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1523,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1524,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1525,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1526,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1527,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1528,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1529,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1530,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1531,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1532,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1533,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1534,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1535,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1536,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1537,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1538,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1539,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1540,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1541,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1542,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1543,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1544,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1545,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1546,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1547,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Water
1548,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1549,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1550,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1551,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1552,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1553,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1554,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1555,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1556,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1557,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1563,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1564,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1565,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1566,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1567,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1568,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1569,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1570,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1571,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1572,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1573,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1574,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1575,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
