Value,SIBERIA_2024_ESA_CALU_2024_44WPD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPD_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPD_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPD_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPD_M_R,SIBERIA_2024_WorldCover_2021_44WPD_M_R
1206,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1207,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1208,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1209,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1210,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1211,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1212,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1213,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1214,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1215,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1216,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1217,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1218,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1219,Wetland,Water,Bareland,Water,Non_Wetland,Water
1220,Wetland,Water,Water,NULL,Water,Grassland
1221,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1222,Wetland,Water,Water,NULL,Water,Water
1223,Wetland,Water,Water,Non_Water,Water,Water
1224,Wetland,Water,Water,Water,Water,Grassland
1225,Wetland,Water,Water,Water,Water,Wetland
1226,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1227,Wetland,Water,Water,Water,Water,Water
1228,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1229,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1230,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1231,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1232,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1233,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1234,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1235,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1236,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1237,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1238,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1239,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1240,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1241,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1242,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1243,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1244,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1245,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1246,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1247,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1248,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1249,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1250,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1251,Bareland,NULL,Wetland,NULL,Wetland,Water
1252,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1253,Bareland,NULL,Wetland,Water,Wetland,Bareland
1254,Bareland,NULL,Wetland,Water,Wetland,Water
1255,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1256,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1257,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1258,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1259,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1260,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1261,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1262,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1263,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1264,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1265,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1266,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1267,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1268,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1269,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1270,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1271,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1272,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1273,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1274,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1275,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1276,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1277,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1278,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1279,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1280,Bareland,NULL,Water,Non_Water,Water,Grassland
1281,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1282,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1283,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1284,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1285,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1286,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1287,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1288,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1289,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1290,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1291,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1292,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1293,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1294,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1295,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1296,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1297,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1298,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1299,Bareland,Wetland,Wetland,NULL,Wetland,Water
1300,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1301,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1302,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1303,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1304,Bareland,Wetland,Wetland,Water,Wetland,Water
1305,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1306,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1307,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1308,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1309,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1310,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1311,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1312,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1313,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1314,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1315,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1316,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1317,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1318,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1319,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1320,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1321,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1322,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1323,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1324,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1325,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1326,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1327,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1328,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1329,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1330,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1331,Bareland,Wetland,Water,NULL,Water,Water
1332,Bareland,Wetland,Water,Water,Water,Grassland
1333,Bareland,Wetland,Water,Water,Water,Water
1334,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1335,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1336,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1337,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1338,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1339,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1340,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1341,Bareland,Bareland,Wetland,NULL,Wetland,Water
1342,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1343,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1344,Bareland,Bareland,Wetland,Water,Wetland,Water
1345,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1346,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1347,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1348,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1349,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1350,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1351,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1352,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1353,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1354,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1355,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1356,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1357,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1358,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1359,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1360,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1361,Bareland,Bareland,Water,Water,Water,Water
1362,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1363,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1364,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1365,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1366,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1367,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1368,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1369,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1370,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1371,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1372,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1373,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1374,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1375,Bareland,Water,Wetland,NULL,Wetland,Water
1376,Bareland,Water,Wetland,Non_Water,Wetland,Water
1377,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1378,Bareland,Water,Wetland,Water,Wetland,Bareland
1379,Bareland,Water,Wetland,Water,Wetland,Water
1380,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1381,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1382,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1383,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1384,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1385,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1386,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1387,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1388,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1389,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1390,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1391,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1392,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1393,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1394,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1395,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1396,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1397,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1398,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1399,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1400,Bareland,Water,Bareland,Water,Non_Wetland,Water
1401,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1402,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1403,Bareland,Water,Built-up,Water,Non_Wetland,Water
1404,Bareland,Water,Water,NULL,Water,Water
1405,Bareland,Water,Water,Water,Water,Wetland
1406,Bareland,Water,Water,Water,Water,Water
1407,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1408,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1409,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1410,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1411,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1412,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1413,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1414,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1415,Water,Wetland,Wetland,Non_Water,Wetland,Water
1416,Water,Wetland,Wetland,Water,Wetland,Water
1417,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1418,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1419,Water,Wetland,Water,NULL,Water,Water
1420,Water,Wetland,Water,Non_Water,Water,Water
1421,Water,Wetland,Water,Water,Water,Water
1422,Water,Water,Shrubland,NULL,Non_Wetland,Water
1423,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1424,Water,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1425,Water,Water,Shrubland,Water,Non_Wetland,Water
1426,Water,Water,Wetland,NULL,Wetland,Water
1427,Water,Water,Wetland,Non_Water,Wetland,Water
1428,Water,Water,Wetland,Water,Wetland,Water
1429,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1430,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1431,Water,Water,Bareland,NULL,Non_Wetland,Water
1432,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1433,Water,Water,Bareland,Water,Non_Wetland,Water
1434,Water,Water,Water,NULL,Water,Water
1435,Water,Water,Water,Non_Water,Water,Water
1436,Water,Water,Water,Water,Water,Lichens_and_Mosses
1437,Water,Water,Water,Water,Water,Water
1438,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1439,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1440,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1441,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1442,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1443,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1444,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1445,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1446,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1447,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1448,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1449,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1450,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1451,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1452,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1453,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1454,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1455,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1456,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1457,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1458,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1459,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1460,Forest,Wetland,Wetland,Water,Wetland,Wetland
1461,Forest,Wetland,Water,NULL,Water,Forest
1462,Forest,Wetland,Water,Water,Water,Water
1463,Forest,Water,Shrubland,Water,Non_Wetland,Water
1464,Forest,Water,Wetland,Water,Wetland,Water
1465,Forest,Water,Water,NULL,Water,Water
1466,Forest,Water,Water,Water,Water,Grassland
1467,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1470,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1471,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1472,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
