Value,SIBERIA_2024_ESA_CALU_2024_44WND_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,SIBERIA_2024_WorldCover_2021_44WND_M_R
1225,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1226,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1227,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1228,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1229,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1230,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1231,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1232,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1233,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1234,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1235,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1236,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1237,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1238,Wetland,NULL,Water,Water,Water,Grassland
1239,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1240,Wetland,NULL,Water,Water,Water,Water
1241,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1242,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1243,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1244,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1245,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1246,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1247,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1248,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1249,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1250,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1251,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1252,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1253,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1254,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1255,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1256,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1257,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1258,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1259,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1260,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1261,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1262,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1263,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1264,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1265,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1266,Wetland,Wetland,Wetland,NULL,Wetland,Water
1267,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1268,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1269,Wetland,Wetland,Wetland,Water,NULL,Wetland
1270,Wetland,Wetland,Wetland,Water,NULL,Water
1271,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1272,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1273,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1274,Wetland,Wetland,Wetland,Water,Wetland,Water
1275,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1276,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1277,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1278,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1279,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1280,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1281,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1282,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1283,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1284,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1285,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1286,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1287,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1288,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1289,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1290,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1291,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1292,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1293,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1294,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1295,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1296,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1297,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1298,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1299,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1300,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1301,Wetland,Wetland,Water,NULL,Water,Grassland
1302,Wetland,Wetland,Water,NULL,Water,Wetland
1303,Wetland,Wetland,Water,NULL,Water,Water
1304,Wetland,Wetland,Water,Non_Water,Water,Grassland
1305,Wetland,Wetland,Water,Non_Water,Water,Wetland
1306,Wetland,Wetland,Water,Non_Water,Water,Water
1307,Wetland,Wetland,Water,Water,NULL,Water
1308,Wetland,Wetland,Water,Water,Water,Grassland
1309,Wetland,Wetland,Water,Water,Water,Wetland
1310,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1311,Wetland,Wetland,Water,Water,Water,Water
1312,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1313,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1314,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1315,Wetland,Bareland,Wetland,Water,NULL,Water
1316,Wetland,Bareland,Wetland,Water,Wetland,Water
1317,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1318,Wetland,Bareland,Water,Water,NULL,Water
1319,Wetland,Bareland,Water,Water,Water,Water
1320,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1321,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1322,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1323,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1324,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1325,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1326,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1327,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1328,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1329,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1330,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1331,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1332,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1333,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1334,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1335,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1336,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1337,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1338,Wetland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1339,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1340,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1341,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1342,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1343,Wetland,Water,Grassland,Water,Non_Wetland,Water
1344,Wetland,Water,Wetland,NULL,Wetland,Grassland
1345,Wetland,Water,Wetland,NULL,Wetland,Wetland
1346,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1347,Wetland,Water,Wetland,NULL,Wetland,Bareland
1348,Wetland,Water,Wetland,NULL,Wetland,Water
1349,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1350,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1351,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1352,Wetland,Water,Wetland,Non_Water,Wetland,Water
1353,Wetland,Water,Wetland,Water,NULL,Bareland
1354,Wetland,Water,Wetland,Water,NULL,Water
1355,Wetland,Water,Wetland,Water,Wetland,Grassland
1356,Wetland,Water,Wetland,Water,Wetland,Wetland
1357,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1358,Wetland,Water,Wetland,Water,Wetland,Bareland
1359,Wetland,Water,Wetland,Water,Wetland,Water
1360,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1361,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1362,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1363,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1364,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1365,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1366,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1367,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1368,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1369,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1370,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1371,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1372,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1373,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1374,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1375,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1376,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1377,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1378,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1379,Wetland,Water,Bareland,Water,Non_Wetland,Water
1380,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1381,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1382,Wetland,Water,Built-up,Water,Non_Wetland,Water
1383,Wetland,Water,Water,NULL,Water,Grassland
1384,Wetland,Water,Water,NULL,Water,Wetland
1385,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1386,Wetland,Water,Water,NULL,Water,Water
1387,Wetland,Water,Water,Non_Water,Water,Water
1388,Wetland,Water,Water,Water,NULL,Bareland
1389,Wetland,Water,Water,Water,NULL,Water
1390,Wetland,Water,Water,Water,Water,Grassland
1391,Wetland,Water,Water,Water,Water,Wetland
1392,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1393,Wetland,Water,Water,Water,Water,Water
1394,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1395,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1396,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1397,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1398,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1399,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1400,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1401,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1402,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1403,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1404,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1405,Wetland,Forest,Wetland,NULL,NULL,Wetland
1406,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1407,Wetland,Forest,Wetland,NULL,Wetland,Forest
1408,Wetland,Forest,Wetland,Water,Wetland,Wetland
1409,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1410,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1411,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1412,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1413,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1414,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1415,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1416,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1417,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1418,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1419,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1420,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1421,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1422,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1423,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1424,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1425,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1426,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1427,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1428,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1429,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1430,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1431,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1432,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1433,Bareland,NULL,Wetland,NULL,NULL,Grassland
1434,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1435,Bareland,NULL,Wetland,NULL,NULL,Bareland
1436,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1437,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1438,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1439,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1440,Bareland,NULL,Wetland,NULL,Wetland,Water
1441,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1442,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1443,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1444,Bareland,NULL,Wetland,Water,NULL,Bareland
1445,Bareland,NULL,Wetland,Water,Wetland,Wetland
1446,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1447,Bareland,NULL,Wetland,Water,Wetland,Bareland
1448,Bareland,NULL,Wetland,Water,Wetland,Water
1449,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1450,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1451,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1452,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1453,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1454,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1455,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1456,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1457,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1458,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1459,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1460,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1461,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1462,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1463,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1464,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1465,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1466,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1467,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1468,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1469,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1470,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1471,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1472,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1473,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1474,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1475,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1476,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1477,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1478,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1479,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1480,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1481,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1482,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1483,Bareland,NULL,Water,Non_Water,Water,Grassland
1484,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1485,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1486,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1487,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1488,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1489,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1490,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1491,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1492,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1493,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1494,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1495,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1496,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1497,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1498,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1499,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1500,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1501,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1502,Bareland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
1503,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1504,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1505,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1506,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1507,Bareland,Wetland,Wetland,NULL,Wetland,Water
1508,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1509,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1510,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1511,Bareland,Wetland,Wetland,Water,NULL,Bareland
1512,Bareland,Wetland,Wetland,Water,NULL,Water
1513,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1514,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1515,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1516,Bareland,Wetland,Wetland,Water,Wetland,Water
1517,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1518,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1519,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1520,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1521,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1522,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1523,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1524,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1525,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1526,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1527,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1528,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1529,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1530,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1531,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1532,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1533,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1534,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1535,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1536,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1537,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1538,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1539,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1540,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1541,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1542,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1543,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1544,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1545,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1546,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1547,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1548,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1549,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1550,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1551,Bareland,Wetland,Water,NULL,Water,Wetland
1552,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1553,Bareland,Wetland,Water,NULL,Water,Water
1554,Bareland,Wetland,Water,Water,NULL,Water
1555,Bareland,Wetland,Water,Water,Water,Grassland
1556,Bareland,Wetland,Water,Water,Water,Wetland
1557,Bareland,Wetland,Water,Water,Water,Water
1558,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1559,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1560,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1561,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1562,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1563,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1564,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1565,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1566,Bareland,Bareland,Wetland,NULL,Wetland,Water
1567,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1568,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1569,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1570,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1571,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1572,Bareland,Bareland,Wetland,Water,Wetland,Water
1573,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1574,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1575,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1576,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1577,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1578,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1579,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1580,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1581,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1582,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1583,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1584,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1585,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1586,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1587,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1588,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1589,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1590,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1591,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1593,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1594,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1595,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1596,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1597,Bareland,Bareland,Water,Water,NULL,Water
1598,Bareland,Bareland,Water,Water,Water,Water
1599,Bareland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1600,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1601,Bareland,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
1602,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1603,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1604,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1605,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1606,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1607,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1608,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1609,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1610,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1611,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1612,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1613,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1614,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1615,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1616,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1617,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
